Step : 1	Numberions : 38
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
 Fe6+		324.72	12.42	5.77	5.77	1.50	1.50	545.57	56.00	6.00		0.00
 Fe7+		297.43	15.47	5.32	5.32	1.84	1.84	589.28	56.00	7.00		0.00
 Fe8+		276.05	18.65	4.97	4.97	2.20	2.20	629.97	56.00	8.00		0.00
 Fe9+		258.74	21.93	4.68	4.68	2.57	2.57	668.19	56.00	9.00		0.00
Fe10+		244.33	25.32	4.44	4.44	2.95	2.95	704.33	56.00	10.00		0.00
Fe11+		232.12	28.79	4.23	4.23	3.34	3.34	738.71	56.00	11.00		0.00
Fe12+		221.57	32.36	4.05	4.05	3.74	3.74	771.55	56.00	12.00		0.00
Fe13+		212.34	36.08	3.89	3.89	4.15	4.15	803.06	56.00	13.00		0.00
Fe14+		204.20	39.86	3.75	3.75	4.57	4.57	833.37	56.00	14.00		0.00
Fe15+		196.93	43.77	3.63	3.63	5.01	5.01	862.62	56.00	15.00		0.00
Fe16+		190.37	47.86	3.52	3.52	5.46	5.46	890.91	56.00	16.00		0.00
Fe17+		184.45	52.02	3.42	3.42	5.92	5.92	918.33	56.00	17.00		0.00
Fe18+		179.05	56.25	3.32	3.32	6.38	6.38	944.96	56.00	18.00		0.00
Fe19+		174.13	60.54	3.24	3.24	6.85	6.85	970.85	56.00	19.00		0.00
Fe20+		169.60	64.88	3.16	3.16	7.33	7.33	996.07	56.00	20.00		0.00
Fe21+		165.43	69.28	3.09	3.09	7.81	7.81	1020.67	56.00	21.00		0.00
Fe22+		161.56	73.77	3.02	3.02	8.30	8.30	1044.69	56.00	22.00		0.00
Fe23+		157.94	78.48	2.96	2.96	8.81	8.81	1068.17	56.00	23.00		0.00
Fe24+		154.56	83.24	2.90	2.90	9.33	9.33	1091.14	56.00	24.00		0.00
Fe25+		151.41	88.06	2.85	2.85	9.86	9.86	1113.64	56.00	25.00		0.00
Fe26+		147.94	93.73	2.79	2.79	10.46	10.46	1135.70	56.00	26.00		0.00
Step : 16	Numberions : 74
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
  H1+		99.06	 6.49	1.94	1.94	1.50	1.50	1607.98	1.00	1.00		0.00
3He1+		177.38	 5.82	3.38	3.38	1.50	1.50	928.37	3.00	1.00		0.00
3He2+		122.42	12.06	2.37	2.37	1.50	1.50	1312.91	3.00	2.00		0.00
 He1+		205.96	 5.68	3.91	3.91	1.50	1.50	803.99	4.00	1.00		0.00
 He2+		143.33	11.82	2.75	2.75	1.50	1.50	1137.02	4.00	2.00		0.00
  C3+		206.58	13.56	3.89	3.89	1.50	1.50	803.99	12.00	3.00		0.00
  C4+		177.11	19.22	3.36	3.36	2.09	2.09	928.37	12.00	4.00		0.00
  C5+		157.35	25.12	3.00	3.00	2.72	2.72	1037.95	12.00	5.00		0.00
  C6+		142.97	31.05	2.73	2.73	3.36	3.36	1137.02	12.00	6.00		0.00
  O4+		205.75	16.86	3.86	3.86	1.85	1.85	803.99	16.00	4.00		0.00
  O5+		182.62	22.33	3.45	3.45	2.44	2.44	898.89	16.00	5.00		0.00
  O6+		165.81	27.97	3.14	3.14	3.05	3.05	984.69	16.00	6.00		0.00
  O7+		152.90	33.69	2.91	2.91	3.66	3.66	1063.58	16.00	7.00		0.00
  O8+		142.60	39.45	2.72	2.72	4.28	4.28	1137.02	16.00	8.00		0.00
  N4+		191.97	18.09	3.62	3.62	1.98	1.98	859.50	14.00	4.00		0.00
  N5+		170.44	23.77	3.23	3.23	2.59	2.59	960.95	14.00	5.00		0.00
  N6+		154.79	29.61	2.95	2.95	3.21	3.21	1052.67	14.00	6.00		0.00
  N7+		142.79	35.48	2.73	2.73	3.84	3.84	1137.02	14.00	7.00		0.00
 Ne7+		171.74	29.58	3.24	3.24	3.25	3.25	951.30	20.00	7.00		0.00
 Ne8+		160.11	35.15	3.03	3.03	3.85	3.85	1016.98	20.00	8.00		0.00
 Mg5+		225.14	17.55	4.18	4.18	1.96	1.96	733.94	24.00	5.00		0.00
 Mg6+		204.28	22.40	3.81	3.81	2.49	2.49	803.99	24.00	6.00		0.00
 Mg7+		188.30	27.44	3.53	3.53	3.04	3.04	868.41	24.00	7.00		0.00
 Mg8+		175.56	32.65	3.30	3.30	3.60	3.60	928.37	24.00	8.00		0.00
 Mg9+		165.10	38.01	3.12	3.12	4.18	4.18	984.69	24.00	9.00		0.00
Mg10+		156.32	43.46	2.96	2.96	4.77	4.77	1037.95	24.00	10.00		0.00
Mg11+		148.81	48.96	2.83	2.83	5.36	5.36	1088.61	24.00	11.00		0.00
Mg12+		142.30	54.55	2.71	2.71	5.96	5.96	1137.02	24.00	12.00		0.00
 Si5+		246.77	15.78	4.55	4.55	1.79	1.79	679.50	28.00	5.00		0.00
 Si6+		223.28	20.33	4.14	4.14	2.28	2.28	744.35	28.00	6.00		0.00
 Si7+		205.41	25.08	3.83	3.83	2.80	2.80	803.99	28.00	7.00		0.00
 Si8+		191.24	29.99	3.58	3.58	3.33	3.33	859.50	28.00	8.00		0.00
 Si9+		179.66	35.03	3.37	3.37	3.88	3.88	911.64	28.00	9.00		0.00
Si10+		169.98	40.20	3.20	3.20	4.44	4.44	960.95	28.00	10.00		0.00
Si11+		161.72	45.48	3.05	3.05	5.01	5.01	1007.86	28.00	11.00		0.00
Si12+		154.57	50.82	2.93	2.93	5.59	5.59	1052.67	28.00	12.00		0.00
  S5+		265.33	14.60	4.86	4.86	1.67	1.67	635.61	32.00	5.00		0.00
  S6+		239.97	18.85	4.42	4.42	2.14	2.14	696.28	32.00	6.00		0.00
  S7+		220.70	23.30	4.09	4.09	2.62	2.62	752.07	32.00	7.00		0.00
  S8+		205.42	27.93	3.82	3.82	3.13	3.13	803.99	32.00	8.00		0.00
  S9+		192.94	32.69	3.60	3.60	3.65	3.65	852.76	32.00	9.00		0.00
 S10+		182.48	37.56	3.42	3.42	4.18	4.18	898.89	32.00	10.00		0.00
 S11+		173.58	42.54	3.26	3.26	4.72	4.72	942.76	32.00	11.00		0.00
 S12+		165.88	47.63	3.12	3.12	5.27	5.27	984.69	32.00	12.00		0.00
 Ca6+		272.04	15.90	4.95	4.95	1.84	1.84	622.77	40.00	6.00		0.00
 Ca7+		249.90	19.74	4.57	4.57	2.27	2.27	672.67	40.00	7.00		0.00
 Ca8+		232.39	23.72	4.27	4.27	2.71	2.71	719.11	40.00	8.00		0.00
 Ca9+		218.10	27.85	4.02	4.02	3.16	3.16	762.73	40.00	9.00		0.00
Ca10+		206.13	32.13	3.82	3.82	3.63	3.63	803.99	40.00	10.00		0.00
Ca11+		195.96	36.52	3.64	3.64	4.11	4.11	843.23	40.00	11.00		0.00
Ca12+		187.15	41.03	3.49	3.49	4.61	4.61	880.73	40.00	12.00		0.00
Ca13+		179.45	45.64	3.35	3.35	5.11	5.11	916.69	40.00	13.00		0.00
Ca14+		172.64	50.33	3.23	3.23	5.62	5.62	951.30	40.00	14.00		0.00
 Fe6+		329.78	11.93	5.85	5.85	1.50	1.50	526.34	56.00	6.00		0.00
 Fe7+		302.05	14.84	5.40	5.40	1.78	1.78	568.51	56.00	7.00		0.00
 Fe8+		280.29	17.91	5.03	5.03	2.13	2.13	607.76	56.00	8.00		0.00
 Fe9+		262.68	21.07	4.74	4.74	2.49	2.49	644.63	56.00	9.00		0.00
Fe10+		248.04	24.34	4.49	4.49	2.85	2.85	679.50	56.00	10.00		0.00
Fe11+		235.63	27.70	4.28	4.28	3.23	3.23	712.66	56.00	11.00		0.00
Fe12+		224.93	31.13	4.10	4.10	3.62	3.62	744.35	56.00	12.00		0.00
Fe13+		215.58	34.70	3.94	3.94	4.02	4.02	774.75	56.00	13.00		0.00
Fe14+		207.31	38.36	3.80	3.80	4.42	4.42	803.99	56.00	14.00		0.00
Fe15+		199.94	42.08	3.68	3.68	4.84	4.84	832.21	56.00	15.00		0.00
Fe16+		193.29	46.02	3.56	3.56	5.27	5.27	859.50	56.00	16.00		0.00
Fe17+		187.27	50.04	3.46	3.46	5.72	5.72	885.96	56.00	17.00		0.00
Fe18+		181.80	54.12	3.36	3.36	6.17	6.17	911.64	56.00	18.00		0.00
Fe19+		176.81	58.26	3.28	3.28	6.62	6.62	936.62	56.00	19.00		0.00
Fe20+		172.22	62.45	3.20	3.20	7.09	7.09	960.95	56.00	20.00		0.00
Fe21+		167.98	66.71	3.13	3.13	7.55	7.55	984.69	56.00	21.00		0.00
Fe22+		164.06	71.01	3.06	3.06	8.02	8.02	1007.86	56.00	22.00		0.00
Fe23+		160.40	75.48	2.99	2.99	8.51	8.51	1030.51	56.00	23.00		0.00
Fe24+		156.97	80.08	2.94	2.94	9.02	9.02	1052.67	56.00	24.00		0.00
Fe25+		153.78	84.73	2.88	2.88	9.52	9.52	1074.38	56.00	25.00		0.00
Fe26+		150.78	89.43	2.83	2.83	10.03	10.03	1095.66	56.00	26.00		0.00
Step : 17	Numberions : 73
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
  H1+		100.84	 6.33	1.96	1.96	1.50	1.50	1551.29	1.00	1.00		0.00
3He1+		179.90	 5.67	3.43	3.43	1.50	1.50	895.64	3.00	1.00		0.00
3He2+		124.41	11.73	2.40	2.40	1.50	1.50	1266.62	3.00	2.00		0.00
 He2+		145.48	11.50	2.79	2.79	1.50	1.50	1096.93	4.00	2.00		0.00
  C3+		209.46	13.12	3.94	3.94	1.50	1.50	775.64	12.00	3.00		0.00
  C4+		179.66	18.62	3.40	3.40	2.03	2.03	895.64	12.00	4.00		0.00
  C5+		159.68	24.36	3.03	3.03	2.65	2.65	1001.35	12.00	5.00		0.00
  C6+		145.15	30.12	2.77	2.77	3.26	3.26	1096.93	12.00	6.00		0.00
  O4+		208.64	16.30	3.91	3.91	1.80	1.80	775.64	16.00	4.00		0.00
  O5+		185.24	21.61	3.49	3.49	2.37	2.37	867.20	16.00	5.00		0.00
  O6+		168.24	27.07	3.18	3.18	2.96	2.96	949.97	16.00	6.00		0.00
  O7+		155.19	32.65	2.95	2.95	3.56	3.56	1026.08	16.00	7.00		0.00
  O8+		144.78	38.24	2.76	2.76	4.16	4.16	1096.93	16.00	8.00		0.00
  N4+		194.69	17.51	3.67	3.67	1.92	1.92	829.20	14.00	4.00		0.00
  N5+		172.92	23.02	3.27	3.27	2.51	2.51	927.07	14.00	5.00		0.00
  N6+		157.10	28.71	2.98	2.98	3.12	3.12	1015.56	14.00	6.00		0.00
  N7+		144.97	34.41	2.76	2.76	3.73	3.73	1096.93	14.00	7.00		0.00
 Ne7+		174.25	28.58	3.28	3.28	3.15	3.15	917.76	20.00	7.00		0.00
 Ne8+		162.47	33.98	3.07	3.07	3.73	3.73	981.12	20.00	8.00		0.00
 Mg5+		228.28	16.92	4.23	4.23	1.90	1.90	708.06	24.00	5.00		0.00
 Mg6+		207.16	21.62	3.86	3.86	2.41	2.41	775.64	24.00	6.00		0.00
 Mg7+		190.99	26.51	3.57	3.57	2.94	2.94	837.79	24.00	7.00		0.00
 Mg8+		178.10	31.55	3.34	3.34	3.49	3.49	895.64	24.00	8.00		0.00
 Mg9+		167.51	36.73	3.16	3.16	4.05	4.05	949.97	24.00	9.00		0.00
Mg10+		158.63	42.04	3.00	3.00	4.62	4.62	1001.35	24.00	10.00		0.00
Mg11+		151.04	47.37	2.86	2.86	5.20	5.20	1050.23	24.00	11.00		0.00
Mg12+		144.47	52.79	2.74	2.74	5.78	5.78	1096.93	24.00	12.00		0.00
 Si5+		250.28	15.19	4.60	4.60	1.73	1.73	655.54	28.00	5.00		0.00
 Si6+		226.46	19.59	4.19	4.19	2.21	2.21	718.11	28.00	6.00		0.00
 Si7+		208.35	24.19	3.87	3.87	2.71	2.71	775.64	28.00	7.00		0.00
 Si8+		194.00	28.95	3.62	3.62	3.23	3.23	829.20	28.00	8.00		0.00
 Si9+		182.28	33.83	3.41	3.41	3.76	3.76	879.50	28.00	9.00		0.00
Si10+		172.47	38.83	3.24	3.24	4.30	4.30	927.07	28.00	10.00		0.00
Si11+		164.11	43.95	3.09	3.09	4.86	4.86	972.32	28.00	11.00		0.00
Si12+		156.88	49.14	2.96	2.96	5.42	5.42	1015.56	28.00	12.00		0.00
  S5+		269.11	14.04	4.92	4.92	1.61	1.61	613.20	32.00	5.00		0.00
  S6+		243.36	18.16	4.48	4.48	2.07	2.07	671.73	32.00	6.00		0.00
  S7+		223.83	22.46	4.14	4.14	2.54	2.54	725.55	32.00	7.00		0.00
  S8+		208.35	26.94	3.87	3.87	3.03	3.03	775.64	32.00	8.00		0.00
  S9+		195.70	31.55	3.65	3.65	3.53	3.53	822.70	32.00	9.00		0.00
 S10+		185.13	36.27	3.46	3.46	4.05	4.05	867.20	32.00	10.00		0.00
 S11+		176.12	41.09	3.30	3.30	4.57	4.57	909.52	32.00	11.00		0.00
 S12+		168.31	46.02	3.16	3.16	5.11	5.11	949.97	32.00	12.00		0.00
 Ca6+		275.93	15.30	5.01	5.01	1.78	1.78	600.81	40.00	6.00		0.00
 Ca7+		253.46	19.01	4.63	4.63	2.19	2.19	648.95	40.00	7.00		0.00
 Ca8+		235.70	22.86	4.32	4.32	2.62	2.62	693.76	40.00	8.00		0.00
 Ca9+		221.22	26.84	4.07	4.07	3.06	3.06	735.84	40.00	9.00		0.00
Ca10+		209.10	30.98	3.86	3.86	3.52	3.52	775.64	40.00	10.00		0.00
Ca11+		198.79	35.22	3.68	3.68	3.98	3.98	813.50	40.00	11.00		0.00
Ca12+		189.87	39.59	3.53	3.53	4.46	4.46	849.68	40.00	12.00		0.00
Ca13+		182.08	44.04	3.39	3.39	4.95	4.95	884.37	40.00	13.00		0.00
Ca14+		175.17	48.59	3.27	3.27	5.45	5.45	917.76	40.00	14.00		0.00
 Fe6+		334.74	11.46	5.93	5.93	1.50	1.50	507.78	56.00	6.00		0.00
 Fe7+		306.54	14.26	5.47	5.47	1.72	1.72	548.46	56.00	7.00		0.00
 Fe8+		284.40	17.22	5.10	5.10	2.06	2.06	586.33	56.00	8.00		0.00
 Fe9+		266.50	20.28	4.80	4.80	2.41	2.41	621.90	56.00	9.00		0.00
Fe10+		251.63	23.44	4.55	4.55	2.76	2.76	655.54	56.00	10.00		0.00
Fe11+		239.04	26.68	4.34	4.34	3.13	3.13	687.54	56.00	11.00		0.00
Fe12+		228.19	30.00	4.15	4.15	3.50	3.50	718.11	56.00	12.00		0.00
Fe13+		218.70	33.43	3.99	3.99	3.89	3.89	747.43	56.00	13.00		0.00
Fe14+		210.31	36.97	3.85	3.85	4.28	4.28	775.64	56.00	14.00		0.00
Fe15+		202.85	40.57	3.72	3.72	4.69	4.69	802.87	56.00	15.00		0.00
Fe16+		196.12	44.32	3.60	3.60	5.10	5.10	829.20	56.00	16.00		0.00
Fe17+		190.03	48.20	3.50	3.50	5.53	5.53	854.72	56.00	17.00		0.00
Fe18+		184.47	52.15	3.40	3.40	5.97	5.97	879.50	56.00	18.00		0.00
Fe19+		179.41	56.15	3.32	3.32	6.41	6.41	903.60	56.00	19.00		0.00
Fe20+		174.76	60.21	3.24	3.24	6.86	6.86	927.07	56.00	20.00		0.00
Fe21+		170.46	64.32	3.16	3.16	7.31	7.31	949.97	56.00	21.00		0.00
Fe22+		166.48	68.48	3.09	3.09	7.77	7.77	972.32	56.00	22.00		0.00
Fe23+		162.79	72.70	3.03	3.03	8.24	8.24	994.17	56.00	23.00		0.00
Fe24+		159.32	77.15	2.97	2.97	8.72	8.72	1015.56	56.00	24.00		0.00
Fe25+		156.08	81.65	2.91	2.91	9.21	9.21	1036.50	56.00	25.00		0.00
Fe26+		153.04	86.19	2.86	2.86	9.71	9.71	1057.03	56.00	26.00		0.00
Step : 18	Numberions : 72
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
  H1+		102.57	 6.17	1.99	1.99	1.50	1.50	1496.59	1.00	1.00		0.00
3He2+		126.35	11.42	2.43	2.43	1.50	1.50	1221.96	3.00	2.00		0.00
 He2+		147.53	11.20	2.82	2.82	1.50	1.50	1058.25	4.00	2.00		0.00
  C3+		212.22	12.72	3.98	3.98	1.50	1.50	748.30	12.00	3.00		0.00
  C4+		182.12	18.07	3.44	3.44	1.97	1.97	864.06	12.00	4.00		0.00
  C5+		161.93	23.63	3.07	3.07	2.57	2.57	966.05	12.00	5.00		0.00
  C6+		147.26	29.25	2.80	2.80	3.18	3.18	1058.25	12.00	6.00		0.00
  O4+		211.42	15.78	3.96	3.96	1.75	1.75	748.30	16.00	4.00		0.00
  O5+		187.77	20.94	3.53	3.53	2.30	2.30	836.62	16.00	5.00		0.00
  O6+		170.58	26.25	3.22	3.22	2.88	2.88	916.47	16.00	6.00		0.00
  O7+		157.39	31.69	2.98	2.98	3.46	3.46	989.90	16.00	7.00		0.00
  O8+		146.88	37.12	2.79	2.79	4.05	4.05	1058.25	16.00	8.00		0.00
  N4+		197.32	16.97	3.71	3.71	1.87	1.87	799.96	14.00	4.00		0.00
  N5+		175.31	22.32	3.31	3.31	2.44	2.44	894.39	14.00	5.00		0.00
  N6+		159.32	27.87	3.02	3.02	3.04	3.04	979.75	14.00	6.00		0.00
  N7+		147.07	33.41	2.80	2.80	3.63	3.63	1058.25	14.00	7.00		0.00
 Ne7+		176.66	27.66	3.32	3.32	3.06	3.06	885.40	20.00	7.00		0.00
 Ne8+		164.76	32.89	3.10	3.10	3.62	3.62	946.53	20.00	8.00		0.00
 Mg5+		231.31	16.34	4.28	4.28	1.84	1.84	683.10	24.00	5.00		0.00
 Mg6+		209.93	20.90	3.91	3.91	2.34	2.34	748.30	24.00	6.00		0.00
 Mg7+		193.57	25.64	3.62	3.62	2.86	2.86	808.25	24.00	7.00		0.00
 Mg8+		180.55	30.52	3.38	3.38	3.39	3.39	864.06	24.00	8.00		0.00
 Mg9+		169.84	35.56	3.19	3.19	3.93	3.93	916.47	24.00	9.00		0.00
Mg10+		160.86	40.72	3.03	3.03	4.49	4.49	966.05	24.00	10.00		0.00
Mg11+		153.19	45.90	2.89	2.89	5.05	5.05	1013.20	24.00	11.00		0.00
Mg12+		146.55	51.16	2.77	2.77	5.62	5.62	1058.25	24.00	12.00		0.00
 Si5+		253.67	14.65	4.66	4.66	1.68	1.68	632.43	28.00	5.00		0.00
 Si6+		229.53	18.91	4.24	4.24	2.14	2.14	692.79	28.00	6.00		0.00
 Si7+		211.19	23.36	3.92	3.92	2.63	2.63	748.30	28.00	7.00		0.00
 Si8+		196.66	27.98	3.66	3.66	3.13	3.13	799.96	28.00	8.00		0.00
 Si9+		184.80	32.71	3.45	3.45	3.65	3.65	848.49	28.00	9.00		0.00
Si10+		174.88	37.56	3.28	3.28	4.18	4.18	894.39	28.00	10.00		0.00
Si11+		166.42	42.53	3.13	3.13	4.71	4.71	938.04	28.00	11.00		0.00
Si12+		159.11	47.58	3.00	3.00	5.26	5.26	979.75	28.00	12.00		0.00
  S5+		272.75	13.53	4.98	4.98	1.56	1.56	591.58	32.00	5.00		0.00
  S6+		246.64	17.52	4.53	4.53	2.00	2.00	648.04	32.00	6.00		0.00
  S7+		226.86	21.69	4.19	4.19	2.46	2.46	699.97	32.00	7.00		0.00
  S8+		211.19	26.02	3.91	3.91	2.94	2.94	748.30	32.00	8.00		0.00
  S9+		198.38	30.50	3.69	3.69	3.43	3.43	793.69	32.00	9.00		0.00
 S10+		187.68	35.07	3.50	3.50	3.93	3.93	836.62	32.00	10.00		0.00
 S11+		178.56	39.75	3.34	3.34	4.44	4.44	877.46	32.00	11.00		0.00
 S12+		170.67	44.53	3.20	3.20	4.96	4.96	916.47	32.00	12.00		0.00
 Ca6+		279.69	14.74	5.07	5.07	1.73	1.73	579.63	40.00	6.00		0.00
 Ca7+		256.90	18.33	4.68	4.68	2.13	2.13	626.07	40.00	7.00		0.00
 Ca8+		238.91	22.05	4.38	4.38	2.54	2.54	669.30	40.00	8.00		0.00
 Ca9+		224.23	25.91	4.12	4.12	2.97	2.97	709.90	40.00	9.00		0.00
Ca10+		211.96	29.91	3.91	3.91	3.41	3.41	748.30	40.00	10.00		0.00
Ca11+		201.52	34.03	3.73	3.73	3.86	3.86	784.82	40.00	11.00		0.00
Ca12+		192.50	38.25	3.57	3.57	4.33	4.33	819.72	40.00	12.00		0.00
Ca13+		184.60	42.57	3.43	3.43	4.80	4.80	853.19	40.00	13.00		0.00
Ca14+		177.62	46.97	3.31	3.31	5.28	5.28	885.40	40.00	14.00		0.00
 Fe6+		339.50	11.04	6.00	6.00	1.50	1.50	489.88	56.00	6.00		0.00
 Fe7+		310.89	13.72	5.53	5.53	1.67	1.67	529.13	56.00	7.00		0.00
 Fe8+		288.37	16.59	5.16	5.16	1.99	1.99	565.66	56.00	8.00		0.00
 Fe9+		270.20	19.55	4.86	4.86	2.33	2.33	599.97	56.00	9.00		0.00
Fe10+		255.11	22.60	4.60	4.60	2.68	2.68	632.43	56.00	10.00		0.00
Fe11+		242.33	25.74	4.39	4.39	3.04	3.04	663.29	56.00	11.00		0.00
Fe12+		231.33	28.96	4.20	4.20	3.40	3.40	692.79	56.00	12.00		0.00
Fe13+		221.73	32.26	4.04	4.04	3.77	3.77	721.08	56.00	13.00		0.00
Fe14+		213.22	35.68	3.89	3.89	4.16	4.16	748.30	56.00	14.00		0.00
Fe15+		205.65	39.17	3.76	3.76	4.55	4.55	774.56	56.00	15.00		0.00
Fe16+		198.85	42.74	3.65	3.65	4.95	4.95	799.96	56.00	16.00		0.00
Fe17+		192.67	46.50	3.54	3.54	5.36	5.36	824.58	56.00	17.00		0.00
Fe18+		187.06	50.32	3.44	3.44	5.79	5.79	848.49	56.00	18.00		0.00
Fe19+		181.92	54.20	3.36	3.36	6.22	6.22	871.74	56.00	19.00		0.00
Fe20+		177.21	58.13	3.27	3.27	6.65	6.65	894.39	56.00	20.00		0.00
Fe21+		172.86	62.11	3.20	3.20	7.09	7.09	916.47	56.00	21.00		0.00
Fe22+		168.84	66.14	3.13	3.13	7.54	7.54	938.04	56.00	22.00		0.00
Fe23+		165.09	70.22	3.06	3.06	7.99	7.99	959.12	56.00	23.00		0.00
Fe24+		161.59	74.44	3.00	3.00	8.45	8.45	979.75	56.00	24.00		0.00
Fe25+		158.32	78.80	2.95	2.95	8.93	8.93	999.95	56.00	25.00		0.00
Fe26+		155.23	83.20	2.89	2.89	9.41	9.41	1019.76	56.00	26.00		0.00
Step : 19	Numberions : 72
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
  H1+		104.25	 6.03	2.01	2.01	1.50	1.50	1443.82	1.00	1.00		0.00
3He2+		128.20	11.14	2.45	2.45	1.50	1.50	1178.88	3.00	2.00		0.00
 He2+		149.52	10.92	2.85	2.85	1.50	1.50	1020.94	4.00	2.00		0.00
  C3+		214.87	12.35	4.03	4.03	1.50	1.50	721.91	12.00	3.00		0.00
  C4+		184.48	17.55	3.48	3.48	1.92	1.92	833.59	12.00	4.00		0.00
  C5+		164.10	22.96	3.10	3.10	2.51	2.51	931.98	12.00	5.00		0.00
  C6+		149.28	28.45	2.83	2.83	3.10	3.10	1020.94	12.00	6.00		0.00
  O4+		214.08	15.29	4.00	4.00	1.70	1.70	721.91	16.00	4.00		0.00
  O5+		190.19	20.32	3.57	3.57	2.24	2.24	807.12	16.00	5.00		0.00
  O6+		172.84	25.48	3.26	3.26	2.80	2.80	884.16	16.00	6.00		0.00
  O7+		159.51	30.80	3.01	3.01	3.37	3.37	955.00	16.00	7.00		0.00
  O8+		148.90	36.08	2.82	2.82	3.94	3.94	1020.94	16.00	8.00		0.00
  N4+		199.84	16.47	3.75	3.75	1.81	1.81	771.76	14.00	4.00		0.00
  N5+		177.60	21.68	3.35	3.35	2.38	2.38	862.85	14.00	5.00		0.00
  N6+		161.46	27.08	3.05	3.05	2.96	2.96	945.20	14.00	6.00		0.00
  N7+		149.09	32.48	2.83	2.83	3.54	3.54	1020.94	14.00	7.00		0.00
 Ne7+		178.98	26.80	3.35	3.35	2.97	2.97	854.18	20.00	7.00		0.00
 Ne8+		166.97	31.88	3.14	3.14	3.52	3.52	913.15	20.00	8.00		0.00
 Mg5+		234.21	15.81	4.33	4.33	1.79	1.79	659.01	24.00	5.00		0.00
 Mg6+		212.59	20.23	3.95	3.95	2.27	2.27	721.91	24.00	6.00		0.00
 Mg7+		196.05	24.83	3.66	3.66	2.78	2.78	779.75	24.00	7.00		0.00
 Mg8+		182.90	29.58	3.42	3.42	3.29	3.29	833.59	24.00	8.00		0.00
 Mg9+		172.08	34.46	3.23	3.23	3.82	3.82	884.16	24.00	9.00		0.00
Mg10+		163.01	39.48	3.06	3.06	4.37	4.37	931.98	24.00	10.00		0.00
Mg11+		155.27	44.53	2.92	2.92	4.92	4.92	977.47	24.00	11.00		0.00
Mg12+		148.56	49.65	2.80	2.80	5.47	5.47	1020.94	24.00	12.00		0.00
 Si5+		256.93	14.15	4.71	4.71	1.63	1.63	610.13	28.00	5.00		0.00
 Si6+		232.48	18.28	4.29	4.29	2.08	2.08	668.36	28.00	6.00		0.00
 Si7+		213.92	22.60	3.96	3.96	2.55	2.55	721.91	28.00	7.00		0.00
 Si8+		199.23	27.08	3.71	3.71	3.04	3.04	771.76	28.00	8.00		0.00
 Si9+		187.22	31.68	3.49	3.49	3.55	3.55	818.57	28.00	9.00		0.00
Si10+		177.19	36.39	3.31	3.31	4.06	4.06	862.85	28.00	10.00		0.00
Si11+		168.64	41.21	3.16	3.16	4.58	4.58	904.96	28.00	11.00		0.00
Si12+		161.25	46.13	3.03	3.03	5.12	5.12	945.20	28.00	12.00		0.00
  S5+		276.25	13.06	5.04	5.04	1.52	1.52	570.72	32.00	5.00		0.00
  S6+		249.80	16.93	4.58	4.58	1.94	1.94	625.19	32.00	6.00		0.00
  S7+		229.76	20.97	4.24	4.24	2.39	2.39	675.29	32.00	7.00		0.00
  S8+		213.90	25.17	3.96	3.96	2.85	2.85	721.91	32.00	8.00		0.00
  S9+		200.95	29.51	3.73	3.73	3.33	3.33	765.70	32.00	9.00		0.00
 S10+		190.13	33.96	3.54	3.54	3.82	3.82	807.12	32.00	10.00		0.00
 S11+		180.91	38.50	3.38	3.38	4.31	4.31	846.52	32.00	11.00		0.00
 S12+		172.94	43.14	3.23	3.23	4.82	4.82	884.16	32.00	12.00		0.00
 Ca6+		283.31	14.22	5.13	5.13	1.67	1.67	559.19	40.00	6.00		0.00
 Ca7+		260.22	17.70	4.74	4.74	2.06	2.06	603.99	40.00	7.00		0.00
 Ca8+		241.99	21.31	4.43	4.43	2.47	2.47	645.70	40.00	8.00		0.00
 Ca9+		227.13	25.05	4.17	4.17	2.88	2.88	684.87	40.00	9.00		0.00
Ca10+		214.71	28.93	3.95	3.95	3.31	3.31	721.91	40.00	10.00		0.00
Ca11+		204.15	32.92	3.77	3.77	3.75	3.75	757.15	40.00	11.00		0.00
Ca12+		195.03	37.01	3.61	3.61	4.21	4.21	790.81	40.00	12.00		0.00
Ca13+		187.04	41.20	3.47	3.47	4.67	4.67	823.11	40.00	13.00		0.00
Ca14+		179.98	45.47	3.34	3.34	5.14	5.14	854.18	40.00	14.00		0.00
 Fe6+		344.15	10.64	6.07	6.07	1.50	1.50	472.60	56.00	6.00		0.00
 Fe7+		315.08	13.23	5.60	5.60	1.62	1.62	510.47	56.00	7.00		0.00
 Fe8+		292.23	16.00	5.22	5.22	1.94	1.94	545.71	56.00	8.00		0.00
 Fe9+		273.77	18.87	4.91	4.91	2.27	2.27	578.82	56.00	9.00		0.00
Fe10+		258.47	21.83	4.66	4.66	2.60	2.60	610.13	56.00	10.00		0.00
Fe11+		245.51	24.87	4.44	4.44	2.95	2.95	639.91	56.00	11.00		0.00
