1.023924	329.200000
1.065613	333.000000
1.107303	335.400000
1.148993	347.200000
1.190694	341.000000
1.232384	343.400000
1.274074	347.100000
1.315764	354.300000
1.357465	358.200000
1.399155	367.200000
1.440845	373.400000
1.482535	371.600000
1.524225	369.300000
1.565926	375.500000
1.607616	384.300000
1.649306	392.400000
1.690995	397.400000
1.732697	396.300000
1.774387	411.600000
1.816076	425.600000
1.857766	450.200000
1.899456	476.500000
1.941157	492.000000
1.982847	545.800000
2.024537	537.100000
2.066227	540.100000
2.107928	544.000000
2.149618	564.600000
2.191308	558.800000
2.232998	553.700000
2.274688	550.500000
2.316389	568.700000
2.358079	601.600000
2.399769	617.300000
2.441458	629.500000
2.483160	633.400000
2.524850	626.400000
2.566539	620.600000
2.608229	610.800000
2.649919	607.200000
2.691620	603.400000
2.733310	591.900000
2.775000	583.400000
2.816690	570.900000
2.858380	573.400000
2.900081	581.900000
2.941771	577.500000
2.983461	604.600000
3.025150	614.500000
3.066852	635.700000
3.108542	684.500000
3.150231	690.000000
3.191921	680.500000
3.233611	671.600000
3.275313	683.800000
3.317002	686.100000
3.358692	682.800000
3.400382	699.800000
3.442083	702.400000
3.483773	700.800000
3.525463	703.700000
3.567153	707.900000
3.608843	704.700000
3.650544	691.700000
3.692234	678.100000
3.733924	676.300000
3.775613	666.900000
3.817303	679.700000
3.859005	679.400000
3.900694	674.500000
3.942384	677.200000
3.984074	681.600000
4.025775	680.400000
4.067465	676.700000
4.109155	672.600000
4.150845	664.800000
4.192535	669.000000
4.234236	673.500000
4.275926	675.900000
4.317616	670.500000
4.359306	674.300000
4.400995	666.800000
4.442697	662.300000
4.484387	669.500000
4.526076	664.600000
4.567766	672.300000
4.609468	676.800000
4.651157	675.000000
4.692847	672.400000
4.734549	664.900000
4.776238	656.200000
4.817928	645.200000
4.859630	634.800000
4.901319	634.600000
4.943009	641.300000
4.984711	637.300000
5.018067	633.900000
5.059757	631.900000
5.101447	635.200000
5.143148	637.300000
5.184838	632.200000
5.226528	627.600000
5.268229	626.000000
5.309919	622.000000
5.351620	618.500000
5.393310	614.800000
5.435000	611.700000
5.476701	615.400000
5.518391	603.300000
5.560081	603.300000
5.601782	609.100000
5.643472	631.900000
5.685162	640.700000
5.726863	640.600000
5.768553	639.800000
5.810243	629.900000
5.851944	603.900000
5.893634	557.200000
5.935324	578.300000
5.977025	589.600000
6.018715	583.200000
6.060405	582.800000
6.102106	533.500000
6.143796	512.500000
6.185498	514.800000
6.227188	508.700000
6.268877	513.300000
6.310579	507.100000
6.352269	503.000000
6.393958	495.500000
6.435660	491.500000
6.477350	493.300000
6.519039	488.400000
6.560741	486.600000
6.602431	477.100000
6.644120	476.600000
6.685822	474.200000
6.727512	469.100000
6.769201	460.700000
6.810903	450.800000
6.852593	447.300000
6.894282	447.700000
6.935984	441.800000
6.977674	440.400000
7.019363	436.200000
7.061065	432.000000
7.102755	434.600000
7.144456	420.000000
7.186146	423.300000
7.227836	421.700000
