Step : 1	Numberions : 38
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
N7+		152.79	29.54	3.06	3.06	2.95	2.95	739.09	14.00	7.00		0.00
Ne7+		181.36	24.36	3.63	3.63	2.44	2.44	618.37	20.00	7.00		0.00
Ne8+		169.61	28.91	3.39	3.39	2.89	2.89	661.06	20.00	8.00		0.00
Mg5+		234.42	14.56	4.69	4.69	1.50	1.50	477.08	24.00	5.00		0.00
Mg6+		213.62	18.55	4.27	4.27	1.86	1.86	522.62	24.00	6.00		0.00
Mg7+		197.63	22.71	3.95	3.95	2.27	2.27	564.49	24.00	7.00		0.00
Mg8+		184.83	26.99	3.70	3.70	2.70	2.70	603.47	24.00	8.00		0.00
Mg9+		174.30	31.39	3.49	3.49	3.14	3.14	640.07	24.00	9.00		0.00
Mg10+		165.43	35.88	3.31	3.31	3.59	3.59	674.70	24.00	10.00		0.00
Mg11+		157.83	40.48	3.16	3.16	4.05	4.05	707.63	24.00	11.00		0.00
Mg12+		151.23	45.17	3.02	3.02	4.52	4.52	739.09	24.00	12.00		0.00
Si5+		255.74	13.11	5.11	5.11	1.50	1.50	441.69	28.00	5.00		0.00
Si6+		232.47	16.85	4.65	4.65	1.69	1.69	483.85	28.00	6.00		0.00
Si7+		214.65	20.76	4.29	4.29	2.08	2.08	522.62	28.00	7.00		0.00
Si8+		200.47	24.80	4.01	4.01	2.48	2.48	558.70	28.00	8.00		0.00
Si9+		188.83	28.97	3.78	3.78	2.90	2.90	592.59	28.00	9.00		0.00
Si10+		179.07	33.23	3.58	3.58	3.32	3.32	624.65	28.00	10.00		0.00
Si11+		170.73	37.57	3.41	3.41	3.76	3.76	655.14	28.00	11.00		0.00
Si12+		163.49	42.00	3.27	3.27	4.20	4.20	684.27	28.00	12.00		0.00
S5+		273.44	12.20	5.47	5.47	1.50	1.50	413.17	32.00	5.00		0.00
S6+		248.46	15.73	4.97	4.97	1.57	1.57	452.60	32.00	6.00		0.00
S7+		229.38	19.41	4.59	4.59	1.94	1.94	488.86	32.00	7.00		0.00
S8+		214.20	23.21	4.28	4.28	2.32	2.32	522.62	32.00	8.00		0.00
S9+		201.75	27.14	4.03	4.03	2.71	2.71	554.32	32.00	9.00		0.00
S10+		191.30	31.18	3.83	3.83	3.12	3.12	584.30	32.00	10.00		0.00
S11+		182.36	35.30	3.65	3.65	3.53	3.53	612.82	32.00	11.00		0.00
S12+		174.61	39.49	3.49	3.49	3.95	3.95	640.07	32.00	12.00		0.00
Ca6+		278.29	13.51	5.57	5.57	1.50	1.50	404.82	40.00	6.00		0.00
Ca7+		256.76	16.70	5.14	5.14	1.67	1.67	437.25	40.00	7.00		0.00
Ca8+		239.64	20.03	4.79	4.79	2.00	2.00	467.44	40.00	8.00		0.00
Ca9+		225.61	23.46	4.51	4.51	2.35	2.35	495.80	40.00	9.00		0.00
Ca10+		213.83	26.98	4.28	4.28	2.70	2.70	522.62	40.00	10.00		0.00
Ca11+		203.77	30.59	4.08	4.08	3.06	3.06	548.13	40.00	11.00		0.00
Ca12+		195.04	34.31	3.90	3.90	3.43	3.43	572.50	40.00	12.00		0.00
Ca13+		187.39	38.10	3.75	3.75	3.81	3.81	595.88	40.00	13.00		0.00
Ca14+		180.60	41.97	3.61	3.61	4.20	4.20	618.37	40.00	14.00		0.00
Fe7+		303.97	13.14	6.08	6.08	1.50	1.50	369.55	56.00	7.00		0.00
Fe8+		283.16	15.69	5.66	5.66	1.57	1.57	395.06	56.00	8.00		0.00
Fe9+		266.22	18.40	5.32	5.32	1.84	1.84	419.03	56.00	9.00		0.00
Fe10+		252.09	21.19	5.04	5.04	2.12	2.12	441.69	56.00	10.00		0.00
Fe11+		240.07	24.04	4.80	4.80	2.40	2.40	463.25	56.00	11.00		0.00
Fe12+		229.69	26.96	4.59	4.59	2.70	2.70	483.85	56.00	12.00		0.00
Fe13+		220.60	29.94	4.41	4.41	2.99	2.99	503.61	56.00	13.00		0.00
Fe14+		212.56	32.96	4.25	4.25	3.30	3.30	522.62	56.00	14.00		0.00
Fe15+		205.38	36.04	4.11	4.11	3.60	3.60	540.96	56.00	15.00		0.00
Fe16+		198.92	39.22	3.98	3.98	3.92	3.92	558.70	56.00	16.00		0.00
Fe17+		193.06	42.45	3.86	3.86	4.24	4.24	575.90	56.00	17.00		0.00
Fe18+		187.73	45.73	3.75	3.75	4.57	4.57	592.59	56.00	18.00		0.00
Fe19+		182.83	49.06	3.66	3.66	4.91	4.91	608.83	56.00	19.00		0.00
Fe20+		178.33	52.55	3.57	3.57	5.26	5.26	624.65	56.00	20.00		0.00
Fe21+		174.16	56.08	3.48	3.48	5.61	5.61	640.07	56.00	21.00		0.00
Fe22+		170.30	59.65	3.41	3.41	5.97	5.97	655.14	56.00	22.00		0.00
Fe23+		166.70	63.27	3.33	3.33	6.33	6.33	669.86	56.00	23.00		0.00
Fe24+		163.34	66.91	3.27	3.27	6.69	6.69	684.27	56.00	24.00		0.00
Fe25+		160.19	70.60	3.20	3.20	7.06	7.06	698.38	56.00	25.00		0.00
Fe26+		157.23	74.32	3.14	3.14	7.43	7.43	712.21	56.00	26.00		0.00
Step : 29	Numberions : 69
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
3He2+		133.79	10.03	2.68	2.68	1.50	1.50	823.34	3.00	2.00		0.00
He2+		155.20	9.84	3.10	3.10	1.50	1.50	713.03	4.00	2.00		0.00
C3+		219.93	11.05	4.40	4.40	1.50	1.50	504.19	12.00	3.00		0.00
C4+		189.55	15.72	3.79	3.79	1.57	1.57	582.19	12.00	4.00		0.00
C5+		169.11	20.52	3.38	3.38	2.05	2.05	650.91	12.00	5.00		0.00
C6+		154.17	25.48	3.08	3.08	2.55	2.55	713.03	12.00	6.00		0.00
O4+		218.26	13.66	4.37	4.37	1.50	1.50	504.19	16.00	4.00		0.00
O5+		194.60	18.18	3.89	3.89	1.82	1.82	563.70	16.00	5.00		0.00
O6+		177.33	22.80	3.55	3.55	2.28	2.28	617.50	16.00	6.00		0.00
O7+		164.02	27.51	3.28	3.28	2.75	2.75	666.98	16.00	7.00		0.00
O8+		153.37	32.35	3.07	3.07	3.23	3.23	713.03	16.00	8.00		0.00
N4+		204.67	14.74	4.09	4.09	1.50	1.50	539.00	14.00	4.00		0.00
N5+		182.44	19.40	3.65	3.65	1.94	1.94	602.62	14.00	5.00		0.00
N6+		166.25	24.17	3.32	3.32	2.42	2.42	660.14	14.00	6.00		0.00
N7+		153.79	29.09	3.08	3.08	2.91	2.91	713.03	14.00	7.00		0.00
Ne7+		182.55	23.96	3.65	3.65	2.40	2.40	596.57	20.00	7.00		0.00
Ne8+		170.71	28.44	3.41	3.41	2.84	2.84	637.76	20.00	8.00		0.00
Mg5+		235.98	14.31	4.72	4.72	1.50	1.50	460.26	24.00	5.00		0.00
Mg6+		215.02	18.24	4.30	4.30	1.82	1.82	504.19	24.00	6.00		0.00
Mg7+		198.92	22.33	3.98	3.98	2.23	2.23	544.59	24.00	7.00		0.00
Mg8+		186.03	26.55	3.72	3.72	2.65	2.65	582.19	24.00	8.00		0.00
Mg9+		175.42	30.87	3.51	3.51	3.09	3.09	617.50	24.00	9.00		0.00
Mg10+		166.49	35.30	3.33	3.33	3.53	3.53	650.91	24.00	10.00		0.00
Mg11+		158.84	39.83	3.18	3.18	3.98	3.98	682.68	24.00	11.00		0.00
Mg12+		152.19	44.44	3.04	3.04	4.44	4.44	713.03	24.00	12.00		0.00
Si5+		257.48	12.88	5.15	5.15	1.50	1.50	426.12	28.00	5.00		0.00
Si6+		234.03	16.56	4.68	4.68	1.66	1.66	466.79	28.00	6.00		0.00
Si7+		216.09	20.40	4.32	4.32	2.04	2.04	504.19	28.00	7.00		0.00
Si8+		201.79	24.38	4.04	4.04	2.44	2.44	539.00	28.00	8.00		0.00
Si9+		190.07	28.48	3.80	3.80	2.85	2.85	571.70	28.00	9.00		0.00
Si10+		180.24	32.68	3.60	3.60	3.27	3.27	602.62	28.00	10.00		0.00
Si11+		171.83	36.95	3.44	3.44	3.70	3.70	632.04	28.00	11.00		0.00
Si12+		164.54	41.31	3.29	3.29	4.13	4.13	660.14	28.00	12.00		0.00
S6+		250.14	15.45	5.00	5.00	1.54	1.54	436.64	32.00	6.00		0.00
S7+		230.92	19.07	4.62	4.62	1.91	1.91	471.63	32.00	7.00		0.00
S8+		215.62	22.82	4.31	4.31	2.28	2.28	504.19	32.00	8.00		0.00
S9+		203.08	26.68	4.06	4.06	2.67	2.67	534.77	32.00	9.00		0.00
S10+		192.55	30.65	3.85	3.85	3.07	3.07	563.70	32.00	10.00		0.00
S11+		183.55	34.72	3.67	3.67	3.47	3.47	591.22	32.00	11.00		0.00
S12+		175.74	38.84	3.51	3.51	3.88	3.88	617.50	32.00	12.00		0.00
Ca6+		280.18	13.27	5.60	5.60	1.50	1.50	390.54	40.00	6.00		0.00
Ca7+		258.49	16.41	5.17	5.17	1.64	1.64	421.84	40.00	7.00		0.00
Ca8+		241.24	19.68	4.82	4.82	1.97	1.97	450.96	40.00	8.00		0.00
Ca9+		227.10	23.06	4.54	4.54	2.31	2.31	478.32	40.00	9.00		0.00
Ca10+		215.24	26.52	4.30	4.30	2.65	2.65	504.19	40.00	10.00		0.00
Ca11+		205.10	30.08	4.10	4.10	3.01	3.01	528.80	40.00	11.00		0.00
Ca12+		196.31	33.73	3.93	3.93	3.37	3.37	552.31	40.00	12.00		0.00
Ca13+		188.60	37.46	3.77	3.77	3.75	3.75	574.87	40.00	13.00		0.00
Ca14+		181.76	41.27	3.64	3.64	4.13	4.13	596.57	40.00	14.00		0.00
Fe7+		306.08	12.91	6.12	6.12	1.50	1.50	356.52	56.00	7.00		0.00
Fe8+		285.10	15.41	5.70	5.70	1.54	1.54	381.13	56.00	8.00		0.00
Fe9+		268.02	18.08	5.36	5.36	1.81	1.81	404.25	56.00	9.00		0.00
Fe10+		253.78	20.83	5.08	5.08	2.08	2.08	426.12	56.00	10.00		0.00
Fe11+		241.66	23.63	4.83	4.83	2.36	2.36	446.92	56.00	11.00		0.00
Fe12+		231.20	26.50	4.62	4.62	2.65	2.65	466.79	56.00	12.00		0.00
Fe13+		222.04	29.44	4.44	4.44	2.94	2.94	485.85	56.00	13.00		0.00
Fe14+		213.94	32.42	4.28	4.28	3.24	3.24	504.19	56.00	14.00		0.00
Fe15+		206.71	35.44	4.13	4.13	3.54	3.54	521.89	56.00	15.00		0.00
Fe16+		200.20	38.56	4.00	4.00	3.86	3.86	539.00	56.00	16.00		0.00
Fe17+		194.30	41.74	3.89	3.89	4.17	4.17	555.59	56.00	17.00		0.00
Fe18+		188.92	44.96	3.78	3.78	4.50	4.50	571.70	56.00	18.00		0.00
Fe19+		183.99	48.23	3.68	3.68	4.82	4.82	587.36	56.00	19.00		0.00
Fe20+		179.45	51.65	3.59	3.59	5.16	5.16	602.62	56.00	20.00		0.00
Fe21+		175.26	55.12	3.51	3.51	5.51	5.51	617.50	56.00	21.00		0.00
Fe22+		171.36	58.64	3.43	3.43	5.86	5.86	632.04	56.00	22.00		0.00
Fe23+		167.74	62.19	3.35	3.35	6.22	6.22	646.24	56.00	23.00		0.00
Fe24+		164.35	65.79	3.29	3.29	6.58	6.58	660.14	56.00	24.00		0.00
Fe25+		161.18	69.41	3.22	3.22	6.94	6.94	673.75	56.00	25.00		0.00
Fe26+		158.19	73.07	3.16	3.16	7.31	7.31	687.10	56.00	26.00		0.00
Step : 30	Numberions : 68
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
3He2+		134.63	9.91	2.69	2.69	1.50	1.50	794.31	3.00	2.00		0.00
He2+		156.16	9.72	3.12	3.12	1.50	1.50	687.89	4.00	2.00		0.00
C4+		190.74	15.49	3.81	3.81	1.55	1.55	561.66	12.00	4.00		0.00
C5+		170.16	20.22	3.40	3.40	2.02	2.02	627.96	12.00	5.00		0.00
C6+		155.13	25.11	3.10	3.10	2.51	2.51	687.89	12.00	6.00		0.00
O4+		219.64	13.45	4.39	4.39	1.50	1.50	486.41	16.00	4.00		0.00
O5+		195.82	17.90	3.92	3.92	1.79	1.79	543.83	16.00	5.00		0.00
O6+		178.43	22.46	3.57	3.57	2.25	2.25	595.73	16.00	6.00		0.00
O7+		165.04	27.11	3.30	3.30	2.71	2.71	643.46	16.00	7.00		0.00
O8+		154.31	31.87	3.09	3.09	3.19	3.19	687.89	16.00	8.00		0.00
N4+		205.97	14.52	4.12	4.12	1.50	1.50	520.00	14.00	4.00		0.00
N5+		183.58	19.11	3.67	3.67	1.91	1.91	581.38	14.00	5.00		0.00
N6+		167.28	23.82	3.35	3.35	2.38	2.38	636.86	14.00	6.00		0.00
N7+		154.74	28.67	3.09	3.09	2.87	2.87	687.89	14.00	7.00		0.00
Ne7+		183.67	23.58	3.67	3.67	2.36	2.36	575.53	20.00	7.00		0.00
Ne8+		171.75	28.00	3.44	3.44	2.80	2.80	615.27	20.00	8.00		0.00
Mg5+		237.47	14.08	4.75	4.75	1.50	1.50	444.03	24.00	5.00		0.00
Mg6+		216.36	17.95	4.33	4.33	1.79	1.79	486.41	24.00	6.00		0.00
Mg7+		200.14	21.97	4.00	4.00	2.20	2.20	525.39	24.00	7.00		0.00
Mg8+		187.17	26.13	3.74	3.74	2.61	2.61	561.66	24.00	8.00		0.00
Mg9+		176.49	30.40	3.53	3.53	3.04	3.04	595.73	24.00	9.00		0.00
Mg10+		167.50	34.76	3.35	3.35	3.48	3.48	627.96	24.00	10.00		0.00
Mg11+		159.80	39.22	3.20	3.20	3.92	3.92	658.61	24.00	11.00		0.00
Mg12+		153.10	43.76	3.06	3.06	4.38	4.38	687.89	24.00	12.00		0.00
Si5+		259.14	12.66	5.18	5.18	1.50	1.50	411.09	28.00	5.00		0.00
Si6+		235.52	16.29	4.71	4.71	1.63	1.63	450.33	28.00	6.00		0.00
Si7+		217.45	20.07	4.35	4.35	2.01	2.01	486.41	28.00	7.00		0.00
Si8+		203.05	23.99	4.06	4.06	2.40	2.40	520.00	28.00	8.00		0.00
Si9+		191.25	28.03	3.82	3.82	2.80	2.80	551.54	28.00	9.00		0.00
Si10+		181.34	32.17	3.63	3.63	3.22	3.22	581.38	28.00	10.00		0.00
Si11+		172.88	36.38	3.46	3.46	3.64	3.64	609.75	28.00	11.00		0.00
Si12+		165.54	40.67	3.31	3.31	4.07	4.07	636.86	28.00	12.00		0.00
S6+		251.74	15.19	5.03	5.03	1.52	1.52	421.25	32.00	6.00		0.00
S7+		232.37	18.76	4.65	4.65	1.88	1.88	455.00	32.00	7.00		0.00
S8+		216.97	22.45	4.34	4.34	2.24	2.24	486.41	32.00	8.00		0.00
S9+		204.33	26.25	4.09	4.09	2.63	2.63	515.92	32.00	9.00		0.00
S10+		193.73	30.17	3.87	3.87	3.02	3.02	543.83	32.00	10.00		0.00
S11+		184.67	34.17	3.69	3.69	3.42	3.42	570.37	32.00	11.00		0.00
S12+		176.81	38.24	3.54	3.54	3.82	3.82	595.73	32.00	12.00		0.00
Ca6+		281.99	13.04	5.64	5.64	1.50	1.50	376.77	40.00	6.00		0.00
Ca7+		260.14	16.14	5.20	5.20	1.61	1.61	406.96	40.00	7.00		0.00
Ca8+		242.76	19.36	4.86	4.86	1.94	1.94	435.06	40.00	8.00		0.00
Ca9+		228.52	22.69	4.57	4.57	2.27	2.27	461.45	40.00	9.00		0.00
Ca10+		216.57	26.10	4.33	4.33	2.61	2.61	486.41	40.00	10.00		0.00
Ca11+		206.37	29.60	4.13	4.13	2.96	2.96	510.15	40.00	11.00		0.00
Ca12+		197.52	33.20	3.95	3.95	3.32	3.32	532.84	40.00	12.00		0.00
Ca13+		189.75	36.87	3.80	3.80	3.69	3.69	554.60	40.00	13.00		0.00
Ca14+		182.87	40.62	3.66	3.66	4.06	4.06	575.53	40.00	14.00		0.00
Fe7+		308.09	12.70	6.16	6.16	1.50	1.50	343.95	56.00	7.00		0.00
Fe8+		286.94	15.16	5.74	5.74	1.52	1.52	367.69	56.00	8.00		0.00
Fe9+		269.73	17.79	5.39	5.39	1.78	1.78	390.00	56.00	9.00		0.00
Fe10+		255.38	20.49	5.11	5.11	2.05	2.05	411.09	56.00	10.00		0.00
Fe11+		243.17	23.26	4.86	4.86	2.33	2.33	431.16	56.00	11.00		0.00
Fe12+		232.63	26.08	4.65	4.65	2.61	2.61	450.33	56.00	12.00		0.00
Fe13+		223.41	28.97	4.47	4.47	2.90	2.90	468.72	56.00	13.00		0.00
Fe14+		215.25	31.91	4.30	4.30	3.19	3.19	486.41	56.00	14.00		0.00
Fe15+		207.96	34.89	4.16	4.16	3.49	3.49	503.49	56.00	15.00		0.00
Fe16+		201.41	37.95	4.03	4.03	3.79	3.79	520.00	56.00	16.00		0.00
Fe17+		195.47	41.08	3.91	3.91	4.11	4.11	536.00	56.00	17.00		0.00
Fe18+		190.05	44.26	3.80	3.80	4.43	4.43	551.54	56.00	18.00		0.00
Fe19+		185.09	47.47	3.70	3.70	4.75	4.75	566.65	56.00	19.00		0.00
Fe20+		180.52	50.81	3.61	3.61	5.08	5.08	581.38	56.00	20.00		0.00
Fe21+		176.29	54.24	3.53	3.53	5.42	5.42	595.73	56.00	21.00		0.00
Fe22+		172.37	57.70	3.45	3.45	5.77	5.77	609.75	56.00	22.00		0.00
Fe23+		168.72	61.20	3.37	3.37	6.12	6.12	623.46	56.00	23.00		0.00
Fe24+		165.31	64.74	3.31	3.31	6.47	6.47	636.86	56.00	24.00		0.00
Fe25+		162.12	68.31	3.24	3.24	6.83	6.83	650.00	56.00	25.00		0.00
Fe26+		159.11	71.92	3.18	3.18	7.19	7.19	662.87	56.00	26.00		0.00
Step : 31	Numberions : 67
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
3He2+		135.42	9.79	2.71	2.71	1.50	1.50	766.30	3.00	2.00		0.00
He2+		157.06	9.60	3.14	3.14	1.50	1.50	663.64	4.00	2.00		0.00
C4+		191.87	15.27	3.84	3.84	1.53	1.53	541.86	12.00	4.00		0.00
C5+		171.16	19.95	3.42	3.42	1.99	1.99	605.82	12.00	5.00		0.00
C6+		156.03	24.77	3.12	3.12	2.48	2.48	663.64	12.00	6.00		0.00
O4+		220.94	13.25	4.42	4.42	1.50	1.50	469.26	16.00	4.00		0.00
O5+		196.97	17.65	3.94	3.94	1.76	1.76	524.65	16.00	5.00		0.00
O6+		179.48	22.15	3.59	3.59	2.21	2.21	574.73	16.00	6.00		0.00
O7+		165.99	26.73	3.32	3.32	2.67	2.67	620.78	16.00	7.00		0.00
O8+		155.20	31.43	3.10	3.10	3.14	3.14	663.64	16.00	8.00		0.00
N4+		207.20	14.31	4.14	4.14	1.50	1.50	501.66	14.00	4.00		0.00
N5+		184.67	18.85	3.69	3.69	1.88	1.88	560.88	14.00	5.00		0.00
N6+		168.26	23.50	3.37	3.37	2.35	2.35	614.41	14.00	6.00		0.00
N7+		155.63	28.28	3.11	3.11	2.83	2.83	663.64	14.00	7.00		0.00
Ne7+		184.74	23.24	3.69	3.69	2.32	2.32	555.24	20.00	7.00		0.00
Ne8+		172.74	27.59	3.45	3.45	2.76	2.76	593.58	20.00	8.00		0.00
Mg5+		238.87	13.86	4.78	4.78	1.50	1.50	428.38	24.00	5.00		0.00
Mg6+		217.62	17.68	4.35	4.35	1.77	1.77	469.26	24.00	6.00		0.00
Mg7+		201.30	21.65	4.03	4.03	2.16	2.16	506.86	24.00	7.00		0.00
Mg8+		188.25	25.75	3.76	3.76	2.57	2.57	541.86	24.00	8.00		0.00
Mg9+		177.50	29.95	3.55	3.55	3.00	3.00	574.73	24.00	9.00		0.00
Mg10+		168.45	34.26	3.37	3.37	3.43	3.43	605.82	24.00	10.00		0.00
Mg11+		160.70	38.65	3.21	3.21	3.87	3.87	635.39	24.00	11.00		0.00
Mg12+		153.97	43.14	3.08	3.08	4.31	4.31	663.64	24.00	12.00		0.00
Si5+		260.72	12.46	5.21	5.21	1.50	1.50	396.60	28.00	5.00		0.00
Si6+		236.94	16.03	4.74	4.74	1.60	1.60	434.45	28.00	6.00		0.00
Si7+		218.74	19.76	4.37	4.37	1.98	1.98	469.26	28.00	7.00		0.00
Si8+		204.25	23.63	4.08	4.08	2.36	2.36	501.66	28.00	8.00		0.00
Si9+		192.36	27.61	3.85	3.85	2.76	2.76	532.09	28.00	9.00		0.00
Si10+		182.39	31.69	3.65	3.65	3.17	3.17	560.88	28.00	10.00		0.00
Si11+		173.88	35.85	3.48	3.48	3.58	3.58	588.25	28.00	11.00		0.00
Si12+		166.49	40.08	3.33	3.33	4.01	4.01	614.41	28.00	12.00		0.00
S6+		253.25	14.95	5.07	5.07	1.50	1.50	406.39	32.00	6.00		0.00
S7+		233.76	18.47	4.68	4.68	1.85	1.85	438.96	32.00	7.00		0.00
S8+		218.25	22.11	4.36	4.36	2.21	2.21	469.26	32.00	8.00		0.00
S9+		205.53	25.86	4.11	4.11	2.59	2.59	497.73	32.00	9.00		0.00
S10+		194.86	29.71	3.90	3.90	2.97	2.97	524.65	32.00	10.00		0.00
S11+		185.74	33.66	3.71	3.71	3.37	3.37	550.26	32.00	11.00		0.00
S12+		177.83	37.68	3.56	3.56	3.77	3.77	574.73	32.00	12.00		0.00
Ca6+		283.70	12.84	5.67	5.67	1.50	1.50	363.49	40.00	6.00		0.00
Ca7+		261.69	15.89	5.23	5.23	1.59	1.59	392.61	40.00	7.00		0.00
Ca8+		244.20	19.06	4.88	4.88	1.91	1.91	419.72	40.00	8.00		0.00
Ca9+		229.87	22.34	4.60	4.60	2.23	2.23	445.18	40.00	9.00		0.00
Ca10+		217.84	25.71	4.36	4.36	2.57	2.57	469.26	40.00	10.00		0.00
Ca11+		207.57	29.16	4.15	4.15	2.92	2.92	492.17	40.00	11.00		0.00
Ca12+		198.66	32.70	3.97	3.97	3.27	3.27	514.05	40.00	12.00		0.00
Ca13+		190.85	36.32	3.82	3.82	3.63	3.63	535.04	40.00	13.00		0.00
Ca14+		183.92	40.01	3.68	3.68	4.00	4.00	555.24	40.00	14.00		0.00
Fe8+		288.69	14.93	5.77	5.77	1.50	1.50	354.73	56.00	8.00		0.00
Fe9+		271.35	17.51	5.43	5.43	1.75	1.75	376.25	56.00	9.00		0.00
Fe10+		256.90	20.18	5.14	5.14	2.02	2.02	396.60	56.00	10.00		0.00
Fe11+		244.61	22.91	4.89	4.89	2.29	2.29	415.96	56.00	11.00		0.00
Fe12+		233.99	25.69	4.68	4.68	2.57	2.57	434.45	56.00	12.00		0.00
Fe13+		224.70	28.54	4.49	4.49	2.85	2.85	452.19	56.00	13.00		0.00
Fe14+		216.49	31.44	4.33	4.33	3.14	3.14	469.26	56.00	14.00		0.00
Fe15+		209.16	34.38	4.18	4.18	3.44	3.44	485.73	56.00	15.00		0.00
Fe16+		202.55	37.38	4.05	4.05	3.74	3.74	501.66	56.00	16.00		0.00
Fe17+		196.57	40.47	3.93	3.93	4.05	4.05	517.10	56.00	17.00		0.00
Fe18+		191.12	43.60	3.82	3.82	4.36	4.36	532.09	56.00	18.00		0.00
Fe19+		186.13	46.77	3.72	3.72	4.68	4.68	546.68	56.00	19.00		0.00
Fe20+		181.53	50.04	3.63	3.63	5.00	5.00	560.88	56.00	20.00		0.00
Fe21+		177.28	53.41	3.55	3.55	5.34	5.34	574.73	56.00	21.00		0.00
Fe22+		173.33	56.83	3.47	3.47	5.68	5.68	588.25	56.00	22.00		0.00
Fe23+		169.66	60.28	3.39	3.39	6.03	6.03	601.47	56.00	23.00		0.00
Fe24+		166.22	63.77	3.32	3.32	6.38	6.38	614.41	56.00	24.00		0.00
Fe25+		163.01	67.29	3.26	3.26	6.73	6.73	627.08	56.00	25.00		0.00
Fe26+		159.99	70.84	3.20	3.20	7.08	7.08	639.50	56.00	26.00		0.00
Step : 32	Numberions : 67
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
3He2+		136.17	9.68	2.72	2.72	1.50	1.50	739.29	3.00	2.00		0.00
He2+		157.92	9.49	3.16	3.16	1.50	1.50	640.24	4.00	2.00		0.00
C4+		192.94	15.08	3.86	3.86	1.51	1.51	522.75	12.00	4.00		0.00
C5+		172.10	19.69	3.44	3.44	1.97	1.97	584.46	12.00	5.00		0.00
C6+		156.88	24.46	3.14	3.14	2.45	2.45	640.24	12.00	6.00		0.00
O4+		222.18	13.06	4.44	4.44	1.50	1.50	452.72	16.00	4.00		0.00
O5+		198.07	17.41	3.96	3.96	1.74	1.74	506.15	16.00	5.00		0.00
O6+		180.47	21.86	3.61	3.61	2.19	2.19	554.46	16.00	6.00		0.00
O7+		166.90	26.38	3.34	3.34	2.64	2.64	598.89	16.00	7.00		0.00
O8+		156.05	31.03	3.12	3.12	3.10	3.10	640.24	16.00	8.00		0.00
N4+		208.36	14.12	4.17	4.17	1.50	1.50	483.98	14.00	4.00		0.00
N5+		185.69	18.60	3.71	3.71	1.86	1.86	541.10	14.00	5.00		0.00
N6+		169.18	23.19	3.38	3.38	2.32	2.32	592.75	14.00	6.00		0.00
N7+		156.48	27.91	3.13	3.13	2.79	2.79	640.24	14.00	7.00		0.00
Ne7+		185.75	22.91	3.71	3.71	2.29	2.29	535.66	20.00	7.00		0.00
Ne8+		173.68	27.21	3.47	3.47	2.72	2.72	572.65	20.00	8.00		0.00
Mg5+		240.20	13.66	4.80	4.80	1.50	1.50	413.27	24.00	5.00		0.00
Mg6+		218.82	17.43	4.38	4.38	1.74	1.74	452.72	24.00	6.00		0.00
Mg7+		202.40	21.35	4.05	4.05	2.13	2.13	488.99	24.00	7.00		0.00
Mg8+		189.27	25.39	3.79	3.79	2.54	2.54	522.75	24.00	8.00		0.00
Mg9+		178.46	29.54	3.57	3.57	2.95	2.95	554.46	24.00	9.00		0.00
Mg10+		169.36	33.79	3.39	3.39	3.38	3.38	584.46	24.00	10.00		0.00
Mg11+		161.56	38.13	3.23	3.23	3.81	3.81	612.98	24.00	11.00		0.00
Mg12+		154.79	42.55	3.10	3.10	4.26	4.26	640.24	24.00	12.00		0.00
Si5+		262.21	12.28	5.24	5.24	1.50	1.50	382.62	28.00	5.00		0.00
Si6+		238.27	15.80	4.77	4.77	1.58	1.58	419.14	28.00	6.00		0.00
Si7+		219.96	19.47	4.40	4.40	1.95	1.95	452.72	28.00	7.00		0.00
Si8+		205.38	23.29	4.11	4.11	2.33	2.33	483.98	28.00	8.00		0.00
Si9+		193.42	27.22	3.87	3.87	2.72	2.72	513.33	28.00	9.00		0.00
Si10+		183.39	31.25	3.67	3.67	3.13	3.13	541.10	28.00	10.00		0.00
Si11+		174.82	35.35	3.50	3.50	3.54	3.54	567.51	28.00	11.00		0.00
Si12+		167.39	39.53	3.35	3.35	3.95	3.95	592.75	28.00	12.00		0.00
S6+		254.69	14.73	5.09	5.09	1.50	1.50	392.07	32.00	6.00		0.00
S7+		235.06	18.20	4.70	4.70	1.82	1.82	423.48	32.00	7.00		0.00
S8+		219.46	21.79	4.39	4.39	2.18	2.18	452.72	32.00	8.00		0.00
S9+		206.66	25.49	4.13	4.13	2.55	2.55	480.18	32.00	9.00		0.00
S10+		195.92	29.30	3.92	3.92	2.93	2.93	506.15	32.00	10.00		0.00
S11+		186.75	33.19	3.73	3.73	3.32	3.32	530.86	32.00	11.00		0.00
S12+		178.79	37.15	3.58	3.58	3.72	3.72	554.46	32.00	12.00		0.00
Ca6+		285.32	12.64	5.71	5.71	1.50	1.50	350.67	40.00	6.00		0.00
Ca7+		263.17	15.65	5.26	5.26	1.57	1.57	378.77	40.00	7.00		0.00
Ca8+		245.57	18.79	4.91	4.91	1.88	1.88	404.92	40.00	8.00		0.00
