Step : 1	Numberions : 38
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
Mg9+		151.91	44.65	3.04	3.04	4.47	4.47	1057.98	24.00	9.00		0.00
Mg10+		144.28	50.85	2.89	2.89	5.08	5.08	1115.20	24.00	10.00		0.00
Mg11+		137.74	57.14	2.75	2.75	5.71	5.71	1169.64	24.00	11.00		0.00
Mg12+		132.06	63.55	2.64	2.64	6.35	6.35	1221.64	24.00	12.00		0.00
Si5+		221.16	19.20	4.42	4.42	1.92	1.92	730.07	28.00	5.00		0.00
Si6+		201.40	24.50	4.03	4.03	2.45	2.45	799.75	28.00	6.00		0.00
Si7+		186.25	30.02	3.73	3.73	3.00	3.00	863.83	28.00	7.00		0.00
Si8+		174.16	35.69	3.48	3.48	3.57	3.57	923.48	28.00	8.00		0.00
Si9+		164.24	41.51	3.28	3.28	4.15	4.15	979.49	28.00	9.00		0.00
Si10+		155.89	47.47	3.12	3.12	4.75	4.75	1032.48	28.00	10.00		0.00
Si11+		148.76	53.52	2.98	2.98	5.35	5.35	1082.87	28.00	11.00		0.00
Si12+		142.57	59.62	2.85	2.85	5.96	5.96	1131.02	28.00	12.00		0.00
S5+		236.35	17.94	4.73	4.73	1.79	1.79	682.92	32.00	5.00		0.00
S6+		215.20	22.93	4.30	4.30	2.29	2.29	748.10	32.00	6.00		0.00
S7+		198.99	28.13	3.98	3.98	2.81	2.81	808.04	32.00	7.00		0.00
S8+		186.05	33.52	3.72	3.72	3.35	3.35	863.83	32.00	8.00		0.00
S9+		175.41	39.03	3.51	3.51	3.90	3.90	916.23	32.00	9.00		0.00
S10+		166.47	44.67	3.33	3.33	4.47	4.47	965.79	32.00	10.00		0.00
S11+		158.82	50.43	3.18	3.18	5.04	5.04	1012.93	32.00	11.00		0.00
S12+		152.19	56.30	3.04	3.04	5.63	5.63	1057.98	32.00	12.00		0.00
Ca6+		240.77	19.79	4.82	4.82	1.98	1.98	669.12	40.00	6.00		0.00
Ca7+		222.50	24.33	4.45	4.45	2.43	2.43	722.73	40.00	7.00		0.00
Ca8+		207.92	29.03	4.16	4.16	2.90	2.90	772.64	40.00	8.00		0.00
Ca9+		195.94	33.90	3.92	3.92	3.39	3.39	819.50	40.00	9.00		0.00
Ca10+		185.88	38.92	3.72	3.72	3.89	3.89	863.83	40.00	10.00		0.00
Ca11+		177.28	44.06	3.55	3.55	4.41	4.41	906.00	40.00	11.00		0.00
Ca12+		169.82	49.32	3.40	3.40	4.93	4.93	946.28	40.00	12.00		0.00
Ca13+		163.28	54.68	3.27	3.27	5.47	5.47	984.92	40.00	13.00		0.00
Ca14+		157.47	60.13	3.15	3.15	6.01	6.01	1022.10	40.00	14.00		0.00
Fe6+		284.53	15.49	5.69	5.69	1.55	1.55	565.51	56.00	6.00		0.00
Fe7+		262.48	19.09	5.25	5.25	1.91	1.91	610.82	56.00	7.00		0.00
Fe8+		245.02	22.81	4.90	4.90	2.28	2.28	653.00	56.00	8.00		0.00
Fe9+		230.76	26.64	4.62	4.62	2.66	2.66	692.61	56.00	9.00		0.00
Fe10+		218.82	30.57	4.38	4.38	3.06	3.06	730.07	56.00	10.00		0.00
Fe11+		208.64	34.60	4.17	4.17	3.46	3.46	765.71	56.00	11.00		0.00
Fe12+		199.82	38.75	4.00	4.00	3.87	3.87	799.75	56.00	12.00		0.00
Fe13+		192.09	43.02	3.84	3.84	4.30	4.30	832.41	56.00	13.00		0.00
Fe14+		185.24	47.37	3.70	3.70	4.74	4.74	863.83	56.00	14.00		0.00
Fe15+		179.12	51.91	3.58	3.58	5.19	5.19	894.15	56.00	15.00		0.00
Fe16+		173.61	56.58	3.47	3.47	5.66	5.66	923.48	56.00	16.00		0.00
Fe17+		168.61	61.31	3.37	3.37	6.13	6.13	951.90	56.00	17.00		0.00
Fe18+		164.05	66.11	3.28	3.28	6.61	6.61	979.49	56.00	18.00		0.00
Fe19+		159.87	70.98	3.20	3.20	7.10	7.10	1006.34	56.00	19.00		0.00
Fe20+		156.03	75.91	3.12	3.12	7.59	7.59	1032.48	56.00	20.00		0.00
Fe21+		152.47	80.89	3.05	3.05	8.09	8.09	1057.98	56.00	21.00		0.00
Fe22+		149.17	86.08	2.98	2.98	8.61	8.61	1082.87	56.00	22.00		0.00
Fe23+		146.09	91.39	2.92	2.92	9.14	9.14	1107.21	56.00	23.00		0.00
Fe24+		143.22	96.74	2.86	2.86	9.67	9.67	1131.02	56.00	24.00		0.00
Fe25+		140.25	102.71	2.81	2.81	10.27	10.27	1154.35	56.00	25.00		0.00
Fe26+		137.61	108.46	2.75	2.75	10.85	10.85	1177.21	56.00	26.00		0.00
Step : 15	Numberions : 74
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		95.71	7.09	1.91	1.91	1.50	1.50	1666.75	1.00	1.00		0.00
3He1+		166.90	6.41	3.34	3.34	1.50	1.50	962.30	3.00	1.00		0.00
3He2+		116.87	13.25	2.34	2.34	1.50	1.50	1360.89	3.00	2.00		0.00
He1+		192.89	6.26	3.86	3.86	1.50	1.50	833.37	4.00	1.00		0.00
He2+		135.95	13.01	2.72	2.72	1.50	1.50	1178.57	4.00	2.00		0.00
C3+		191.82	15.28	3.84	3.84	1.53	1.53	833.37	12.00	3.00		0.00
C4+		165.58	21.55	3.31	3.31	2.16	2.16	962.30	12.00	4.00		0.00
C5+		147.92	28.04	2.96	2.96	2.80	2.80	1075.88	12.00	5.00		0.00
C6+		135.00	34.58	2.70	2.70	3.46	3.46	1178.57	12.00	6.00		0.00
O4+		190.53	19.15	3.81	3.81	1.92	1.92	833.37	16.00	4.00		0.00
O5+		170.09	25.21	3.40	3.40	2.52	2.52	931.74	16.00	5.00		0.00
O6+		155.16	31.45	3.10	3.10	3.15	3.15	1020.67	16.00	6.00		0.00
O7+		143.66	37.75	2.87	2.87	3.77	3.77	1102.45	16.00	7.00		0.00
O8+		134.45	44.11	2.69	2.69	4.41	4.41	1178.57	16.00	8.00		0.00
N4+		178.62	20.39	3.57	3.57	2.04	2.04	890.91	14.00	4.00		0.00
N5+		159.47	26.69	3.19	3.19	2.67	2.67	996.07	14.00	5.00		0.00
N6+		145.50	33.11	2.91	2.91	3.31	3.31	1091.14	14.00	6.00		0.00
N7+		134.75	39.58	2.69	2.69	3.96	3.96	1178.57	14.00	7.00		0.00
Ne7+		159.91	33.60	3.20	3.20	3.36	3.36	986.06	20.00	7.00		0.00
Ne8+		149.66	39.76	2.99	2.99	3.98	3.98	1054.14	20.00	8.00		0.00
Mg5+		206.26	20.32	4.13	4.13	2.03	2.03	760.76	24.00	5.00		0.00
Mg6+		188.20	25.77	3.76	3.76	2.58	2.58	833.37	24.00	6.00		0.00
Mg7+		174.27	31.40	3.49	3.49	3.14	3.14	900.15	24.00	7.00		0.00
Mg8+		163.12	37.20	3.26	3.26	3.72	3.72	962.30	24.00	8.00		0.00
Mg9+		153.93	43.16	3.08	3.08	4.32	4.32	1020.67	24.00	9.00		0.00
Mg10+		146.19	49.19	2.92	2.92	4.92	4.92	1075.88	24.00	10.00		0.00
Mg11+		139.55	55.29	2.79	2.79	5.53	5.53	1128.39	24.00	11.00		0.00
Mg12+		133.79	61.49	2.68	2.68	6.15	6.15	1178.57	24.00	12.00		0.00
Si5+		224.26	18.51	4.49	4.49	1.85	1.85	704.33	28.00	5.00		0.00
Si6+		204.19	23.64	4.08	4.08	2.36	2.36	771.55	28.00	6.00		0.00
Si7+		188.80	28.98	3.78	3.78	2.90	2.90	833.37	28.00	7.00		0.00
Si8+		176.53	34.48	3.53	3.53	3.45	3.45	890.91	28.00	8.00		0.00
Si9+		166.45	40.11	3.33	3.33	4.01	4.01	944.96	28.00	9.00		0.00
Si10+		157.98	45.87	3.16	3.16	4.59	4.59	996.07	28.00	10.00		0.00
Si11+		150.74	51.76	3.01	3.01	5.18	5.18	1044.69	28.00	11.00		0.00
Si12+		144.46	57.67	2.89	2.89	5.77	5.77	1091.14	28.00	12.00		0.00
S5+		239.67	17.30	4.79	4.79	1.73	1.73	658.84	32.00	5.00		0.00
S6+		218.19	22.12	4.36	4.36	2.21	2.21	721.72	32.00	6.00		0.00
S7+		201.72	27.15	4.03	4.03	2.72	2.72	779.55	32.00	7.00		0.00
S8+		188.58	32.36	3.77	3.77	3.24	3.24	833.37	32.00	8.00		0.00
S9+		177.78	37.70	3.56	3.56	3.77	3.77	883.93	32.00	9.00		0.00
S10+		168.71	43.16	3.37	3.37	4.32	4.32	931.74	32.00	10.00		0.00
S11+		160.94	48.73	3.22	3.22	4.87	4.87	977.22	32.00	11.00		0.00
S12+		154.21	54.42	3.08	3.08	5.44	5.44	1020.67	32.00	12.00		0.00
Ca6+		244.14	19.08	4.88	4.88	1.91	1.91	645.53	40.00	6.00		0.00
Ca7+		225.57	23.47	4.51	4.51	2.35	2.35	697.25	40.00	7.00		0.00
Ca8+		210.77	28.02	4.22	4.22	2.80	2.80	745.39	40.00	8.00		0.00
Ca9+		198.61	32.72	3.97	3.97	3.27	3.27	790.61	40.00	9.00		0.00
Ca10+		188.40	37.57	3.77	3.77	3.76	3.76	833.37	40.00	10.00		0.00
Ca11+		179.67	42.54	3.59	3.59	4.25	4.25	874.05	40.00	11.00		0.00
Ca12+		172.09	47.63	3.44	3.44	4.76	4.76	912.91	40.00	12.00		0.00
Ca13+		165.45	52.82	3.31	3.31	5.28	5.28	950.19	40.00	13.00		0.00
Ca14+		159.55	58.10	3.19	3.19	5.81	5.81	986.06	40.00	14.00		0.00
Fe6+		288.61	14.94	5.77	5.77	1.50	1.50	545.57	56.00	6.00		0.00
Fe7+		266.18	18.41	5.32	5.32	1.84	1.84	589.28	56.00	7.00		0.00
Fe8+		248.43	22.01	4.97	4.97	2.20	2.20	629.97	56.00	8.00		0.00
Fe9+		233.93	25.71	4.68	4.68	2.57	2.57	668.19	56.00	9.00		0.00
Fe10+		221.80	29.52	4.44	4.44	2.95	2.95	704.33	56.00	10.00		0.00
Fe11+		211.46	33.41	4.23	4.23	3.34	3.34	738.71	56.00	11.00		0.00
Fe12+		202.50	37.40	4.05	4.05	3.74	3.74	771.55	56.00	12.00		0.00
Fe13+		194.65	41.54	3.89	3.89	4.15	4.15	803.06	56.00	13.00		0.00
Fe14+		187.70	45.74	3.75	3.75	4.57	4.57	833.37	56.00	14.00		0.00
Fe15+		181.48	50.07	3.63	3.63	5.01	5.01	862.62	56.00	15.00		0.00
Fe16+		175.88	54.58	3.52	3.52	5.46	5.46	890.91	56.00	16.00		0.00
Fe17+		170.81	59.16	3.42	3.42	5.92	5.92	918.33	56.00	17.00		0.00
Fe18+		166.18	63.81	3.32	3.32	6.38	6.38	944.96	56.00	18.00		0.00
Fe19+		161.94	68.52	3.24	3.24	6.85	6.85	970.85	56.00	19.00		0.00
Fe20+		158.03	73.28	3.16	3.16	7.33	7.33	996.07	56.00	20.00		0.00
Fe21+		154.42	78.10	3.09	3.09	7.81	7.81	1020.67	56.00	21.00		0.00
Fe22+		151.07	83.01	3.02	3.02	8.30	8.30	1044.69	56.00	22.00		0.00
Fe23+		147.95	88.14	2.96	2.96	8.81	8.81	1068.17	56.00	23.00		0.00
Fe24+		145.03	93.32	2.90	2.90	9.33	9.33	1091.14	56.00	24.00		0.00
Fe25+		142.30	98.56	2.85	2.85	9.86	9.86	1113.64	56.00	25.00		0.00
Fe26+		139.33	104.65	2.79	2.79	10.46	10.46	1135.70	56.00	26.00		0.00
Step : 16	Numberions : 74
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		96.98	6.91	1.94	1.94	1.50	1.50	1607.98	1.00	1.00		0.00
3He1+		169.15	6.24	3.38	3.38	1.50	1.50	928.37	3.00	1.00		0.00
3He2+		118.41	12.90	2.37	2.37	1.50	1.50	1312.91	3.00	2.00		0.00
He1+		195.44	6.10	3.91	3.91	1.50	1.50	803.99	4.00	1.00		0.00
He2+		137.70	12.66	2.75	2.75	1.50	1.50	1137.02	4.00	2.00		0.00
C3+		194.38	14.82	3.89	3.89	1.50	1.50	803.99	12.00	3.00		0.00
C4+		167.76	20.90	3.36	3.36	2.09	2.09	928.37	12.00	4.00		0.00
C5+		149.84	27.22	3.00	3.00	2.72	2.72	1037.95	12.00	5.00		0.00
C6+		136.75	33.57	2.73	2.73	3.36	3.36	1137.02	12.00	6.00		0.00
O4+		193.05	18.54	3.86	3.86	1.85	1.85	803.99	16.00	4.00		0.00
O5+		172.32	24.43	3.45	3.45	2.44	2.44	898.89	16.00	5.00		0.00
O6+		157.18	30.49	3.14	3.14	3.05	3.05	984.69	16.00	6.00		0.00
O7+		145.51	36.63	2.91	2.91	3.66	3.66	1063.58	16.00	7.00		0.00
O8+		136.17	42.81	2.72	2.72	4.28	4.28	1137.02	16.00	8.00		0.00
N4+		180.98	19.77	3.62	3.62	1.98	1.98	859.50	14.00	4.00		0.00
N5+		161.56	25.87	3.23	3.23	2.59	2.59	960.95	14.00	5.00		0.00
N6+		147.39	32.13	2.95	2.95	3.21	3.21	1052.67	14.00	6.00		0.00
N7+		136.48	38.42	2.73	2.73	3.84	3.84	1137.02	14.00	7.00		0.00
Ne7+		161.97	32.52	3.24	3.24	3.25	3.25	951.30	20.00	7.00		0.00
Ne8+		151.58	38.51	3.03	3.03	3.85	3.85	1016.98	20.00	8.00		0.00
Mg5+		208.96	19.65	4.18	4.18	1.96	1.96	733.94	24.00	5.00		0.00
Mg6+		190.64	24.92	3.81	3.81	2.49	2.49	803.99	24.00	6.00		0.00
Mg7+		176.52	30.38	3.53	3.53	3.04	3.04	868.41	24.00	7.00		0.00
Mg8+		165.21	36.01	3.30	3.30	3.60	3.60	928.37	24.00	8.00		0.00
Mg9+		155.89	41.79	3.12	3.12	4.18	4.18	984.69	24.00	9.00		0.00
Mg10+		148.04	47.66	2.96	2.96	4.77	4.77	1037.95	24.00	10.00		0.00
Mg11+		141.31	53.58	2.83	2.83	5.36	5.36	1088.61	24.00	11.00		0.00
Mg12+		135.46	59.59	2.71	2.71	5.96	5.96	1137.02	24.00	12.00		0.00
Si5+		227.27	17.88	4.55	4.55	1.79	1.79	679.50	28.00	5.00		0.00
Si6+		206.90	22.85	4.14	4.14	2.28	2.28	744.35	28.00	6.00		0.00
Si7+		191.28	28.02	3.83	3.83	2.80	2.80	803.99	28.00	7.00		0.00
Si8+		178.82	33.35	3.58	3.58	3.33	3.33	859.50	28.00	8.00		0.00
Si9+		168.59	38.81	3.37	3.37	3.88	3.88	911.64	28.00	9.00		0.00
Si10+		160.00	44.40	3.20	3.20	4.44	4.44	960.95	28.00	10.00		0.00
Si11+		152.66	50.10	3.05	3.05	5.01	5.01	1007.86	28.00	11.00		0.00
Si12+		146.28	55.86	2.93	2.93	5.59	5.59	1052.67	28.00	12.00		0.00
S5+		242.89	16.70	4.86	4.86	1.67	1.67	635.61	32.00	5.00		0.00
S6+		221.08	21.37	4.42	4.42	2.14	2.14	696.28	32.00	6.00		0.00
S7+		204.37	26.24	4.09	4.09	2.62	2.62	752.07	32.00	7.00		0.00
S8+		191.03	31.29	3.82	3.82	3.13	3.13	803.99	32.00	8.00		0.00
S9+		180.08	36.47	3.60	3.60	3.65	3.65	852.76	32.00	9.00		0.00
S10+		170.87	41.76	3.42	3.42	4.18	4.18	898.89	32.00	10.00		0.00
S11+		163.00	47.16	3.26	3.26	4.72	4.72	942.76	32.00	11.00		0.00
S12+		156.17	52.67	3.12	3.12	5.27	5.27	984.69	32.00	12.00		0.00
Ca6+		247.40	18.42	4.95	4.95	1.84	1.84	622.77	40.00	6.00		0.00
Ca7+		228.56	22.68	4.57	4.57	2.27	2.27	672.67	40.00	7.00		0.00
Ca8+		213.53	27.08	4.27	4.27	2.71	2.71	719.11	40.00	8.00		0.00
Ca9+		201.20	31.63	4.02	4.02	3.16	3.16	762.73	40.00	9.00		0.00
Ca10+		190.83	36.33	3.82	3.82	3.63	3.63	803.99	40.00	10.00		0.00
Ca11+		181.98	41.14	3.64	3.64	4.11	4.11	843.23	40.00	11.00		0.00
Ca12+		174.29	46.07	3.49	3.49	4.61	4.61	880.73	40.00	12.00		0.00
Ca13+		167.55	51.10	3.35	3.35	5.11	5.11	916.69	40.00	13.00		0.00
Ca14+		161.57	56.21	3.23	3.23	5.62	5.62	951.30	40.00	14.00		0.00
Fe6+		292.57	14.45	5.85	5.85	1.50	1.50	526.34	56.00	6.00		0.00
Fe7+		269.77	17.78	5.40	5.40	1.78	1.78	568.51	56.00	7.00		0.00
Fe8+		251.74	21.27	5.03	5.03	2.13	2.13	607.76	56.00	8.00		0.00
Fe9+		237.01	24.85	4.74	4.74	2.49	2.49	644.63	56.00	9.00		0.00
Fe10+		224.69	28.54	4.49	4.49	2.85	2.85	679.50	56.00	10.00		0.00
Fe11+		214.19	32.32	4.28	4.28	3.23	3.23	712.66	56.00	11.00		0.00
Fe12+		205.10	36.17	4.10	4.10	3.62	3.62	744.35	56.00	12.00		0.00
Fe13+		197.14	40.16	3.94	3.94	4.02	4.02	774.75	56.00	13.00		0.00
Fe14+		190.08	44.24	3.80	3.80	4.42	4.42	803.99	56.00	14.00		0.00
Fe15+		183.77	48.38	3.68	3.68	4.84	4.84	832.21	56.00	15.00		0.00
Fe16+		178.09	52.74	3.56	3.56	5.27	5.27	859.50	56.00	16.00		0.00
Fe17+		172.94	57.18	3.46	3.46	5.72	5.72	885.96	56.00	17.00		0.00
Fe18+		168.24	61.68	3.36	3.36	6.17	6.17	911.64	56.00	18.00		0.00
Fe19+		163.94	66.24	3.28	3.28	6.62	6.62	936.62	56.00	19.00		0.00
Fe20+		159.98	70.85	3.20	3.20	7.09	7.09	960.95	56.00	20.00		0.00
Fe21+		156.31	75.53	3.13	3.13	7.55	7.55	984.69	56.00	21.00		0.00
Fe22+		152.91	80.25	3.06	3.06	8.02	8.02	1007.86	56.00	22.00		0.00
Fe23+		149.74	85.14	2.99	2.99	8.51	8.51	1030.51	56.00	23.00		0.00
Fe24+		146.78	90.16	2.94	2.94	9.02	9.02	1052.67	56.00	24.00		0.00
Fe25+		144.01	95.23	2.88	2.88	9.52	9.52	1074.38	56.00	25.00		0.00
Fe26+		141.41	100.35	2.83	2.83	10.03	10.03	1095.66	56.00	26.00		0.00
Step : 17	Numberions : 73
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		98.21	6.75	1.96	1.96	1.50	1.50	1551.29	1.00	1.00		0.00
3He1+		171.32	6.09	3.43	3.43	1.50	1.50	895.64	3.00	1.00		0.00
3He2+		119.90	12.57	2.40	2.40	1.50	1.50	1266.62	3.00	2.00		0.00
He2+		139.40	12.34	2.79	2.79	1.50	1.50	1096.93	4.00	2.00		0.00
C3+		196.85	14.38	3.94	3.94	1.50	1.50	775.64	12.00	3.00		0.00
C4+		169.87	20.30	3.40	3.40	2.03	2.03	895.64	12.00	4.00		0.00
C5+		151.71	26.46	3.03	3.03	2.65	2.65	1001.35	12.00	5.00		0.00
C6+		138.44	32.64	2.77	2.77	3.26	3.26	1096.93	12.00	6.00		0.00
O4+		195.49	17.98	3.91	3.91	1.80	1.80	775.64	16.00	4.00		0.00
O5+		174.48	23.71	3.49	3.49	2.37	2.37	867.20	16.00	5.00		0.00
O6+		159.13	29.59	3.18	3.18	2.96	2.96	949.97	16.00	6.00		0.00
O7+		147.31	35.59	2.95	2.95	3.56	3.56	1026.08	16.00	7.00		0.00
O8+		137.84	41.60	2.76	2.76	4.16	4.16	1096.93	16.00	8.00		0.00
N4+		183.27	19.19	3.67	3.67	1.92	1.92	829.20	14.00	4.00		0.00
N5+		163.58	25.12	3.27	3.27	2.51	2.51	927.07	14.00	5.00		0.00
N6+		149.22	31.23	2.98	2.98	3.12	3.12	1015.56	14.00	6.00		0.00
N7+		138.16	37.35	2.76	2.76	3.73	3.73	1096.93	14.00	7.00		0.00
Ne7+		163.96	31.52	3.28	3.28	3.15	3.15	917.76	20.00	7.00		0.00
Ne8+		153.43	37.34	3.07	3.07	3.73	3.73	981.12	20.00	8.00		0.00
Mg5+		211.57	19.02	4.23	4.23	1.90	1.90	708.06	24.00	5.00		0.00
Mg6+		193.00	24.14	3.86	3.86	2.41	2.41	775.64	24.00	6.00		0.00
Mg7+		178.69	29.45	3.57	3.57	2.94	2.94	837.79	24.00	7.00		0.00
Mg8+		167.23	34.91	3.34	3.34	3.49	3.49	895.64	24.00	8.00		0.00
Mg9+		157.78	40.51	3.16	3.16	4.05	4.05	949.97	24.00	9.00		0.00
Mg10+		149.83	46.24	3.00	3.00	4.62	4.62	1001.35	24.00	10.00		0.00
Mg11+		143.01	51.99	2.86	2.86	5.20	5.20	1050.23	24.00	11.00		0.00
Mg12+		137.09	57.83	2.74	2.74	5.78	5.78	1096.93	24.00	12.00		0.00
Si5+		230.18	17.29	4.60	4.60	1.73	1.73	655.54	28.00	5.00		0.00
Si6+		209.51	22.11	4.19	4.19	2.21	2.21	718.11	28.00	6.00		0.00
Si7+		193.67	27.13	3.87	3.87	2.71	2.71	775.64	28.00	7.00		0.00
Si8+		181.04	32.31	3.62	3.62	3.23	3.23	829.20	28.00	8.00		0.00
Si9+		170.67	37.61	3.41	3.41	3.76	3.76	879.50	28.00	9.00		0.00
Si10+		161.96	43.03	3.24	3.24	4.30	4.30	927.07	28.00	10.00		0.00
Si11+		154.51	48.57	3.09	3.09	4.86	4.86	972.32	28.00	11.00		0.00
Si12+		148.05	54.18	2.96	2.96	5.42	5.42	1015.56	28.00	12.00		0.00
S5+		246.01	16.14	4.92	4.92	1.61	1.61	613.20	32.00	5.00		0.00
S6+		223.88	20.68	4.48	4.48	2.07	2.07	671.73	32.00	6.00		0.00
S7+		206.93	25.40	4.14	4.14	2.54	2.54	725.55	32.00	7.00		0.00
S8+		193.41	30.30	3.87	3.87	3.03	3.03	775.64	32.00	8.00		0.00
S9+		182.30	35.33	3.65	3.65	3.53	3.53	822.70	32.00	9.00		0.00
S10+		172.97	40.47	3.46	3.46	4.05	4.05	867.20	32.00	10.00		0.00
S11+		164.99	45.71	3.30	3.30	4.57	4.57	909.52	32.00	11.00		0.00
S12+		158.06	51.06	3.16	3.16	5.11	5.11	949.97	32.00	12.00		0.00
Ca6+		250.56	17.82	5.01	5.01	1.78	1.78	600.81	40.00	6.00		0.00
Ca7+		231.45	21.95	4.63	4.63	2.19	2.19	648.95	40.00	7.00		0.00
Ca8+		216.21	26.22	4.32	4.32	2.62	2.62	693.76	40.00	8.00		0.00
Ca9+		203.70	30.62	4.07	4.07	3.06	3.06	735.84	40.00	9.00		0.00
Ca10+		193.19	35.18	3.86	3.86	3.52	3.52	775.64	40.00	10.00		0.00
Ca11+		184.21	39.84	3.68	3.68	3.98	3.98	813.50	40.00	11.00		0.00
Ca12+		176.42	44.63	3.53	3.53	4.46	4.46	849.68	40.00	12.00		0.00
Ca13+		169.59	49.50	3.39	3.39	4.95	4.95	884.37	40.00	13.00		0.00
Ca14+		163.52	54.47	3.27	3.27	5.45	5.45	917.76	40.00	14.00		0.00
Fe6+		296.41	13.98	5.93	5.93	1.50	1.50	507.78	56.00	6.00		0.00
Fe7+		273.26	17.20	5.47	5.47	1.72	1.72	548.46	56.00	7.00		0.00
Fe8+		254.94	20.58	5.10	5.10	2.06	2.06	586.33	56.00	8.00		0.00
Fe9+		239.99	24.06	4.80	4.80	2.41	2.41	621.90	56.00	9.00		0.00
Fe10+		227.49	27.64	4.55	4.55	2.76	2.76	655.54	56.00	10.00		0.00
Fe11+		216.84	31.30	4.34	4.34	3.13	3.13	687.54	56.00	11.00		0.00
Fe12+		207.62	35.04	4.15	4.15	3.50	3.50	718.11	56.00	12.00		0.00
Fe13+		199.54	38.89	3.99	3.99	3.89	3.89	747.43	56.00	13.00		0.00
Fe14+		192.38	42.85	3.85	3.85	4.28	4.28	775.64	56.00	14.00		0.00
Fe15+		185.99	46.87	3.72	3.72	4.69	4.69	802.87	56.00	15.00		0.00
Fe16+		180.23	51.04	3.60	3.60	5.10	5.10	829.20	56.00	16.00		0.00
Fe17+		175.01	55.34	3.50	3.50	5.53	5.53	854.72	56.00	17.00		0.00
Fe18+		170.24	59.71	3.40	3.40	5.97	5.97	879.50	56.00	18.00		0.00
Fe19+		165.88	64.13	3.32	3.32	6.41	6.41	903.60	56.00	19.00		0.00
Fe20+		161.86	68.61	3.24	3.24	6.86	6.86	927.07	56.00	20.00		0.00
Fe21+		158.14	73.14	3.16	3.16	7.31	7.31	949.97	56.00	21.00		0.00
Fe22+		154.69	77.72	3.09	3.09	7.77	7.77	972.32	56.00	22.00		0.00
Fe23+		151.48	82.36	3.03	3.03	8.24	8.24	994.17	56.00	23.00		0.00
Fe24+		148.48	87.23	2.97	2.97	8.72	8.72	1015.56	56.00	24.00		0.00
Fe25+		145.67	92.15	2.91	2.91	9.21	9.21	1036.50	56.00	25.00		0.00
Fe26+		143.03	97.11	2.86	2.86	9.71	9.71	1057.03	56.00	26.00		0.00
Step : 18	Numberions : 72
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		99.39	6.59	1.99	1.99	1.50	1.50	1496.59	1.00	1.00		0.00
3He2+		121.34	12.26	2.43	2.43	1.50	1.50	1221.96	3.00	2.00		0.00
He2+		141.03	12.04	2.82	2.82	1.50	1.50	1058.25	4.00	2.00		0.00
C3+		199.24	13.98	3.98	3.98	1.50	1.50	748.30	12.00	3.00		0.00
C4+		171.91	19.75	3.44	3.44	1.97	1.97	864.06	12.00	4.00		0.00
C5+		153.51	25.73	3.07	3.07	2.57	2.57	966.05	12.00	5.00		0.00
C6+		140.07	31.77	2.80	2.80	3.18	3.18	1058.25	12.00	6.00		0.00
O4+		197.85	17.46	3.96	3.96	1.75	1.75	748.30	16.00	4.00		0.00
O5+		176.57	23.04	3.53	3.53	2.30	2.30	836.62	16.00	5.00		0.00
O6+		161.02	28.77	3.22	3.22	2.88	2.88	916.47	16.00	6.00		0.00
O7+		149.04	34.63	2.98	2.98	3.46	3.46	989.90	16.00	7.00		0.00
O8+		139.45	40.48	2.79	2.79	4.05	4.05	1058.25	16.00	8.00		0.00
N4+		185.49	18.65	3.71	3.71	1.87	1.87	799.96	14.00	4.00		0.00
N5+		165.53	24.42	3.31	3.31	2.44	2.44	894.39	14.00	5.00		0.00
N6+		150.98	30.39	3.02	3.02	3.04	3.04	979.75	14.00	6.00		0.00
N7+		139.78	36.35	2.80	2.80	3.63	3.63	1058.25	14.00	7.00		0.00
Ne7+		165.89	30.60	3.32	3.32	3.06	3.06	885.40	20.00	7.00		0.00
Ne8+		155.22	36.25	3.10	3.10	3.62	3.62	946.53	20.00	8.00		0.00
Mg5+		214.10	18.44	4.28	4.28	1.84	1.84	683.10	24.00	5.00		0.00
Mg6+		195.28	23.42	3.91	3.91	2.34	2.34	748.30	24.00	6.00		0.00
Mg7+		180.78	28.58	3.62	3.62	2.86	2.86	808.25	24.00	7.00		0.00
Mg8+		169.18	33.88	3.38	3.38	3.39	3.39	864.06	24.00	8.00		0.00
Mg9+		159.61	39.34	3.19	3.19	3.93	3.93	916.47	24.00	9.00		0.00
Mg10+		151.56	44.92	3.03	3.03	4.49	4.49	966.05	24.00	10.00		0.00
Mg11+		144.65	50.52	2.89	2.89	5.05	5.05	1013.20	24.00	11.00		0.00
Mg12+		138.65	56.20	2.77	2.77	5.62	5.62	1058.25	24.00	12.00		0.00
Si5+		233.00	16.75	4.66	4.66	1.68	1.68	632.43	28.00	5.00		0.00
Si6+		212.05	21.43	4.24	4.24	2.14	2.14	692.79	28.00	6.00		0.00
Si7+		195.99	26.30	3.92	3.92	2.63	2.63	748.30	28.00	7.00		0.00
Si8+		183.19	31.34	3.66	3.66	3.13	3.13	799.96	28.00	8.00		0.00
