 90 333 00 00 30  -4.824   5.624   6.842  10.123
 90 333 00 01 30  -4.965   6.239   6.097  10.097
 90 333 00 02 30  -5.407   6.401   5.566  10.086
 90 333 00 03 30  -5.784   5.711   6.208  10.244
 90 333 00 04 30  -6.310   5.686   5.969  10.394
 90 333 00 05 30  -6.759   5.951   4.876  10.273
 90 333 00 06 30  -6.756   6.199   4.755  10.381
 90 333 00 07 30  -5.678   5.741   6.603  10.483
 90 333 00 08 30  -6.207   6.223   5.401  10.332
 90 333 00 09 30  -6.090   6.312   5.470  10.347
 90 333 00 10 30  -5.585   6.026   6.203  10.302
 90 333 00 11 30  -5.328   6.197   6.308  10.334
 90 333 00 12 30  -6.445   7.611   3.238  10.625
 90 333 00 13 30  -5.880   7.061   3.694  10.114
 90 333 00 14 30  -6.007   7.209   4.152  10.309
 90 333 00 15 30  -6.481   7.801   3.004  10.634
 90 333 00 16 30  -6.361   8.098   2.716  10.698
 90 333 00 17 30  -5.664   8.400   3.436  10.742
 90 333 00 18 30  -5.380   8.426   4.140  10.834
 90 333 00 19 30  -5.463   8.511   3.790  10.811
 90 333 00 20 30  -5.137   8.333   4.449  10.760
 90 333 00 21 30  -4.913   8.271   4.785  10.751
 90 333 00 22 30  -5.363   8.177   4.428  10.740
 90 333 00 23 30  -5.422   8.042   4.645  10.760
 90 333 00 24 30  -5.119   8.214   4.689  10.776
 90 333 00 25 30  -5.066   8.163   4.686  10.696
 90 333 00 26 30  -4.924   8.247   5.019  10.842
 90 333 00 27 30  -5.035   8.316   4.749  10.824
 90 333 00 28 30  -5.273   7.990   5.121  10.878
 90 333 00 29 30  -5.441   8.069   4.871  10.894
 90 333 00 30 30  -5.436   7.915   5.266  10.958
 90 333 00 31 30  -4.910   7.935   5.775  10.987
 90 333 00 32 30  -4.526   7.935   6.066  10.973
 90 333 00 33 30  -5.001   7.662   6.136  11.031
 90 333 00 34 30  -5.087   7.902   5.871  11.093
 90 333 00 35 30  -4.678   7.696   6.421  11.094
 90 333 00 36 30  -3.887   7.450   6.903  10.893
 90 333 00 37 30  -6.435   8.738   3.805  11.513
 90 333 00 38 30  -6.677   8.582   3.256  11.365
 90 333 00 39 30  -6.924   8.911   2.426  11.550
 90 333 00 40 30  -7.264   8.739   0.572  11.387
 90 333 00 41 30  -6.924   9.096   1.149  11.509
 90 333 00 42 30  -7.149   8.845   0.822  11.500
 90 333 00 43 30  -7.275   8.900   2.107  11.704
 90 333 00 44 30  -7.237   9.119   0.395  11.656
 90 333 00 45 30  -7.330   9.141   0.041  11.726
 90 333 00 46 30  -7.005   9.339   0.790  11.708
 90 333 00 47 30  -6.580   9.587   0.990  11.676
 90 333 00 48 30  -7.032   9.210   0.735  11.626
 90 333 00 49 30  -7.206   9.175   0.506  11.685
 90 333 00 50 30  -7.444   8.991   0.196  11.682
 90 333 00 51 30  -7.291   9.055   0.632  11.650
 90 333 00 52 30  -7.042   9.298  -0.058  11.694
 90 333 00 53 30  -6.886   9.038  -1.981  11.546
 90 333 00 54 30  -7.065   8.988  -1.246  11.504
 90 333 00 55 30  -7.343   8.713  -0.820  11.430
 90 333 00 56 30  -7.082   8.976  -0.660  11.461
 90 333 00 57 30  -6.784   9.117  -0.926  11.414
 90 333 00 58 30  -6.628   9.142  -0.347  11.303
 90 333 00 59 30  -6.603   9.041  -0.363  11.220
 90 333 01 00 30  -7.202   8.638  -2.177  11.479
 90 333 01 01 30  -7.263   8.620  -1.972  11.448
 90 333 01 02 30  -7.257   8.513  -2.337  11.434
 90 333 01 03 30  -7.399   8.371  -2.318  11.416
 90 333 01 04 30  -7.259   8.509  -2.181  11.399
 90 333 01 05 30  -7.461   8.277  -2.320  11.390
 90 333 01 06 30  -7.310   8.380  -2.127  11.329
 90 333 01 07 30  -7.432   8.241  -2.322  11.343
 90 333 01 08 30  -7.921   7.121  -3.334  11.215
 90 333 01 09 30  -8.019   6.310  -3.984  10.965
 90 333 01 10 30  -7.633   6.064  -3.674  10.424
 90 333 01 11 30  -7.137   7.743  -2.208  10.767
 90 333 01 12 30  -6.994   7.883  -2.162  10.763
 90 333 01 13 30  -6.651   7.943  -1.906  10.539
 90 333 01 14 30  -6.780   7.863  -1.902  10.574
 90 333 01 15 30  -6.214   7.255  -1.907   9.768
 90 333 01 16 30  -5.905   7.172  -1.409   9.413
 90 333 01 17 30  -5.843   6.852   0.111   9.079
 90 333 01 18 30  -5.263   6.227   2.343   8.536
 90 333 01 19 30  -5.917   6.460   0.696   8.865
 90 333 01 20 30  -6.477   6.877  -1.496   9.612
 90 333 01 21 30  -6.088   6.546  -3.063   9.458
 90 333 01 22 30  -6.005   6.339  -5.025  10.132
 90 333 01 23 30  -6.425   6.598  -5.834  10.909
 90 333 01 24 30  -6.369   6.592  -6.271  11.151
 90 333 01 25 30  -6.018   6.596  -5.418  10.531
 90 333 01 26 30  -6.428   7.035  -3.513  10.185
 90 333 01 27 30  -6.588   6.558  -3.842  10.079
 90 333 01 28 30  -6.396   6.260  -4.808  10.190
 90 333 01 29 30  -6.382   5.986  -5.715  10.464
 90 333 01 30 30  -6.161   5.404  -6.574  10.534
 90 333 01 31 30  -6.368   3.932  -7.389  10.537
 90 333 01 32 30  -6.103   3.606  -7.425  10.302
 90 333 01 33 30  -6.317   3.922  -7.903  10.865
 90 333 01 34 30  -6.203   3.864  -7.882  10.758
 90 333 01 35 30  -5.507   3.772  -8.207  10.595
 90 333 01 36 30  -5.077   3.887  -8.407  10.573
 90 333 01 37 30  -5.139   3.254  -8.632  10.607
 90 333 01 38 30  -4.974   1.757  -9.618  11.000
 90 333 01 39 30  -3.986   0.784  -9.976  10.779
 90 333 01 40 30  -4.250   1.176 -10.280  11.193
 90 333 01 41 30  -4.372   1.807  -9.781  10.921
 90 333 01 42 30  -5.324   4.755  -8.754  11.333
 90 333 01 43 30  -5.587   5.097  -9.536  12.179
 90 333 01 44 30  -6.280   5.159  -8.952  12.110
 90 333 01 45 30  -6.349   4.588  -9.041  11.975
 90 333 01 46 30  -6.470   4.454  -9.132  12.053
 90 333 01 47 30  -6.236   4.280  -8.645  11.536
 90 333 01 48 30  -5.080   1.959 -10.041  11.444
 90 333 01 49 30  -4.528  -0.113 -10.062  11.116
 90 333 01 50 30  -3.232  -2.236  -9.680  10.479
 90 333 01 51 30  -2.410  -2.883  -9.771  10.524
 90 333 01 52 30   0.199  -5.196  -9.548  10.995
 90 333 01 53 30  -0.274  -5.599  -9.732  11.245
 90 333 01 54 30  -0.612  -5.092  -9.602  11.134
 90 333 01 55 30  -1.309  -4.232  -9.274  10.516
 90 333 01 56 30   1.079  -5.271  -7.235   9.176
 90 333 01 57 30   2.258  -5.397  -7.145   9.275
 90 333 01 58 30   0.315  -4.470  -7.652   9.057
 90 333 01 59 30  -0.373  -4.317  -8.021   9.175
 90 333 02 00 30  -2.739  -2.754  -8.453   9.402
 90 333 02 01 30  -1.077  -4.291  -7.931   9.093
 90 333 02 02 30  -0.930  -4.240  -8.260   9.339
 90 333 02 03 30  -0.362  -4.437  -8.126   9.301
 90 333 02 04 30   0.416  -5.156  -8.069   9.596
 90 333 02 05 30   1.672  -6.833  -7.450  10.312
 90 333 02 06 30   2.881  -8.152  -5.114  10.103
 90 333 02 07 30   3.890  -8.226  -3.370   9.727
 90 333 02 08 30   3.745  -8.101  -1.205   9.072
 90 333 02 09 30   3.755  -8.896  -0.193   9.666
 90 333 02 10 30   3.501  -8.701  -0.046   9.405
 90 333 02 11 30   3.884  -9.193   0.038   9.988
 90 333 02 12 30   3.992  -8.948   0.930   9.872
 90 333 02 13 30   3.816  -9.156   1.794  10.087
 90 333 02 14 30   4.243  -8.504   2.778   9.917
 90 333 02 15 30   4.434  -7.754   3.248   9.524
 90 333 02 16 30   4.369  -7.569   3.527   9.434
 90 333 02 17 30   4.757  -7.661   2.567   9.390
 90 333 02 18 30   5.038  -7.676   2.733   9.590
 90 333 02 19 30   5.144  -7.613   2.397   9.536
 90 333 02 20 30   4.932  -7.429   2.277   9.314
 90 333 02 21 30   3.121  -5.475   4.825   8.741
 90 333 02 22 30   1.439  -2.537   9.197   9.701
 90 333 02 23 30   0.566  -1.412  10.694  10.821
 90 333 02 24 30   1.284  -2.364  10.707  11.049
 90 333 02 25 30   1.672  -2.404  10.421  10.841
 90 333 02 26 30   1.439  -2.178  10.151  10.488
 90 333 02 27 30   1.181  -2.177   9.970  10.285
 90 333 02 28 30   0.842  -2.288   9.750  10.067
 90 333 02 29 30   1.636  -3.355   9.492  10.214
 90 333 02 30 30   2.257  -3.497   9.376  10.275
 90 333 02 31 30   3.557  -4.397   7.593   9.636
 90 333 02 32 30   5.467  -5.867   1.817   9.798
 90 333 02 33 30   5.461  -7.540  -5.638  10.988
 90 333 02 34 30   1.732  -2.713  -8.349  10.408
 90 333 02 35 30   2.134  -4.093  -9.970  11.038
 90 333 02 36 30   0.019  -1.964 -11.043  11.414
 90 333 02 37 30  -0.438  -0.210 -10.975  11.119
 90 333 02 38 30  -0.521  -1.161 -10.926  11.113
 90 333 02 39 30  -3.810  -0.091 -11.035  11.891
 90 333 02 40 30  -3.970   0.953 -11.505  12.252
 90 333 02 41 30  -2.900   2.181 -11.454  12.117
 90 333 02 42 30  -0.508  -1.602 -10.268  10.778
 90 333 02 43 30  -0.150  -3.216 -10.009  10.529
 90 333 02 44 30  -0.590  -2.987 -10.057  10.517
 90 333 02 45 30  -1.276  -1.287 -10.235  10.507
 90 333 02 46 30  -1.214  -1.719  -9.880  10.124
 90 333 02 47 30  -1.304  -2.421  -9.990  10.398
 90 333 02 48 30  -1.173  -3.666 -10.234  10.969
 90 333 02 49 30  -0.055  -5.646  -9.407  11.000
 90 333 02 50 30   1.073  -7.283  -8.030  10.908
 90 333 02 51 30   2.224  -9.106  -7.159  11.846
 90 333 02 52 30   3.085 -10.077  -5.857  12.071
 90 333 02 53 30   3.565 -10.747  -4.824  12.318
 90 333 02 54 30   3.209  -9.774  -4.296  11.156
 90 333 02 55 30   3.380  -9.698  -3.447  10.837
 90 333 02 56 30   3.112  -9.742  -3.431  10.807
 90 333 02 57 30   2.990  -9.802  -3.540  10.866
 90 333 02 58 30   4.275 -10.379  -2.535  11.526
 90 333 02 59 30   4.171 -10.582  -2.489  11.651
 90 333 03 00 30   3.678 -10.594  -2.853  11.578
 90 333 03 01 30   3.236 -10.671  -3.113  11.583
 90 333 03 02 30   3.091 -10.850  -3.168  11.722
 90 333 03 03 30   3.538 -10.815  -2.910  11.757
 90 333 03 04 30   3.511 -10.832  -2.546  11.674
 90 333 03 05 30   3.399 -10.995  -2.143  11.714
 90 333 03 06 30   3.781 -11.000  -1.300  11.712
 90 333 03 07 30   3.758 -10.995  -1.824  11.765
 90 333 03 08 30   4.099 -10.919  -1.448  11.768
 90 333 03 09 30   4.024 -10.921  -1.640  11.757
 90 333 03 10 30   4.222 -10.869  -1.260  11.737
 90 333 03 11 30   4.146 -10.763  -1.116  11.601
 90 333 03 12 30   4.012 -10.811  -1.446  11.628
 90 333 03 13 30   4.584 -10.660  -1.106  11.667
 90 333 03 14 30   4.891 -10.675  -0.308  11.752
 90 333 03 15 30   4.930 -10.669  -0.564  11.771
 90 333 03 16 30   4.969 -10.582  -0.520  11.721
 90 333 03 17 30   5.277 -10.038   1.289  11.531
 90 333 03 18 30   5.008 -10.573  -0.550  11.726
 90 333 03 19 30   5.361 -10.368   0.502  11.700
 90 333 03 20 30   5.943  -9.509   2.423  11.503
 90 333 03 21 30   6.469  -8.680   3.468  11.398
 90 333 03 22 30   5.325  -9.227   3.764  11.374
 90 333 03 23 30   6.042  -7.006   5.696  10.903
 90 333 03 24 30   5.681  -7.174   5.660  10.771
 90 333 03 25 30   5.307  -8.186   4.753  10.880
 90 333 03 26 30   6.576  -6.642   5.665  11.017
 90 333 03 27 30   6.103  -7.833   4.992  11.126
 90 333 03 28 30   6.256  -8.008   4.906  11.302
 90 333 03 29 30   6.591  -7.756   5.177  11.430
 90 333 03 30 30   6.539  -8.130   4.952  11.557
 90 333 03 31 30   6.710  -8.150   4.980  11.696
 90 333 03 32 30   6.901  -7.936   5.319  11.793
 90 333 03 33 30   7.133  -7.677   5.550  11.868
 90 333 03 34 30   7.468  -6.850   6.128  11.847
 90 333 03 35 30   7.653  -6.905   5.936  11.899
 90 333 03 36 30   7.651  -6.577   6.205  11.851
 90 333 03 37 30   7.530  -6.645   6.162  11.841
 90 333 03 38 30   6.645  -8.807   5.042  12.134
 90 333 03 39 30   7.016  -8.073   5.793  12.170
 90 333 03 40 30   7.221  -8.020   5.647  12.185
 90 333 03 41 30   7.217  -7.981   5.716  12.190
 90 333 03 42 30   7.191  -7.881   5.783  12.141
 90 333 03 43 30   7.367  -7.157   6.304  12.055
 90 333 03 44 30   7.350  -6.504   7.052  12.150
 90 333 03 45 30   7.509  -6.291   7.150  12.139
 90 333 03 46 30   7.483  -6.977   6.084  12.025
 90 333 03 47 30   7.338  -7.164   6.207  12.079
 90 333 03 48 30   7.159  -5.713   7.832  12.068
 90 333 03 50 30   7.290  -6.359   7.273  12.120
 90 333 03 51 30   7.356  -7.547   6.571  12.449
 90 333 03 52 30   7.442  -7.396   6.720  12.464
 90 333 03 53 30   7.639  -7.512   6.397  12.483
 90 333 03 54 30   7.523  -6.877   7.058  12.404
 90 333 03 55 30   7.422  -6.411   7.223  12.187
 90 333 03 56 30   7.652  -6.048   7.574  12.371
 90 333 03 57 30   7.237  -6.653   7.209  12.205
 90 333 03 58 30   6.430  -7.969   5.633  11.739
 90 333 03 59 30   7.116  -5.569   6.144  11.343
 90 333 04 00 30   7.356  -3.705   7.116  10.891
 90 333 04 01 30   7.089  -4.359   7.065  10.945
 90 333 04 02 30   7.066  -5.159   7.233  11.361
 90 333 04 03 30   6.632  -5.849   7.392  11.526
 90 333 04 04 30   6.834  -5.558   7.524  11.593
 90 333 04 05 30   6.875  -5.530   7.463  11.564
 90 333 04 06 30   5.614  -7.003   4.052   9.981
 90 333 04 07 30   4.877  -7.340   3.533   9.531
 90 333 04 08 30   5.450  -7.074   3.712   9.690
 90 333 04 09 30   4.772  -7.376   4.666   9.955
 90 333 04 10 30   5.309  -6.668   5.034   9.917
 90 333 04 11 30   4.108  -4.667   7.492   9.947
 90 333 04 12 30   3.890  -6.132   6.643   9.877
 90 333 04 13 30   4.451  -5.089   7.214   9.905
 90 333 04 14 30   4.057  -4.711   7.743   9.939
 90 333 04 15 30   5.007  -4.631   7.453  10.143
 90 333 04 16 30   5.151  -5.383   6.922  10.184
 90 333 04 17 30   5.097  -5.264   7.138  10.248
 90 333 04 18 30   5.087  -5.282   7.257  10.328
 90 333 04 19 30   6.107  -5.535   6.419  10.473
 90 333 04 20 30   6.245  -6.738   5.198  10.563
 90 333 04 21 30   6.034  -7.140   4.922  10.585
 90 333 04 22 30   5.617  -6.520   5.665  10.322
 90 333 04 23 30   6.390  -7.370   4.522  10.761
 90 333 04 24 30   6.703  -8.095   4.164  11.312
 90 333 04 25 30   6.689  -8.509   3.580  11.409
 90 333 04 26 30   6.611  -8.592   3.239  11.328
 90 333 04 27 30   6.984  -8.848   1.736  11.434
 90 333 04 28 30   7.065  -8.616   0.701  11.180
 90 333 04 29 30   6.861  -8.651   0.375  11.069
 90 333 04 30 30   6.456  -8.749   0.044  10.899
 90 333 04 31 30   4.961  -8.266  -1.845   9.976
 90 333 04 32 30   4.315  -7.795  -3.471   9.706
 90 333 04 33 30   5.968  -8.456  -1.573  10.506
 90 333 04 34 30   7.466  -8.926   0.003  11.679
 90 333 04 35 30   7.632  -9.184   0.738  11.967
 90 333 04 36 30   7.568  -8.761   1.246  11.663
 90 333 04 37 30   1.910  -8.844  -5.372  11.380
 90 333 04 38 30   0.675  -8.414  -6.891  11.483
 90 333 04 39 30   6.701  -9.308  -1.942  11.905
 90 333 04 40 30   7.676  -9.110  -1.266  11.992
 90 333 04 41 30   6.633 -10.135   0.317  12.181
 90 333 04 42 30   6.121 -10.574   1.293  12.324
 90 333 04 43 30   5.801 -11.298   1.488  12.805
 90 333 04 44 30   5.942 -11.255   3.225  13.139
 90 333 04 45 30   6.170 -10.715   4.305  13.115
 90 333 04 46 30   8.099  -9.571   3.120  12.948
 90 333 04 47 30   8.238  -9.442   3.360  13.001
 90 333 04 48 30   7.139  -9.250   5.868  13.095
 90 333 04 49 30   8.722  -8.366   3.613  12.701
 90 333 04 50 30   8.734  -8.001   4.216  12.587
 90 333 04 51 30   8.758  -7.898   4.063  12.521
 90 333 04 52 30   8.963  -8.351   3.460  12.744
 90 333 04 53 30   9.209  -8.312   4.194  13.117
 90 333 04 54 30   9.273  -7.787   5.001  13.111
 90 333 04 55 30   9.039  -7.631   5.399  13.025
 90 333 04 56 30   9.157  -7.095   5.720  12.972
 90 333 04 57 30   9.131  -6.829   6.471  13.118
 90 333 04 58 30   9.288  -6.790   6.196  13.072
 90 333 04 59 30   9.258  -7.093   5.677  12.981
 90 333 05 00 30   9.398  -7.372   5.245  13.068
 90 333 05 01 30   9.819  -7.454   4.639  13.180
 90 333 05 02 30   9.674  -6.777   5.610  13.098
 90 333 05 03 30   9.902  -5.822   6.410  13.171
 90 333 05 04 30   9.907  -4.662   7.603  13.337
 90 333 05 05 30   9.675  -4.544   7.733  13.203
 90 333 05 06 30   9.472  -4.564   8.129  13.298
 90 333 05 07 30   9.678  -5.201   7.776  13.471
 90 333 05 08 30   9.298  -5.582   7.668  13.289
 90 333 05 09 30   9.753  -5.683   7.448  13.533
 90 333 05 10 30   9.875  -5.659   7.483  13.627
 90 333 05 11 30   9.938  -5.924   7.254  13.661
 90 333 05 12 30   9.784  -6.044   7.390  13.687
 90 333 05 13 30   9.663  -5.243   7.955  13.596
 90 333 05 14 30   9.908  -5.885   7.367  13.683
 90 333 05 15 30   9.914  -5.089   8.019  13.741
 90 333 05 16 30  10.258  -5.910   7.226  13.876
 90 333 05 17 30  10.356  -5.433   7.443  13.869
 90 333 05 18 30  10.276  -5.235   7.657  13.847
 90 333 05 19 30  10.190  -5.232   7.892  13.917
 90 333 05 20 30   9.922  -4.801   8.664  14.026
 90 333 05 21 30  10.306  -5.444   8.224  14.293
 90 333 05 22 30  10.117  -4.455   9.166  14.379
 90 333 05 23 30   9.918  -4.618   9.354  14.405
 90 333 05 24 30  10.085  -5.107   9.323  14.661
 90 333 05 25 30  10.041  -5.320   9.439  14.778
 90 333 05 26 30   9.946  -5.363   9.840  14.997
 90 333 05 27 30   9.890  -3.970  10.696  15.133
 90 333 05 28 30  10.220  -2.630  10.716  15.050
