 91 153 00 00 30  -0.248  -1.113   1.530   1.908
 91 153 00 01 30  -0.243  -1.179   1.479   1.909
 91 153 00 02 30  -0.206  -1.243   1.425   1.902
 91 153 00 03 30  -0.276  -1.273   1.386   1.902
 91 153 00 04 30  -0.237  -1.242   1.421   1.904
 91 153 00 05 30  -0.168  -1.211   1.460   1.904
 91 153 00 06 30  -0.139  -1.217   1.463   1.909
 91 153 00 07 30  -0.180  -1.213   1.467   1.913
 91 153 00 08 30  -0.156  -1.174   1.507   1.916
 91 153 00 09 30  -0.091  -1.174   1.511   1.916
 91 153 00 10 30  -0.067  -1.189   1.501   1.916
 91 153 00 11 30  -0.065  -1.152   1.531   1.917
 91 153 00 12 30  -0.068  -1.175   1.511   1.915
 91 153 00 13 30  -0.060  -1.174   1.509   1.913
 91 153 00 14 30  -0.059  -1.190   1.497   1.915
 91 153 00 15 30  -0.123  -1.214   1.479   1.917
 91 153 00 16 30  -0.087  -1.181   1.508   1.918
 91 153 00 17 30  -0.090  -1.177   1.511   1.917
 91 153 00 18 30  -0.093  -1.185   1.502   1.916
 91 153 00 19 30  -0.114  -1.193   1.494   1.915
 91 153 00 20 30  -0.087  -1.172   1.514   1.917
 91 153 00 21 30  -0.090  -1.137   1.534   1.912
 91 153 00 22 30  -0.122  -1.153   1.521   1.913
 91 153 00 23 30  -0.144  -1.146   1.521   1.910
 91 153 00 24 30  -0.073  -1.110   1.556   1.913
 91 153 00 25 30  -0.026  -1.121   1.544   1.908
 91 153 00 26 30  -0.053  -1.146   1.524   1.908
 91 153 00 27 30  -0.033  -1.152   1.519   1.908
 91 153 00 28 30  -0.012  -1.129   1.537   1.908
 91 153 00 29 30  -0.010  -1.157   1.514   1.906
 91 153 00 30 30  -0.025  -1.161   1.508   1.904
 91 153 00 31 30  -0.044  -1.143   1.522   1.904
 91 153 00 32 30  -0.079  -1.139   1.523   1.904
 91 153 00 33 30  -0.072  -1.132   1.525   1.901
 91 153 00 34 30  -0.009  -1.087   1.558   1.900
 91 153 00 35 30  -0.004  -1.083   1.556   1.896
 91 153 00 36 30  -0.032  -1.043   1.580   1.894
 91 153 00 37 30  -0.104  -1.063   1.562   1.894
