 91 090 00 00 30  -0.428  -0.928   1.319   1.669
 91 090 00 01 30  -0.407  -0.932   1.324   1.670
 91 090 00 02 30  -0.376  -0.891   1.341   1.655
 91 090 00 03 30  -0.395  -0.847   1.366   1.656
 91 090 00 04 30  -0.357  -0.871   1.365   1.658
 91 090 00 05 30  -0.404  -0.825   1.342   1.629
 91 090 00 06 30  -0.295  -0.855   1.323   1.612
 91 090 00 07 30  -0.306  -0.891   1.304   1.610
 91 090 00 08 30  -0.333  -0.843   1.311   1.597
 91 090 00 09 30  -0.271  -0.882   1.240   1.553
 91 090 00 10 30  -0.154  -0.926   1.230   1.550
 91 090 00 11 30  -0.366  -0.800   1.313   1.583
 91 090 00 12 30  -0.431  -0.776   1.380   1.641
 91 090 00 13 30  -0.434  -0.796   1.319   1.603
 91 090 00 14 30  -0.427  -0.825   1.275   1.579
 91 090 00 15 30  -0.429  -0.784   1.306   1.585
 91 090 00 16 30  -0.436  -0.716   1.312   1.564
 91 090 00 17 30  -0.286  -0.960   1.176   1.548
 91 090 00 18 30  -0.250  -1.043   1.122   1.556
 91 090 00 19 30  -0.168  -1.128   1.060   1.559
 91 090 00 20 30  -0.170  -1.131   1.053   1.569
 91 090 00 21 30  -0.229  -1.057   1.120   1.558
 91 090 00 22 30  -0.212  -1.084   1.099   1.561
 91 090 00 23 30  -0.181  -1.127   1.050   1.555
 91 090 00 24 30  -0.270  -1.043   1.122   1.575
 91 090 00 25 30  -0.488  -0.853   1.216   1.564
 91 090 00 26 30  -0.394  -0.863   1.237   1.563
 91 090 00 27 30  -0.507  -0.787   1.244   1.559
 91 090 00 28 30  -0.479  -0.858   1.217   1.566
 91 090 00 29 30  -0.479  -0.863   1.225   1.574
 91 090 00 30 30  -0.475  -0.798   1.300   1.599
 91 090 00 31 30  -0.504  -0.676   1.372   1.611
 91 090 00 32 30  -0.519  -0.693   1.345   1.600
 91 090 00 33 30  -0.494  -0.710   1.345   1.599
 91 090 00 34 30  -0.543  -0.713   1.344   1.615
 91 090 00 35 30  -0.554  -0.683   1.345   1.607
 91 090 00 36 30  -0.529  -0.681   1.365   1.615
 91 090 00 37 30  -0.505  -0.668   1.359   1.597
 91 090 00 38 30  -0.476  -0.639   1.378   1.593
 91 090 00 39 30  -0.470  -0.609   1.409   1.607
 91 090 00 40 30  -0.512  -0.663   1.389   1.622
 91 090 00 41 30  -0.508  -0.630   1.376   1.598
 91 090 00 42 30  -0.429  -0.616   1.417   1.604
 91 090 00 43 30  -0.426  -0.590   1.420   1.596
 91 090 00 44 30  -0.471  -0.568   1.438   1.617
 91 090 00 45 30  -0.552  -0.507   1.414   1.601
 91 090 00 46 30  -0.521  -0.546   1.420   1.608
 91 090 00 47 30  -0.524  -0.574   1.393   1.595
 91 090 00 48 30  -0.529  -0.539   1.393   1.587
 91 090 00 49 30  -0.415  -0.714   1.364   1.595
 91 090 00 50 30  -0.440  -0.693   1.389   1.613
 91 090 00 51 30  -0.440  -0.665   1.385   1.599
 91 090 00 52 30  -0.431  -0.636   1.410   1.606
 91 090 00 53 30  -0.429  -0.620   1.399   1.589
 91 090 00 54 30  -0.438  -0.693   1.364   1.592
 91 090 00 55 30  -0.472  -0.660   1.343   1.569
 91 090 00 57 30  -0.499  -0.610   1.329   1.547
 91 090 00 58 30  -0.467  -0.723   1.301   1.560
 91 090 00 59 30  -0.440  -0.619   1.382   1.579
 91 090 01 00 30  -0.411  -0.689   1.361   1.582
 91 090 01 01 30  -0.307  -0.867   1.271   1.570
 91 090 01 02 30  -0.342  -0.863   1.230   1.546
 91 090 01 03 30  -0.337  -0.893   1.213   1.546
 91 090 01 04 30  -0.287  -0.920   1.208   1.547
 91 090 01 05 30  -0.413  -0.938   1.200   1.580
 91 090 01 06 30  -0.458  -0.895   1.232   1.592
 91 090 01 07 30  -0.332  -0.860   1.269   1.572
 91 090 01 08 30  -0.361  -0.807   1.270   1.553
 91 090 01 09 30  -0.326  -0.790   1.276   1.537
 91 090 01 10 30  -0.335  -0.794   1.259   1.528
 91 090 01 11 30  -0.003  -1.045   1.159   1.567
 91 090 01 14 30  -0.307  -0.876   1.228   1.540
 91 090 01 15 30  -0.340  -0.885   1.217   1.546
 91 090 01 16 30  -0.282  -0.896   1.233   1.555
