 91 140 00 00 30   0.305  -2.852   1.906   3.450
 91 140 00 01 30   0.580  -2.645   2.058   3.431
 91 140 00 02 30   0.747  -2.609   2.049   3.416
 91 140 00 03 30   0.452  -2.780   1.839   3.406
 91 140 00 04 30   0.478  -3.089   1.113   3.362
 91 140 00 05 30   0.486  -2.378   2.323   3.376
 91 140 00 06 30   0.317  -2.519   2.173   3.347
 91 140 00 07 30   0.154  -2.495   2.215   3.350
 91 140 00 08 30   0.330  -2.480   2.252   3.367
 91 140 00 09 30   0.476  -2.510   2.197   3.370
 91 140 00 10 30   0.416  -2.680   2.020   3.384
 91 140 00 11 30   0.312  -2.556   2.180   3.375
 91 140 00 12 30   0.498  -2.630   2.062   3.414
 91 140 00 13 30   0.722  -2.822   1.774   3.420
 91 140 00 14 30   0.565  -2.867   1.789   3.428
 91 140 00 15 30   0.245  -2.743   1.979   3.403
 91 140 00 16 30   0.332  -2.731   2.034   3.422
 91 140 00 17 30   0.420  -2.869   1.891   3.463
 91 140 00 18 30   0.443  -2.977   1.733   3.475
 91 140 00 19 30   0.347  -2.883   1.898   3.475
 91 140 00 20 30   0.385  -2.988   1.794   3.515
 91 140 00 21 30   0.152  -2.870   2.053   3.537
 91 140 00 22 30   0.242  -2.916   1.877   3.520
 91 140 00 23 30   0.649  -3.137   1.493   3.537
 91 140 00 24 30   0.594  -2.967   1.839   3.544
 91 140 00 25 30   0.586  -2.963   1.820   3.533
 91 140 00 26 30   0.881  -2.993   1.623   3.519
 91 140 00 27 30   0.950  -3.018   1.538   3.519
 91 140 00 28 30   0.797  -3.058   1.512   3.504
 91 140 00 29 30   0.444  -3.094   1.551   3.497
 91 140 00 30 30   0.537  -3.135   1.452   3.503
 91 140 00 31 30   0.411  -3.203   1.309   3.487
 91 140 00 32 30   0.444  -3.229   1.234   3.487
 91 140 00 33 30   0.394  -3.263   1.136   3.481
 91 140 00 34 30   0.351  -3.269   1.089   3.465
 91 140 00 35 30   0.240  -3.258   1.100   3.451
 91 140 00 36 30   0.206  -3.259   1.083   3.444
 91 140 00 37 30   0.080  -3.354   0.846   3.465
 91 140 00 38 30   0.409  -3.300   0.816   3.442
 91 140 00 39 30   0.637  -3.282   0.746   3.429
 91 140 00 40 30   0.593  -3.291   0.687   3.417
 91 140 00 41 30   0.477  -3.346   0.593   3.435
 91 140 00 42 30   0.712  -3.300   0.583   3.440
 91 140 00 43 30   0.877  -3.220   0.782   3.472
 91 140 00 44 30   1.289  -3.063   0.984   3.480
 91 140 00 45 30   0.818  -3.287   0.603   3.462
 91 140 00 46 30   0.437  -3.386   0.098   3.424
 91 140 00 47 30   0.254  -3.361   0.071   3.379
 91 140 00 48 30   0.160  -3.290  -0.087   3.298
 91 140 00 49 30   0.024  -3.307  -0.204   3.320
 91 140 00 50 30   0.108  -3.296  -0.053   3.340
 91 140 00 51 30   0.865  -3.101   0.875   3.356
 91 140 00 52 30   0.644  -3.202   0.633   3.335
 91 140 00 53 30   0.674  -3.206   0.713   3.357
 91 140 00 54 30   0.648  -3.197   0.599   3.321
 91 140 00 55 30   0.514  -3.237   0.375   3.301
 91 140 00 56 30   0.522  -3.226   0.412   3.299
 91 140 00 57 30   0.458  -3.226   0.416   3.287
 91 140 00 58 30   0.388  -3.243   0.010   3.273
 91 140 00 59 30   0.365  -3.217   0.020   3.297
 91 140 01 00 30   0.705  -3.132   0.089   3.266
 91 140 01 01 30   0.279  -3.183  -0.485   3.236
 91 140 01 02 30   0.217  -3.130  -0.167   3.151
 91 140 01 03 30   0.278  -3.128  -0.094   3.146
 91 140 01 04 30   0.628  -3.096  -0.103   3.174
 91 140 01 05 30   0.143  -3.128   0.131   3.148
 91 140 01 06 30   0.087  -3.125   0.093   3.129
 91 140 01 07 30   0.153  -3.119  -0.053   3.126
 91 140 01 08 30   0.209  -3.111  -0.103   3.121
 91 140 01 09 30   0.212  -3.156  -0.006   3.171
 91 140 01 10 30   0.292  -3.163   0.240   3.188
 91 140 01 11 30   0.275  -3.095   0.315   3.129
 91 140 01 12 30  -0.595  -2.881  -0.908   3.169
 91 140 01 13 30  -0.450  -3.009  -0.850   3.169
 91 140 01 14 30  -0.246  -3.074  -0.803   3.194
 91 140 01 16 30   0.179  -3.144  -0.617   3.219
 91 140 01 18 30   0.141  -3.255  -0.577   3.313
 91 140 01 19 30   0.234  -3.282  -0.335   3.312
 91 140 01 20 30   0.105  -3.253  -0.677   3.326
 91 140 01 21 30   0.184  -3.260  -0.543   3.315
 91 140 01 22 30   0.183  -3.233  -0.497   3.279
 91 140 01 23 30   0.313  -3.236  -0.207   3.269
 91 140 01 24 30   0.440  -3.219  -0.285   3.265
 91 140 01 25 30   0.361  -3.220  -0.383   3.265
 91 140 01 26 30   0.596  -3.209  -0.445   3.300
 91 140 01 27 30   0.606  -3.242  -0.215   3.309
 91 140 01 28 30   0.375  -3.263  -0.262   3.299
 91 140 01 29 30   0.911  -3.177  -0.138   3.309
 91 140 01 30 30   0.616  -3.269  -0.214   3.336
 91 140 01 31 30   0.461  -3.274  -0.335   3.325
 91 140 01 32 30   0.202  -3.330  -0.379   3.359
 91 140 01 33 30   0.394  -3.268  -0.354   3.313
 91 140 01 34 30   0.453  -3.290  -0.232   3.338
 91 140 01 35 30   0.539  -3.269  -0.382   3.342
 91 140 01 36 30   0.509  -3.289  -0.911   3.457
 91 140 01 37 30   0.476  -3.322  -0.686   3.432
 91 140 01 38 30   0.460  -3.349  -0.551   3.428
 91 140 01 39 30   0.166  -3.423   0.076   3.433
 91 140 01 40 30   0.290  -3.389   0.262   3.424
 91 140 01 41 30   0.284  -3.399  -0.024   3.423
 91 140 01 42 30   0.435  -3.362  -0.124   3.397
 91 140 01 43 30   0.313  -3.325   0.122   3.355
 91 140 01 44 30   0.230  -3.258  -0.179   3.295
 91 140 01 45 30   0.101  -3.200  -0.381   3.285
 91 140 01 46 30  -0.045  -3.263   0.000   3.278
 91 140 01 47 30   0.158  -3.294  -0.096   3.306
 91 140 01 48 30   0.237  -3.214   0.183   3.324
 91 140 01 49 30  -0.887  -3.137   0.690   3.358
 91 140 01 50 30  -1.112  -3.183   0.397   3.397
 91 140 01 51 30  -1.231  -3.143   0.540   3.420
 91 140 01 52 30  -1.331  -3.121   0.500   3.433
 91 140 01 53 30  -1.244  -3.139   0.584   3.447
 91 140 01 54 30  -1.402  -2.994   0.850   3.425
 91 140 01 55 30  -1.408  -3.077   0.528   3.430
 91 140 01 56 30  -1.363  -3.071   0.612   3.417
 91 140 01 57 30  -1.296  -3.131   0.517   3.430
 91 140 01 58 30  -1.363  -3.049   0.699   3.417
 91 140 01 59 30  -1.500  -2.913   0.810   3.381
 91 140 02 00 30  -1.685  -2.802   0.812   3.378
 91 140 02 01 30  -1.176  -3.037   0.516   3.304
 91 140 02 02 30  -1.278  -3.006   0.716   3.359
 91 140 02 03 30  -1.404  -2.996   0.825   3.411
 91 140 02 04 30  -1.565  -2.940   0.786   3.428
 91 140 02 05 30  -1.562  -2.821   1.208   3.456
 91 140 02 06 30  -1.510  -2.770   1.350   3.449
 91 140 02 07 30  -1.500  -2.819   1.257   3.439
 91 140 02 08 30  -1.445  -2.916   1.054   3.436
 91 140 02 09 30  -1.264  -3.086   0.964   3.474
 91 140 02 10 30  -1.307  -3.106   0.903   3.490
 91 140 02 11 30  -1.289  -3.128   0.774   3.475
 91 140 02 12 30  -1.118  -3.141   0.788   3.430
 91 140 02 13 30  -1.156  -3.152   0.694   3.429
 91 140 02 14 30  -1.200  -3.176   0.746   3.477
 91 140 02 15 30  -1.151  -3.241   0.476   3.474
 91 140 02 16 30  -0.980  -3.302   0.271   3.458
 91 140 02 17 30  -1.176  -3.203   0.537   3.455
 91 140 02 18 30  -1.068  -3.209   0.460   3.415
