 91 196 00 00 30  -0.393   0.614   0.339   0.804
 91 196 00 01 30  -0.363   0.631   0.354   0.810
 91 196 00 02 30  -0.341   0.649   0.347   0.812
 91 196 00 03 30  -0.389   0.633   0.334   0.815
 91 196 00 04 30  -0.397   0.630   0.325   0.813
 91 196 00 05 30  -0.444   0.617   0.323   0.827
 91 196 00 06 30  -0.444   0.607   0.329   0.822
 91 196 00 07 30  -0.438   0.617   0.348   0.833
 91 196 00 08 30  -0.441   0.610   0.346   0.829
 91 196 00 09 30  -0.471   0.580   0.355   0.827
 91 196 00 10 30  -0.459   0.550   0.367   0.808
 91 196 00 11 30  -0.463   0.679   0.284   0.870
 91 196 00 12 30  -0.483   0.627   0.321   0.855
 91 196 00 13 30  -0.543   0.531   0.326   0.827
 91 196 00 14 30  -0.577   0.431   0.334   0.797
 91 196 00 15 30  -0.559   0.491   0.323   0.812
 91 196 00 16 30  -0.501   0.516   0.302   0.781
 91 196 00 17 30  -0.483   0.524   0.286   0.771
 91 196 00 18 30  -0.498   0.481   0.299   0.756
 91 196 00 19 30  -0.519   0.507   0.312   0.793
 91 196 00 20 30  -0.559   0.465   0.367   0.817
 91 196 00 21 30  -0.589   0.520   0.370   0.869
 91 196 00 22 30  -0.647   0.375   0.457   0.883
 91 196 00 23 30  -0.650   0.476   0.433   0.915
 91 196 00 24 30  -0.590   0.490   0.411   0.871
 91 196 00 25 30  -0.576   0.563   0.358   0.889
 91 196 00 26 30  -0.627   0.502   0.370   0.891
 91 196 00 27 30  -0.710   0.369   0.360   0.880
 91 196 00 28 30  -0.676   0.410   0.371   0.880
 91 196 00 29 30  -0.671   0.317   0.422   0.856
 91 196 00 30 30  -0.702   0.256   0.429   0.864
 91 196 00 31 30  -0.672   0.323   0.417   0.865
 91 196 00 32 30  -0.573   0.447   0.418   0.840
 91 196 00 33 30  -0.570   0.449   0.420   0.839
 91 196 00 34 30  -0.523   0.475   0.383   0.805
 91 196 00 35 30  -0.500   0.450   0.404   0.785
 91 196 00 36 30  -0.508   0.412   0.435   0.790
 91 196 00 37 30  -0.559   0.417   0.434   0.824
 91 196 00 38 30  -0.635   0.475   0.546   0.967
 91 196 00 39 30  -0.782   0.474   0.244   0.958
 91 196 00 40 30  -0.669   0.614   0.223   0.938
 91 196 00 41 30  -0.400   1.077  -0.144   1.213
 91 196 00 42 30  -0.300   1.143  -0.356   1.237
 91 196 00 43 30  -0.311   1.223  -0.292   1.304
 91 196 00 44 30  -0.312   1.179  -0.469   1.308
 91 196 00 45 30  -0.176   1.196  -0.518   1.317
 91 196 00 46 30  -0.167   1.183  -0.523   1.305
 91 196 00 47 30  -0.193   1.193  -0.498   1.314
 91 196 00 48 30  -0.308   1.139  -0.533   1.300
 91 196 00 49 30  -0.131   1.166  -0.568   1.305
 91 196 00 50 30  -0.155   1.218  -0.509   1.329
 91 196 00 51 30  -0.156   1.212  -0.510   1.325
 91 196 00 52 30  -0.118   1.220  -0.526   1.334
 91 196 00 53 30  -0.066   1.211  -0.575   1.343
 91 196 00 54 30  -0.058   1.208  -0.605   1.353
 91 196 00 55 30  -0.109   1.232  -0.575   1.365
 91 196 00 56 30  -0.077   1.226  -0.621   1.377
 91 196 00 57 30  -0.038   1.230  -0.650   1.392
 91 196 00 58 30  -0.088   1.243  -0.603   1.384
 91 196 00 59 30  -0.074   1.246  -0.598   1.384
 91 196 01 00 30  -0.114   1.241  -0.610   1.389
 91 196 01 01 30  -0.214   1.273  -0.510   1.389
 91 196 01 02 30  -0.314   1.283  -0.465   1.401
 91 196 01 03 30  -0.205   1.276  -0.532   1.399
 91 196 01 04 30  -0.082   1.254  -0.607   1.396
 91 196 01 05 30  -0.063   1.271  -0.602   1.408
 91 196 01 06 30  -0.065   1.251  -0.602   1.390
 91 196 01 07 30  -0.069   1.258  -0.587   1.390
 91 196 01 08 30  -0.077   1.281  -0.582   1.409
 91 196 01 09 30  -0.094   1.276  -0.591   1.410
 91 196 01 10 30  -0.011   1.263  -0.622   1.408
 91 196 01 11 30   0.023   1.222  -0.657   1.389
 91 196 01 12 30   0.091   1.234  -0.650   1.398
 91 196 01 13 30   0.115   1.255  -0.640   1.414
 91 196 01 14 30   0.085   1.261  -0.663   1.427
 91 196 01 15 30   0.066   1.251  -0.666   1.419
 91 196 01 16 30   0.062   1.284  -0.593   1.420
 91 196 01 17 30   0.059   1.296  -0.596   1.428
 91 196 01 18 30   0.082   1.298  -0.597   1.432
 91 196 01 19 30   0.043   1.280  -0.622   1.424
 91 196 01 20 30   0.017   1.259  -0.678   1.430
 91 196 01 21 30   0.043   1.277  -0.644   1.431
 91 196 01 22 30   0.059   1.257  -0.657   1.420
 91 196 01 23 30   0.098   1.239  -0.676   1.415
 91 196 01 24 30   0.076   1.259  -0.662   1.425
 91 196 01 25 30   0.054   1.264  -0.664   1.429
 91 196 01 26 30   0.017   1.283  -0.653   1.441
 91 196 01 27 30   0.019   1.276  -0.668   1.442
 91 196 01 28 30   0.105   1.254  -0.706   1.444
 91 196 01 29 30   0.078   1.288  -0.653   1.447
 91 196 01 30 30   0.127   1.276  -0.678   1.451
 91 196 01 31 30   0.123   1.272  -0.689   1.452
 91 196 01 32 30   0.121   1.281  -0.691   1.460
 91 196 01 33 30   0.047   1.277  -0.727   1.472
 91 196 01 34 30  -0.096   1.248  -0.784   1.479
 91 196 01 35 30   0.051   1.299  -0.741   1.497
 91 196 01 36 30   0.059   1.304  -0.739   1.500
 91 196 01 37 30   0.073   1.308  -0.765   1.517
 91 196 01 38 30   0.071   1.318  -0.757   1.522
 91 196 01 39 30   0.100   1.327  -0.738   1.522
 91 196 01 40 30   0.131   1.330  -0.702   1.510
 91 196 01 41 30   0.102   1.320  -0.687   1.492
 91 196 01 42 30   0.111   1.308  -0.715   1.495
 91 196 01 43 30   0.099   1.310  -0.726   1.501
 91 196 01 44 30   0.076   1.325  -0.736   1.518
 91 196 01 45 30   0.067   1.334  -0.735   1.525
 91 196 01 46 30   0.034   1.311  -0.751   1.511
 91 196 01 47 30   0.082   1.328  -0.730   1.518
 91 196 01 48 30   0.099   1.325  -0.726   1.514
 91 196 01 49 30   0.093   1.341  -0.748   1.538
 91 196 01 50 30   0.106   1.339  -0.731   1.529
 91 196 01 51 30   0.128   1.329  -0.723   1.519
 91 196 01 52 30   0.121   1.339  -0.733   1.532
 91 196 01 53 30   0.104   1.338  -0.751   1.538
 91 196 01 54 30   0.097   1.360  -0.758   1.560
 91 196 01 55 30   0.086   1.361  -0.763   1.563
 91 196 01 56 30   0.085   1.356  -0.763   1.558
 91 196 01 57 30   0.088   1.373  -0.755   1.569
 91 196 01 58 30   0.080   1.385  -0.756   1.580
 91 196 01 59 30   0.096   1.381  -0.768   1.583
 91 196 02 00 30   0.125   1.380  -0.774   1.587
 91 196 02 01 30   0.124   1.382  -0.769   1.587
 91 196 02 02 30   0.140   1.372  -0.756   1.573
 91 196 02 03 30   0.122   1.380  -0.748   1.575
 91 196 02 04 30   0.131   1.397  -0.756   1.594
 91 196 02 05 30   0.134   1.402  -0.755   1.598
 91 196 02 06 30   0.122   1.413  -0.742   1.601
 91 196 02 07 30   0.131   1.414  -0.743   1.603
 91 196 02 08 30   0.127   1.414  -0.749   1.605
 91 196 02 09 30   0.132   1.413  -0.747   1.604
 91 196 02 10 30   0.154   1.414  -0.749   1.608
 91 196 02 11 30   0.147   1.416  -0.760   1.614
 91 196 02 12 30   0.143   1.416  -0.763   1.615
 91 196 02 13 30   0.156   1.409  -0.781   1.619
 91 196 02 14 30   0.155   1.389  -0.774   1.598
 91 196 02 57 30   0.546   1.243  -1.029   1.703
 91 196 02 58 30   0.557   1.255  -0.994   1.696
 91 196 02 59 30   0.549   1.269  -0.977   1.694
 91 196 03 00 30   0.565   1.242  -0.995   1.689
 91 196 03 01 30   0.554   1.254  -0.979   1.685
 91 196 03 02 30   0.575   1.240  -0.998   1.692
 91 196 03 03 30   0.629   1.197  -1.010   1.688
 91 196 03 04 30   0.621   1.206  -1.002   1.686
 91 196 03 05 30   0.609   1.213  -0.999   1.685
 91 196 03 06 30   0.589   1.234  -0.995   1.691
 91 196 03 07 30   0.540   1.211  -1.033   1.681
 91 196 03 08 30   0.620   1.218  -0.979   1.682
 91 196 03 09 30   0.569   1.217  -1.025   1.690
 91 196 03 10 30   0.557   1.212  -1.005   1.671
 91 196 03 11 30   0.601   1.199  -0.914   1.624
 91 196 03 12 30   0.676   1.220  -0.786   1.601
 91 196 03 13 30   0.784   1.194  -0.584   1.544
 91 196 03 14 30   0.837   1.181  -0.534   1.544
 91 196 03 15 30   0.745   1.228  -0.705   1.608
 91 196 03 16 30   0.634   1.303  -0.916   1.715
 91 196 03 17 30   0.550   1.276  -0.994   1.710
 91 196 03 18 30   0.494   1.285  -1.034   1.722
 91 196 03 19 30   0.497   1.291  -1.040   1.731
 91 196 03 20 30   0.485   1.263  -1.073   1.727
 91 196 03 21 30   0.509   1.312  -1.034   1.747
 91 196 03 22 30   0.530   1.311  -1.022   1.745
 91 196 03 23 30   0.536   1.303  -1.018   1.739
 91 196 03 24 30   0.546   1.302  -1.007   1.735
 91 196 03 25 30   0.531   1.285  -1.036   1.734
 91 196 03 26 30   0.555   1.252  -1.058   1.731
