 91 294 00 00 30   0.520  -2.377  -0.237   2.448
 91 294 00 03 30   0.821  -2.272  -0.556   2.486
 91 294 00 04 30   0.973  -2.167  -0.805   2.513
 91 294 00 05 30   1.058  -2.072  -0.943   2.517
 91 294 00 06 30   1.316  -1.576  -1.332   2.468
 91 294 00 07 30   1.341  -1.376  -1.373   2.362
 91 294 00 08 30   1.300  -1.418  -1.259   2.301
 91 294 00 09 30   1.211  -1.534  -1.288   2.349
 91 294 00 10 30   1.283  -1.584  -1.116   2.329
 91 294 00 11 30   1.511  -1.572  -0.972   2.394
 91 294 00 12 30   1.524  -1.332  -1.168   2.368
 91 294 00 13 30   1.419  -1.355  -1.257   2.343
 91 294 00 14 30   1.177  -1.398  -1.388   2.302
 91 294 00 15 30   1.329  -0.993  -1.505   2.266
 91 294 00 16 30   1.487  -0.726  -1.557   2.280
 91 294 00 17 30   1.577  -0.566  -1.455   2.226
 91 294 00 18 30   1.407  -0.796  -1.539   2.260
 91 294 00 19 30   1.502  -0.527  -1.583   2.259
 91 294 00 20 30   1.528  -0.647  -1.553   2.279
 91 294 00 21 30   1.475  -1.018  -1.556   2.391
 91 294 00 22 30   1.323  -1.226  -1.652   2.454
 91 294 00 23 30   1.302  -1.323  -1.571   2.445
 91 294 00 24 30   1.212  -1.224  -1.633   2.395
 91 294 00 25 30   1.128  -1.471  -1.617   2.462
 91 294 00 26 30   1.048  -1.618  -1.505   2.486
 91 294 00 27 30   1.053  -1.767  -1.545   2.588
 91 294 00 28 30   1.635  -0.292  -1.973   2.620
 91 294 00 29 30   1.588  -0.271  -2.061   2.619
 91 294 00 30 30   1.633  -0.498  -2.036   2.658
 91 294 00 31 30   1.641  -0.595  -2.055   2.697
 91 294 00 32 30   1.431  -0.839  -2.030   2.630
 91 294 00 33 30   1.646   0.263  -1.927   2.574
 91 294 00 34 30   1.535   0.802  -1.886   2.567
 91 294 00 35 30   1.561   0.885  -1.849   2.579
 91 294 00 36 30   1.581   0.747  -1.775   2.495
 91 294 00 37 30   1.623   0.605  -1.798   2.505
 91 294 00 38 30   1.570   0.286  -1.792   2.439
 91 294 00 39 30   1.661  -0.534  -1.868   2.561
 91 294 00 40 30   1.349  -1.874  -1.693   2.932
 91 294 00 41 30   1.345  -1.971  -1.539   2.859
 91 294 00 42 30   1.588  -1.817  -1.755   2.999
 91 294 00 43 30   1.852  -1.749  -1.706   3.071
 91 294 00 44 30   1.649  -1.982  -1.556   3.015
 91 294 00 45 30   1.594  -2.161  -1.405   3.031
 91 294 00 46 30   1.646  -2.304  -1.351   3.138
 91 294 00 47 30   1.574  -2.363  -1.439   3.184
 91 294 00 48 30   1.534  -2.324  -1.403   3.139
 91 294 00 49 30   1.497  -2.282  -1.453   3.101
 91 294 00 50 30   1.388  -2.398  -1.353   3.094
 91 294 00 51 30   1.277  -2.586  -1.200   3.127
 91 294 00 52 30   1.221  -2.634  -1.145   3.122
 91 294 00 53 30   1.230  -2.669  -1.054   3.122
 91 294 00 54 30   1.178  -2.714  -1.037   3.144
 91 294 00 55 30   1.044  -2.847  -0.864   3.159
 91 294 00 56 30   1.235  -2.742  -0.990   3.166
 91 294 00 57 30   1.245  -2.715  -1.077   3.175
 91 294 00 58 30   1.330  -2.581  -1.239   3.158
 91 294 00 59 30   1.301  -2.571  -1.267   3.148
 91 294 01 00 30   1.208  -2.681  -1.132   3.153
 91 294 01 01 30   1.337  -2.549  -1.296   3.157
 91 294 01 02 30   1.528  -2.436  -1.334   3.180
 91 294 01 03 30   1.475  -2.357  -1.675   3.256
 91 294 01 04 30   1.590  -2.209  -1.884   3.315
 91 294 01 05 30   0.786  -3.061  -0.611   3.289
 91 294 01 06 30   0.695  -3.227  -0.706   3.417
 91 294 01 07 30   0.222  -3.337   0.235   3.384
 91 294 01 08 30  -0.290  -3.047   1.233   3.321
 91 294 01 09 30  -0.189  -3.095   0.946   3.254
 91 294 01 10 30   0.037  -3.252   0.622   3.311
 91 294 01 11 30  -0.012  -3.241   0.663   3.310
 91 294 01 12 30  -0.043  -3.254   0.673   3.326
 91 294 01 13 30  -0.229  -3.160   0.852   3.284
 91 294 01 14 30   0.137  -3.145   0.799   3.257
 91 294 01 15 30   0.299  -3.157   0.729   3.256
 91 294 01 16 30   0.234  -3.123   0.866   3.259
 91 294 01 17 30   0.056  -3.158   0.892   3.286
 91 294 01 18 30   0.051  -3.100   1.030   3.268
 91 294 01 19 30  -0.047  -3.097   0.829   3.212
 91 294 01 20 30  -0.065  -3.131   0.718   3.218
 91 294 01 21 30   0.006  -3.077   0.794   3.186
 91 294 01 22 30   0.009  -3.127   0.710   3.210
 91 294 01 23 30  -0.038  -3.199   0.993   3.350
 91 294 01 24 30   0.000  -3.153   0.697   3.231
 91 294 01 25 30  -0.033  -3.195   0.730   3.278
 91 294 01 26 30  -0.101  -3.155   0.880   3.283
 91 294 01 27 30  -0.081  -3.169   0.858   3.289
 91 294 01 28 30  -0.102  -3.146   0.810   3.251
 91 294 01 29 30  -0.100  -3.172   0.796   3.272
 91 294 01 30 30  -0.122  -3.160   0.877   3.282
 91 294 01 31 30  -0.063  -3.181   0.883   3.303
 91 294 01 32 30  -0.031  -3.202   0.980   3.350
 91 294 01 33 30   0.014  -3.224   0.942   3.359
 91 294 01 34 30   0.153  -3.255   0.845   3.368
 91 294 01 35 30   0.277  -3.269   0.590   3.336
 91 294 01 36 30   0.262  -3.269   0.617   3.337
 91 294 01 37 30   0.150  -3.279   0.645   3.346
 91 294 01 38 30   0.188  -3.266   0.677   3.342
 91 294 01 39 30   0.151  -3.286   0.622   3.349
 91 294 01 40 30   0.124  -3.270   0.637   3.334
 91 294 01 41 30   0.182  -3.265   0.662   3.337
 91 294 01 42 30   0.270  -3.256   0.699   3.342
 91 294 01 43 30   0.346  -3.269   0.659   3.354
 91 294 01 44 30   0.307  -3.232   0.812   3.347
 91 294 01 45 30   0.192  -3.235   0.758   3.330
 91 294 01 46 30   0.141  -3.264   0.708   3.343
 91 294 01 47 30   0.050  -3.265   0.690   3.338
 91 294 01 48 30   0.090  -3.262   0.707   3.339
 91 294 01 49 30   0.188  -3.223   0.788   3.327
 91 294 01 50 30   0.302  -3.192   0.889   3.328
 91 294 01 51 30   0.322  -3.206   0.831   3.332
 91 294 01 52 30   0.454  -3.206   0.791   3.338
 91 294 01 53 30   0.251  -3.217   0.807   3.330
 91 294 01 54 30   0.246  -3.216   0.817   3.330
 91 294 01 55 30   0.246  -3.233   0.712   3.324
 91 294 01 56 30   0.288  -3.239   0.671   3.322
 91 294 01 57 30   0.308  -3.186   0.895   3.324
 91 294 01 58 30   0.366  -3.154   1.001   3.329
 91 294 01 59 30   0.244  -3.226   0.683   3.314
 91 294 02 00 30   0.185  -3.253   0.700   3.334
 91 294 02 01 30   0.224  -3.232   0.749   3.327
 91 294 02 02 30   0.253  -3.203   0.839   3.322
 91 294 02 03 30   0.229  -3.252   0.654   3.327
 91 294 02 04 30   0.262  -3.242   0.727   3.335
 91 294 02 05 30   0.275  -3.198   0.484   3.247
 91 294 02 06 30   0.294  -3.171   0.647   3.252
 91 294 02 07 30   0.283  -3.154   0.845   3.280
 91 294 02 08 30   0.292  -3.184   0.752   3.287
 91 294 02 09 30   0.360  -3.178   0.802   3.305
