 91 304 00 00 30  -0.255   2.138  -0.060   2.164
 91 304 00 01 30  -0.229   2.134  -0.210   2.160
 91 304 00 02 30  -0.258   2.112  -0.248   2.143
 91 304 00 03 30  -0.190   2.095  -0.342   2.131
 91 304 00 04 30  -0.201   2.077  -0.377   2.122
 91 304 00 05 30  -0.297   2.047  -0.465   2.121
 91 304 00 06 30  -0.294   2.020  -0.448   2.092
 91 304 00 07 30  -0.321   1.996  -0.528   2.092
 91 304 00 08 30  -0.230   2.096  -0.317   2.137
 91 304 00 09 30  -0.236   2.066  -0.379   2.118
 91 304 00 10 30  -0.292   2.070  -0.318   2.119
 91 304 00 11 30  -0.339   2.029  -0.300   2.088
 91 304 00 12 30  -0.255   2.026  -0.379   2.080
 91 304 00 13 30  -0.237   2.051  -0.289   2.091
 91 304 00 14 30  -0.312   2.055  -0.405   2.121
 91 304 00 15 30  -0.469   2.043  -0.200   2.111
 91 304 00 16 30  -0.492   1.999   0.027   2.078
 91 304 00 17 30  -0.043   2.059   0.020   2.102
 91 304 00 18 30   0.448   1.981   0.249   2.068
 91 304 00 19 30   0.235   2.007   0.363   2.064
 91 304 00 20 30   0.383   1.802   0.905   2.063
 91 304 00 21 30   0.166   1.923   0.689   2.059
 91 304 00 22 30  -0.047   2.017   0.475   2.078
 91 304 00 23 30  -0.037   1.999   0.320   2.050
 91 304 00 24 30   0.112   1.708  -0.925   1.963
 91 304 00 25 30   0.325   1.507  -1.035   1.959
 91 304 00 26 30   0.370   1.110  -1.598   1.999
 91 304 00 27 30   0.270   0.969  -1.716   1.992
 91 304 00 28 30   0.332   1.078  -1.638   1.994
 91 304 00 29 30   0.018   1.320  -1.456   1.969
 91 304 00 30 30   0.246   1.350  -1.456   2.011
 91 304 00 31 30   0.422   1.036  -1.668   2.014
 91 304 00 32 30   0.454   0.835  -1.793   2.040
 91 304 00 33 30   0.190   1.404  -1.440   2.079
 91 304 00 34 30   0.153   1.854  -1.031   2.130
 91 304 00 35 30  -0.108   2.052  -0.506   2.149
 91 304 00 36 30  -0.301   2.230  -0.169   2.258
 91 304 00 37 30  -0.278   2.219  -0.208   2.259
 91 304 00 38 30  -0.417   2.233  -0.080   2.284
 91 304 00 39 30  -0.278   2.265  -0.112   2.286
 91 304 00 40 30  -0.287   2.276  -0.174   2.305
 91 304 00 41 30  -0.736   2.144  -0.094   2.271
 91 304 00 42 30  -0.791   2.140  -0.057   2.284
 91 304 00 43 30  -0.501   2.266  -0.126   2.328
 91 304 00 44 30  -0.270   2.358  -0.236   2.387
 91 304 00 45 30  -0.218   2.376  -0.320   2.408
 91 304 00 46 30  -0.180   2.376  -0.357   2.409
 91 304 00 47 30  -0.161   2.377  -0.385   2.414
 91 304 00 48 30  -0.279   2.372  -0.265   2.405
 91 304 00 49 30  -0.389   2.339  -0.333   2.398
