 91 350 00 00 30   0.206  -0.177  -0.034   0.274
 91 350 00 01 30   0.217  -0.159  -0.033   0.272
 91 350 00 02 30   0.234  -0.132  -0.030   0.271
 91 350 00 03 30   0.234  -0.123  -0.050   0.270
 91 350 00 04 30   0.225  -0.128  -0.057   0.265
 91 350 00 05 30   0.224  -0.132  -0.049   0.265
 91 350 00 06 30   0.224  -0.132  -0.046   0.264
 91 350 00 07 30   0.209  -0.138  -0.085   0.265
 91 350 00 08 30   0.197  -0.125  -0.110   0.259
 91 350 00 09 30   0.205  -0.124  -0.084   0.255
 91 350 00 10 30   0.226  -0.115  -0.036   0.257
 91 350 00 11 30   0.208  -0.136  -0.040   0.260
 91 350 00 12 30   0.121  -0.214   0.064   0.257
 91 350 00 13 30   0.210  -0.123  -0.036   0.251
 91 350 00 14 30   0.190  -0.155  -0.041   0.253
 91 350 00 15 30   0.182  -0.131  -0.102   0.250
 91 350 00 16 30   0.174  -0.132  -0.104   0.245
 91 350 00 17 30   0.192  -0.103  -0.112   0.246
 91 350 00 18 30   0.145  -0.135  -0.132   0.239
 91 350 00 19 30   0.156  -0.129  -0.115   0.235
 91 350 00 20 30   0.188  -0.108  -0.073   0.230
 91 350 00 21 30   0.202  -0.109  -0.050   0.236
 91 350 00 22 30   0.196  -0.119  -0.050   0.235
 91 350 00 23 30   0.191  -0.127  -0.051   0.236
 91 350 00 24 30   0.223  -0.082  -0.012   0.238
 91 350 00 25 30   0.225  -0.083   0.005   0.240
 91 350 00 26 30   0.215  -0.100  -0.001   0.237
 91 350 00 27 30   0.222  -0.096   0.004   0.242
 91 350 00 28 30   0.223  -0.094   0.023   0.244
 91 350 00 29 30   0.228  -0.074   0.057   0.247
 91 350 00 30 30   0.234  -0.054   0.037   0.243
 91 350 00 31 30   0.231  -0.033   0.050   0.240
 91 350 00 32 30   0.223  -0.003   0.092   0.242
 91 350 00 33 30   0.220  -0.029   0.084   0.238
 91 350 00 34 30   0.223  -0.012   0.079   0.238
 91 350 00 35 30   0.223  -0.047   0.065   0.238
 91 350 00 36 30   0.225  -0.015   0.051   0.233
 91 350 00 37 30   0.233  -0.035   0.034   0.239
 91 350 00 38 30   0.233  -0.050   0.018   0.239
 91 350 00 39 30   0.229  -0.059   0.018   0.238
 91 350 00 40 30   0.236  -0.061   0.032   0.246
 91 350 00 41 30   0.235  -0.081   0.026   0.251
 91 350 00 42 30   0.228  -0.110  -0.001   0.254
 91 350 00 43 30   0.218  -0.109   0.002   0.245
 91 350 00 44 30   0.212  -0.106   0.019   0.240
 91 350 00 45 30   0.215  -0.081   0.053   0.237
 91 350 00 46 30   0.222  -0.104   0.011   0.246
 91 350 00 47 30   0.214  -0.121  -0.005   0.247
 91 350 00 48 30   0.210  -0.112   0.042   0.246
 91 350 00 49 30   0.212  -0.068   0.098   0.244
 91 350 00 50 30   0.213  -0.056   0.105   0.245
 91 350 00 51 30   0.217  -0.057   0.100   0.246
 91 350 00 55 30   0.195  -0.113   0.088   0.242
 91 350 00 56 30   0.206  -0.098   0.076   0.241
 91 350 00 57 30   0.214  -0.076   0.067   0.238
 91 350 00 58 30   0.206  -0.114   0.041   0.240
 91 350 00 59 30   0.188  -0.072   0.123   0.237
 91 350 01 00 30   0.191  -0.075   0.104   0.231
 91 350 01 01 30   0.201  -0.080   0.064   0.226
 91 350 01 02 30   0.195  -0.055   0.096   0.226
 91 350 01 03 30   0.207   0.000   0.076   0.225
 91 350 01 04 30   0.198  -0.086   0.031   0.219
 91 350 01 05 30   0.187  -0.114   0.033   0.223
 91 350 01 06 30   0.193  -0.082   0.097   0.232
 91 350 01 07 30   0.194  -0.062   0.104   0.230
 91 350 01 08 30   0.211  -0.063   0.074   0.233
 91 350 01 09 30   0.212  -0.073   0.070   0.235
 91 350 01 10 30   0.219  -0.070   0.073   0.241
 91 350 01 11 30   0.222  -0.087   0.054   0.245
 91 350 01 12 30   0.204  -0.098   0.083   0.242
 91 350 01 13 30   0.212  -0.106   0.046   0.244
 91 350 01 14 30   0.205  -0.109   0.067   0.243
 91 350 01 15 30   0.212  -0.104  -0.017   0.238
 91 350 01 16 30   0.213  -0.100   0.002   0.236
 91 350 01 17 30   0.223  -0.069   0.047   0.239
 91 350 01 18 30   0.218  -0.076   0.065   0.240
 91 350 01 19 30   0.209  -0.069   0.105   0.245
 91 350 01 20 30   0.185  -0.058   0.150   0.245
 91 350 01 21 30   0.212  -0.076   0.048   0.234
 91 350 01 22 30   0.216  -0.097   0.014   0.238
 91 350 01 23 30   0.199  -0.123   0.018   0.237
 91 350 01 24 30   0.195  -0.113   0.066   0.236
 91 350 01 25 30   0.202  -0.112   0.050   0.238
 91 350 01 26 30   0.209  -0.103   0.059   0.241
 91 350 01 27 30   0.214  -0.090   0.057   0.240
 91 350 01 28 30   0.216  -0.081   0.077   0.243
 91 350 01 29 30   0.214  -0.070   0.105   0.249
 91 350 01 30 30   0.220  -0.086   0.075   0.249
 91 350 01 31 30   0.225  -0.110   0.035   0.254
 91 350 01 32 30   0.225  -0.111   0.038   0.255
 91 350 01 33 30   0.225  -0.120   0.023   0.257
 91 350 01 34 30   0.220  -0.139  -0.007   0.262
 91 350 01 35 30   0.245  -0.078   0.014   0.258
 91 350 01 36 30   0.248  -0.072  -0.007   0.263
 91 350 01 37 30   0.247  -0.068   0.020   0.258
 91 350 01 38 30   0.234  -0.090   0.034   0.254
 91 350 01 39 30   0.239  -0.089   0.049   0.260
 91 350 01 40 30   0.240  -0.098   0.049   0.264
 91 350 01 41 30   0.242  -0.113   0.059   0.274
 91 350 01 42 30   0.250  -0.108   0.059   0.279
 91 350 01 43 30   0.249  -0.107   0.051   0.276
 91 350 01 44 30   0.251  -0.114   0.043   0.281
 91 350 01 45 30   0.195  -0.192   0.008   0.276
 91 350 01 46 30   0.219  -0.145   0.001   0.265
 91 350 01 47 30   0.246  -0.102   0.030   0.268
 91 350 01 48 30   0.252  -0.108   0.025   0.275
 91 350 01 49 30   0.241  -0.126   0.032   0.275
 91 350 01 50 30   0.241  -0.131   0.031   0.277
 91 350 01 51 30   0.250  -0.120   0.031   0.280
 91 350 01 52 30   0.238  -0.142   0.028   0.279
