 SWICS EFFICIENCIES FOR HE

 incident ion: Z= 2, M=  4.003 amu
 carbon foil thickness= 2.5 microg/squarecm
 detector threshold= 40.0 keV, electronic FWHM= 12.0 keV
 electrons needed to trigger MCPs: TH1=1.10, TH2=1.10
 constants for sec. electrons: CONST1=0.530, CONST2=0.500

     ETOT    EPERM    EFOIL    ETOTF    EMEAS    FWHMT    PROB1   PROBSE    PROB2   PROBST    PROBT    PROB3    P3/P1    P2*P3
    [keV]  [keV/u]    [keV]    [keV]    [keV]    [keV]

  64.00	   0.0	      0.0	 0.0	 0.0	  0.0	4.70E-001     0.0   4.02E-001	 0.0   0.0	7.90E-001   1.68   0.32
  59.12    0.0        0.0        0.0     0.0      0.0	4.53E-001     0.0   3.88E-001    0.0   0.0	7.90E-001   1.74   0.31
  53.62    0.0        0.0        0.0     0.0      0.0	4.50E-001     0.0   3.65E-001    0.0   0.0	7.66E-001    1.7   0.28
  47.36    0.0        0.0        0.0     0.0      0.0	4.02E-001     0.0   3.49E-001    0.0   0.0	6.61E-001   1.64   0.23
  41.48    0.0        0.0        0.0     0.0      0.0	3.64E-001     0.0   3.17E-001    0.0   0.0	3.91E-001   1.07   0.12
  36.00    0.0        0.0        0.0     0.0      0.0	2.97E-001     0.0   2.82E-001    0.0   0.0	1.40E-001   0.47   0.04
  33.52    0.0        0.0        0.0     0.0      0.0	2.52E-001     0.0   2.81E-001    0.0   0.0	4.32E-002   0.17   0.01
  29.76    0.0        0.0        0.0     0.0      0.0	2.09E-001     0.0   2.54E-001    0.0   0.0	2.87E-002   0.14   0.01
  25.84    0.0        0.0        0.0     0.0      0.0	1.97E-001     0.0   2.13E-001    0.0   0.0	2.05E-002    0.1      0
  21.80    0.0        0.0        0.0     0.0      0.0	1.06E-001     0.0   1.71E-001    0.0   0.0	3.92E-002   0.37   0.01
