Step : 1	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
Ne1+		495.06	2.11	9.90	9.90	1.50	1.50	279.67	20.00	1.00		0.00
Mg1+		547.63	1.93	10.95	10.95	1.50	1.50	255.30	24.00	1.00		0.00
Si1+		626.35	1.65	12.53	12.53	1.50	1.50	236.36	28.00	1.00		0.00
S1+		686.85	1.51	13.74	13.74	1.50	1.50	221.10	32.00	1.00		0.00
Ca1+		798.94	1.30	15.98	15.98	1.50	1.50	197.76	40.00	1.00		0.00
Fe1+		1009.96	300.00	20.20	20.20	30.00	30.00	167.13	56.00	1.00		0.00
Step : 24	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		105.62	5.87	2.11	2.11	1.50	1.50	1206.62	1.00	1.00		0.00
3He1+		184.41	5.26	3.69	3.69	1.50	1.50	696.64	3.00	1.00		0.00
He1+		212.77	5.13	4.26	4.26	1.50	1.50	603.31	4.00	1.00		0.00
C1+		381.36	3.02	7.63	7.63	1.50	1.50	348.32	12.00	1.00		0.00
O1+		446.98	2.37	8.94	8.94	1.50	1.50	301.65	16.00	1.00		0.00
N1+		416.45	2.71	8.33	8.33	1.50	1.50	322.48	14.00	1.00		0.00
Ne1+		500.22	2.07	10.00	10.00	1.50	1.50	269.81	20.00	1.00		0.00
Mg1+		553.58	1.90	11.07	11.07	1.50	1.50	246.30	24.00	1.00		0.00
Si1+		633.80	1.62	12.68	12.68	1.50	1.50	228.03	28.00	1.00		0.00
S1+		695.47	1.48	13.91	13.91	1.50	1.50	213.30	32.00	1.00		0.00
Ca1+		809.82	1.27	16.20	16.20	1.50	1.50	190.78	40.00	1.00		0.00
Fe1+		1025.29	300.00	20.51	20.51	30.00	30.00	161.24	56.00	1.00		0.00
Step : 25	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		106.50	5.78	2.13	2.13	1.50	1.50	1164.07	1.00	1.00		0.00
3He1+		185.98	5.17	3.72	3.72	1.50	1.50	672.08	3.00	1.00		0.00
He1+		214.55	5.05	4.29	4.29	1.50	1.50	582.04	4.00	1.00		0.00
C1+		384.87	2.96	7.70	7.70	1.50	1.50	336.04	12.00	1.00		0.00
O1+		451.27	2.32	9.03	9.03	1.50	1.50	291.02	16.00	1.00		0.00
N1+		420.43	2.65	8.41	8.41	1.50	1.50	311.11	14.00	1.00		0.00
Ne1+		505.17	2.03	10.10	10.10	1.50	1.50	260.29	20.00	1.00		0.00
Mg1+		559.29	1.86	11.19	11.19	1.50	1.50	237.62	24.00	1.00		0.00
Si1+		640.99	1.59	12.82	12.82	1.50	1.50	219.99	28.00	1.00		0.00
S1+		703.78	1.45	14.08	14.08	1.50	1.50	205.78	32.00	1.00		0.00
Ca1+		820.34	1.25	16.41	16.41	1.50	1.50	184.06	40.00	1.00		0.00
Fe1+		1040.15	300.00	20.80	20.80	30.00	30.00	155.56	56.00	1.00		0.00
Step : 26	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		107.35	5.69	2.15	2.15	1.50	1.50	1123.03	1.00	1.00		0.00
3He1+		187.48	5.09	3.75	3.75	1.50	1.50	648.38	3.00	1.00		0.00
He1+		216.25	4.97	4.33	4.33	1.50	1.50	561.52	4.00	1.00		0.00
C1+		388.23	2.91	7.76	7.76	1.50	1.50	324.19	12.00	1.00		0.00
O1+		455.37	2.28	9.11	9.11	1.50	1.50	280.76	16.00	1.00		0.00
N1+		424.22	2.60	8.48	8.48	1.50	1.50	300.14	14.00	1.00		0.00
Ne1+		509.91	1.99	10.20	10.20	1.50	1.50	251.12	20.00	1.00		0.00
Mg1+		564.77	1.83	11.30	11.30	1.50	1.50	229.24	24.00	1.00		0.00
Si1+		647.89	1.56	12.96	12.96	1.50	1.50	212.23	28.00	1.00		0.00
S1+		711.79	1.42	14.24	14.24	1.50	1.50	198.53	32.00	1.00		0.00
Ca1+		830.49	1.23	16.61	16.61	1.50	1.50	177.57	40.00	1.00		0.00
Fe1+		1054.55	300.00	21.09	21.09	30.00	30.00	150.07	56.00	1.00		0.00
Step : 27	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		108.16	5.61	2.16	2.16	1.50	1.50	1083.43	1.00	1.00		0.00
3He1+		188.90	5.02	3.78	3.78	1.50	1.50	625.52	3.00	1.00		0.00
He1+		217.87	4.89	4.36	4.36	1.50	1.50	541.72	4.00	1.00		0.00
C1+		391.45	2.85	7.83	7.83	1.50	1.50	312.76	12.00	1.00		0.00
O1+		459.29	2.24	9.19	9.19	1.50	1.50	270.86	16.00	1.00		0.00
N1+		427.84	2.55	8.56	8.56	1.50	1.50	289.56	14.00	1.00		0.00
Ne1+		514.45	1.96	10.29	10.29	1.50	1.50	242.26	20.00	1.00		0.00
Mg1+		570.02	1.80	11.40	11.40	1.50	1.50	221.16	24.00	1.00		0.00
Si1+		654.52	1.54	13.09	13.09	1.50	1.50	204.75	28.00	1.00		0.00
S1+		719.48	1.40	14.39	14.39	1.50	1.50	191.53	32.00	1.00		0.00
Ca1+		840.27	1.21	16.81	16.81	1.50	1.50	171.31	40.00	1.00		0.00
Fe1+		1068.45	300.00	21.37	21.37	30.00	30.00	144.78	56.00	1.00		0.00
Step : 28	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		108.92	5.54	2.18	2.18	1.50	1.50	1045.23	1.00	1.00		0.00
3He1+		190.26	4.95	3.81	3.81	1.50	1.50	603.47	3.00	1.00		0.00
He1+		219.41	4.83	4.39	4.39	1.50	1.50	522.62	4.00	1.00		0.00
C1+		394.51	2.81	7.89	7.89	1.50	1.50	301.73	12.00	1.00		0.00
O1+		463.03	2.20	9.26	9.26	1.50	1.50	261.31	16.00	1.00		0.00
N1+		431.29	2.51	8.63	8.63	1.50	1.50	279.35	14.00	1.00		0.00
Ne1+		518.78	1.93	10.38	10.38	1.50	1.50	233.72	20.00	1.00		0.00
Mg1+		575.04	1.77	11.50	11.50	1.50	1.50	213.36	24.00	1.00		0.00
Si1+		660.87	1.51	13.22	13.22	1.50	1.50	197.53	28.00	1.00		0.00
S1+		726.87	1.38	14.54	14.54	1.50	1.50	184.77	32.00	1.00		0.00
Ca1+		849.69	1.19	16.99	16.99	1.50	1.50	165.27	40.00	1.00		0.00
Fe1+		1081.86	300.00	21.64	21.64	30.00	30.00	139.68	56.00	1.00		0.00
Step : 29	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		109.65	5.47	2.19	2.19	1.50	1.50	1008.38	1.00	1.00		0.00
3He1+		191.54	4.88	3.83	3.83	1.50	1.50	582.19	3.00	1.00		0.00
He1+		220.88	4.76	4.42	4.42	1.50	1.50	504.19	4.00	1.00		0.00
C1+		397.43	2.76	7.95	7.95	1.50	1.50	291.09	12.00	1.00		0.00
O1+		466.59	2.16	9.33	9.33	1.50	1.50	252.10	16.00	1.00		0.00
N1+		434.58	2.47	8.69	8.69	1.50	1.50	269.50	14.00	1.00		0.00
Ne1+		522.92	1.90	10.46	10.46	1.50	1.50	225.48	20.00	1.00		0.00
Mg1+		579.83	1.74	11.60	11.60	1.50	1.50	205.83	24.00	1.00		0.00
Si1+		666.95	1.49	13.34	13.34	1.50	1.50	190.57	28.00	1.00		0.00
S1+		733.95	1.36	14.68	14.68	1.50	1.50	178.26	32.00	1.00		0.00
Ca1+		858.72	1.17	17.17	17.17	1.50	1.50	159.44	40.00	1.00		0.00
Fe1+		1094.77	300.00	21.90	21.90	30.00	30.00	134.75	56.00	1.00		0.00
Step : 30	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		110.34	5.40	2.21	2.21	1.50	1.50	972.83	1.00	1.00		0.00
3He1+		192.77	4.82	3.86	3.86	1.50	1.50	561.66	3.00	1.00		0.00
He1+		222.27	4.70	4.45	4.45	1.50	1.50	486.41	4.00	1.00		0.00
C1+		400.21	2.72	8.00	8.00	1.50	1.50	280.83	12.00	1.00		0.00
O1+		469.98	2.13	9.40	9.40	1.50	1.50	243.21	16.00	1.00		0.00
N1+		437.70	2.43	8.75	8.75	1.50	1.50	260.00	14.00	1.00		0.00
Ne1+		526.86	1.88	10.54	10.54	1.50	1.50	217.53	20.00	1.00		0.00
Mg1+		584.40	1.72	11.69	11.69	1.50	1.50	198.58	24.00	1.00		0.00
Si1+		672.77	1.47	13.46	13.46	1.50	1.50	183.85	28.00	1.00		0.00
S1+		740.72	1.34	14.81	14.81	1.50	1.50	171.97	32.00	1.00		0.00
Ca1+		867.38	1.15	17.35	17.35	1.50	1.50	153.82	40.00	1.00		0.00
Fe1+		1107.17	300.00	22.14	22.14	30.00	30.00	130.00	56.00	1.00		0.00
Step : 31	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		111.00	5.35	2.22	2.22	1.50	1.50	938.53	1.00	1.00		0.00
3He1+		193.92	4.77	3.88	3.88	1.50	1.50	541.86	3.00	1.00		0.00
He1+		223.58	4.65	4.47	4.47	1.50	1.50	469.26	4.00	1.00		0.00
C1+		402.84	2.68	8.06	8.06	1.50	1.50	270.93	12.00	1.00		0.00
O1+		473.20	2.10	9.46	9.46	1.50	1.50	234.63	16.00	1.00		0.00
N1+		440.66	2.40	8.81	8.81	1.50	1.50	250.83	14.00	1.00		0.00
Ne1+		530.60	1.85	10.61	10.61	1.50	1.50	209.86	20.00	1.00		0.00
Mg1+		588.75	1.70	11.78	11.78	1.50	1.50	191.58	24.00	1.00		0.00
Si1+		678.31	1.45	13.57	13.57	1.50	1.50	177.36	28.00	1.00		0.00
S1+		747.19	1.32	14.94	14.94	1.50	1.50	165.91	32.00	1.00		0.00
Ca1+		875.67	1.14	17.51	17.51	1.50	1.50	148.39	40.00	1.00		0.00
Fe1+		1119.07	300.00	22.38	22.38	30.00	30.00	125.42	56.00	1.00		0.00
Step : 32	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		111.62	5.29	2.23	2.23	1.50	1.50	905.44	1.00	1.00		0.00
3He1+		195.02	4.71	3.90	3.90	1.50	1.50	522.75	3.00	1.00		0.00
He1+		224.83	4.60	4.50	4.50	1.50	1.50	452.72	4.00	1.00		0.00
C1+		405.35	2.65	8.11	8.11	1.50	1.50	261.38	12.00	1.00		0.00
O1+		476.26	2.08	9.53	9.53	1.50	1.50	226.36	16.00	1.00		0.00
N1+		443.46	2.37	8.87	8.87	1.50	1.50	241.99	14.00	1.00		0.00
Ne1+		534.17	1.83	10.68	10.68	1.50	1.50	202.46	20.00	1.00		0.00
Mg1+		592.89	1.68	11.86	11.86	1.50	1.50	184.82	24.00	1.00		0.00
Si1+		683.59	1.43	13.67	13.67	1.50	1.50	171.11	28.00	1.00		0.00
S1+		753.37	1.30	15.07	15.07	1.50	1.50	160.06	32.00	1.00		0.00
Ca1+		883.60	1.13	17.67	17.67	1.50	1.50	143.16	40.00	1.00		0.00
Fe1+		1130.47	300.00	22.61	22.61	30.00	30.00	120.99	56.00	1.00		0.00
Step : 33	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		112.20	5.24	2.24	2.24	1.50	1.50	873.51	1.00	1.00		0.00
3He1+		196.06	4.66	3.92	3.92	1.50	1.50	504.32	3.00	1.00		0.00
He1+		226.01	4.55	4.52	4.52	1.50	1.50	436.76	4.00	1.00		0.00
C1+		407.72	2.62	8.15	8.15	1.50	1.50	252.16	12.00	1.00		0.00
O1+		479.16	2.05	9.58	9.58	1.50	1.50	218.38	16.00	1.00		0.00
N1+		446.12	2.34	8.92	8.92	1.50	1.50	233.46	14.00	1.00		0.00
Ne1+		537.55	1.81	10.75	10.75	1.50	1.50	195.32	20.00	1.00		0.00
Mg1+		596.83	1.66	11.94	11.94	1.50	1.50	178.30	24.00	1.00		0.00
Si1+		688.62	1.42	13.77	13.77	1.50	1.50	165.08	28.00	1.00		0.00
S1+		759.25	1.29	15.18	15.18	1.50	1.50	154.42	32.00	1.00		0.00
Ca1+		891.16	1.11	17.82	17.82	1.50	1.50	138.11	40.00	1.00		0.00
Fe1+		1141.38	300.00	22.83	22.83	30.00	30.00	116.73	56.00	1.00		0.00
Step : 34	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		112.76	5.19	2.26	2.26	1.50	1.50	842.71	1.00	1.00		0.00
3He1+		197.04	4.62	3.94	3.94	1.50	1.50	486.54	3.00	1.00		0.00
He1+		227.12	4.51	4.54	4.54	1.50	1.50	421.36	4.00	1.00		0.00
C1+		409.96	2.59	8.20	8.20	1.50	1.50	243.27	12.00	1.00		0.00
O1+		481.90	2.03	9.64	9.64	1.50	1.50	210.68	16.00	1.00		0.00
N1+		448.63	2.31	8.97	8.97	1.50	1.50	225.22	14.00	1.00		0.00
Ne1+		540.75	1.79	10.82	10.82	1.50	1.50	188.44	20.00	1.00		0.00
Mg1+		600.56	1.64	12.01	12.01	1.50	1.50	172.02	24.00	1.00		0.00
Si1+		693.40	1.40	13.87	13.87	1.50	1.50	159.26	28.00	1.00		0.00
S1+		764.84	1.27	15.30	15.30	1.50	1.50	148.97	32.00	1.00		0.00
Ca1+		898.37	1.10	17.97	17.97	1.50	1.50	133.24	40.00	1.00		0.00
Fe1+		1151.80	300.00	23.04	23.04	30.00	30.00	112.61	56.00	1.00		0.00
Step : 35	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		113.28	5.15	2.27	2.27	1.50	1.50	813.00	1.00	1.00		0.00
3He1+		197.97	4.58	3.96	3.96	1.50	1.50	469.39	3.00	1.00		0.00
He1+		228.17	4.47	4.56	4.56	1.50	1.50	406.50	4.00	1.00		0.00
C1+		412.09	2.56	8.24	8.24	1.50	1.50	234.69	12.00	1.00		0.00
O1+		484.50	2.01	9.69	9.69	1.50	1.50	203.25	16.00	1.00		0.00
N1+		451.00	2.28	9.02	9.02	1.50	1.50	217.28	14.00	1.00		0.00
Ne1+		543.79	1.77	10.88	10.88	1.50	1.50	181.79	20.00	1.00		0.00
Mg1+		604.10	1.63	12.08	12.08	1.50	1.50	165.95	24.00	1.00		0.00
Si1+		697.94	1.39	13.96	13.96	1.50	1.50	153.64	28.00	1.00		0.00
S1+		770.16	1.26	15.40	15.40	1.50	1.50	143.72	32.00	1.00		0.00
Ca1+		905.23	300.00	18.10	18.10	30.00	30.00	128.55	40.00	1.00		0.00
Fe1+		1161.73	300.00	23.23	23.23	30.00	30.00	108.64	56.00	1.00		0.00
Step : 36	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		113.78	5.10	2.28	2.28	1.50	1.50	784.34	1.00	1.00		0.00
3He1+		198.84	4.54	3.98	3.98	1.50	1.50	452.84	3.00	1.00		0.00
He1+		229.16	4.43	4.58	4.58	1.50	1.50	392.17	4.00	1.00		0.00
C1+		414.09	2.53	8.28	8.28	1.50	1.50	226.42	12.00	1.00		0.00
O1+		486.96	1.99	9.74	9.74	1.50	1.50	196.08	16.00	1.00		0.00
N1+		453.24	2.26	9.06	9.06	1.50	1.50	209.62	14.00	1.00		0.00
Ne1+		546.66	1.76	10.93	10.93	1.50	1.50	175.38	20.00	1.00		0.00
Mg1+		607.45	1.61	12.15	12.15	1.50	1.50	160.10	24.00	1.00		0.00
Si1+		702.24	1.38	14.04	14.04	1.50	1.50	148.23	28.00	1.00		0.00
S1+		775.21	1.25	15.50	15.50	1.50	1.50	138.65	32.00	1.00		0.00
Ca1+		911.75	300.00	18.24	18.24	30.00	30.00	124.01	40.00	1.00		0.00
Fe1+		1171.19	300.00	23.42	23.42	30.00	30.00	104.81	56.00	1.00		0.00
Step : 37	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		114.24	5.07	2.28	2.28	1.50	1.50	756.68	1.00	1.00		0.00
3He1+		199.66	4.50	3.99	3.99	1.50	1.50	436.87	3.00	1.00		0.00
He1+		230.10	4.39	4.60	4.60	1.50	1.50	378.34	4.00	1.00		0.00
C1+		415.98	2.51	8.32	8.32	1.50	1.50	218.43	12.00	1.00		0.00
O1+		489.28	1.97	9.79	9.79	1.50	1.50	189.17	16.00	1.00		0.00
N1+		455.36	2.24	9.11	9.11	1.50	1.50	202.23	14.00	1.00		0.00
Ne1+		549.38	1.74	10.99	10.99	1.50	1.50	169.20	20.00	1.00		0.00
Mg1+		610.61	1.60	12.21	12.21	1.50	1.50	154.46	24.00	1.00		0.00
Si1+		706.32	1.36	14.13	14.13	1.50	1.50	143.00	28.00	1.00		0.00
S1+		780.00	1.24	15.60	15.60	1.50	1.50	133.76	32.00	1.00		0.00
Ca1+		917.94	300.00	18.36	18.36	30.00	30.00	119.64	40.00	1.00		0.00
Fe1+		1180.19	300.00	23.60	23.60	30.00	30.00	101.12	56.00	1.00		0.00
Step : 38	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		114.68	5.03	2.29	2.29	1.50	1.50	730.00	1.00	1.00		0.00
3He1+		200.44	4.47	4.01	4.01	1.50	1.50	421.47	3.00	1.00		0.00
He1+		230.98	4.36	4.62	4.62	1.50	1.50	365.00	4.00	1.00		0.00
C1+		417.77	2.49	8.36	8.36	1.50	1.50	210.73	12.00	1.00		0.00
O1+		491.47	1.95	9.83	9.83	1.50	1.50	182.50	16.00	1.00		0.00
N1+		457.35	2.22	9.15	9.15	1.50	1.50	195.10	14.00	1.00		0.00
Ne1+		551.94	1.73	11.04	11.04	1.50	1.50	163.23	20.00	1.00		0.00
Mg1+		613.61	1.59	12.27	12.27	1.50	1.50	149.01	24.00	1.00		0.00
Si1+		710.17	1.35	14.20	14.20	1.50	1.50	137.96	28.00	1.00		0.00
S1+		784.53	1.23	15.69	15.69	1.50	1.50	129.05	32.00	1.00		0.00
Ca1+		923.81	300.00	18.48	18.48	30.00	30.00	115.42	40.00	1.00		0.00
Fe1+		1188.74	300.00	23.77	23.77	30.00	30.00	97.55	56.00	1.00		0.00
Step : 39	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		115.09	5.00	2.30	2.30	1.50	1.50	704.26	1.00	1.00		0.00
3He1+		201.17	4.44	4.02	4.02	1.50	1.50	406.61	3.00	1.00		0.00
He1+		231.81	4.33	4.64	4.64	1.50	1.50	352.13	4.00	1.00		0.00
C1+		419.45	2.47	8.39	8.39	1.50	1.50	203.30	12.00	1.00		0.00
O1+		493.54	1.94	9.87	9.87	1.50	1.50	176.07	16.00	1.00		0.00
N1+		459.23	2.20	9.18	9.18	1.50	1.50	188.22	14.00	1.00		0.00
Ne1+		554.36	1.72	11.09	11.09	1.50	1.50	157.48	20.00	1.00		0.00
Mg1+		616.43	1.58	12.33	12.33	1.50	1.50	143.76	24.00	1.00		0.00
Si1+		713.82	1.34	14.28	14.28	1.50	1.50	133.09	28.00	1.00		0.00
S1+		788.81	1.22	15.78	15.78	1.50	1.50	124.50	32.00	1.00		0.00
Ca1+		929.38	300.00	18.59	18.59	30.00	30.00	111.35	40.00	1.00		0.00
Fe1+		1196.85	300.00	23.94	23.94	30.00	30.00	94.11	56.00	1.00		0.00
Step : 40	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		115.48	4.97	2.31	2.31	1.50	1.50	679.43	1.00	1.00		0.00
3He1+		201.85	4.41	4.04	4.04	1.50	1.50	392.27	3.00	1.00		0.00
He1+		232.59	4.30	4.65	4.65	1.50	1.50	339.72	4.00	1.00		0.00
C1+		421.03	2.45	8.42	8.42	1.50	1.50	196.14	12.00	1.00		0.00
O1+		495.49	1.92	9.91	9.91	1.50	1.50	169.86	16.00	1.00		0.00
N1+		460.99	2.18	9.22	9.22	1.50	1.50	181.59	14.00	1.00		0.00
Ne1+		556.64	1.70	11.13	11.13	1.50	1.50	151.93	20.00	1.00		0.00
Mg1+		619.10	1.56	12.38	12.38	1.50	1.50	138.69	24.00	1.00		0.00
Si1+		717.26	1.33	14.35	14.35	1.50	1.50	128.40	28.00	1.00		0.00
S1+		792.87	1.21	15.86	15.86	1.50	1.50	120.11	32.00	1.00		0.00
Ca1+		934.64	300.00	18.69	18.69	30.00	30.00	107.43	40.00	1.00		0.00
Fe1+		1204.54	300.00	24.09	24.09	30.00	30.00	90.79	56.00	1.00		0.00
Step : 41	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		115.84	4.94	2.32	2.32	1.50	1.50	655.48	1.00	1.00		0.00
3He1+		202.50	4.38	4.05	4.05	1.50	1.50	378.44	3.00	1.00		0.00
He1+		233.32	4.27	4.67	4.67	1.50	1.50	327.74	4.00	1.00		0.00
C1+		422.52	2.43	8.45	8.45	1.50	1.50	189.22	12.00	1.00		0.00
O1+		497.32	1.91	9.95	9.95	1.50	1.50	163.87	16.00	1.00		0.00
N1+		462.66	2.16	9.25	9.25	1.50	1.50	175.18	14.00	1.00		0.00
Ne1+		558.79	1.69	11.18	11.18	1.50	1.50	146.57	20.00	1.00		0.00
Mg1+		621.61	1.55	12.43	12.43	1.50	1.50	133.80	24.00	1.00		0.00
Si1+		720.51	1.32	14.41	14.41	1.50	1.50	123.87	28.00	1.00		0.00
S1+		796.69	1.20	15.93	15.93	1.50	1.50	115.87	32.00	1.00		0.00
Ca1+		939.61	300.00	18.79	18.79	30.00	30.00	103.64	40.00	1.00		0.00
Fe1+		1211.82	300.00	24.24	24.24	30.00	30.00	87.59	56.00	1.00		0.00
Step : 42	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		116.19	4.91	2.32	2.32	1.50	1.50	632.36	1.00	1.00		0.00
3He1+		203.10	4.36	4.06	4.06	1.50	1.50	365.10	3.00	1.00		0.00
He1+		234.01	4.25	4.68	4.68	1.50	1.50	316.18	4.00	1.00		0.00
C1+		423.92	2.41	8.48	8.48	1.50	1.50	182.55	12.00	1.00		0.00
O1+		499.04	1.90	9.98	9.98	1.50	1.50	158.09	16.00	1.00		0.00
N1+		464.22	2.15	9.28	9.28	1.50	1.50	169.01	14.00	1.00		0.00
Ne1+		560.81	1.68	11.22	11.22	1.50	1.50	141.40	20.00	1.00		0.00
Mg1+		623.98	1.54	12.48	12.48	1.50	1.50	129.08	24.00	1.00		0.00
Si1+		723.58	1.31	14.47	14.47	1.50	1.50	119.51	28.00	1.00		0.00
S1+		800.30	1.20	16.01	16.01	1.50	1.50	111.79	32.00	1.00		0.00
Ca1+		944.31	300.00	18.89	18.89	30.00	30.00	99.99	40.00	1.00		0.00
Fe1+		1218.70	300.00	24.37	24.37	30.00	30.00	84.50	56.00	1.00		0.00
Step : 43	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		116.51	4.88	2.33	2.33	1.50	1.50	610.07	1.00	1.00		0.00
3He1+		203.67	4.33	4.07	4.07	1.50	1.50	352.22	3.00	1.00		0.00
He1+		234.65	4.23	4.69	4.69	1.50	1.50	305.03	4.00	1.00		0.00
C1+		425.23	2.40	8.50	8.50	1.50	1.50	176.11	12.00	1.00		0.00
O1+		500.66	1.88	10.01	10.01	1.50	1.50	152.52	16.00	1.00		0.00
N1+		465.69	2.13	9.31	9.31	1.50	1.50	163.05	14.00	1.00		0.00
Ne1+		562.71	1.67	11.25	11.25	1.50	1.50	136.42	20.00	1.00		0.00
Mg1+		626.21	1.54	12.52	12.52	1.50	1.50	124.53	24.00	1.00		0.00
Si1+		726.46	1.31	14.53	14.53	1.50	1.50	115.29	28.00	1.00		0.00
S1+		803.71	1.19	16.07	16.07	1.50	1.50	107.85	32.00	1.00		0.00
Ca1+		948.75	300.00	18.97	18.97	30.00	30.00	96.46	40.00	1.00		0.00
Fe1+		1225.21	300.00	24.50	24.50	30.00	30.00	81.52	56.00	1.00		0.00
Step : 44	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		116.81	4.86	2.34	2.34	1.50	1.50	588.56	1.00	1.00		0.00
3He1+		204.21	4.31	4.08	4.08	1.50	1.50	339.80	3.00	1.00		0.00
He1+		235.26	4.21	4.71	4.71	1.50	1.50	294.28	4.00	1.00		0.00
C1+		426.46	2.38	8.53	8.53	1.50	1.50	169.90	12.00	1.00		0.00
O1+		502.19	1.87	10.04	10.04	1.50	1.50	147.14	16.00	1.00		0.00
N1+		467.07	2.12	9.34	9.34	1.50	1.50	157.30	14.00	1.00		0.00
Ne1+		564.50	1.66	11.29	11.29	1.50	1.50	131.61	20.00	1.00		0.00
Mg1+		628.30	1.53	12.57	12.57	1.50	1.50	120.14	24.00	1.00		0.00
Si1+		729.18	1.30	14.58	14.58	1.50	1.50	111.23	28.00	1.00		0.00
S1+		806.91	1.18	16.14	16.14	1.50	1.50	104.04	32.00	1.00		0.00
Ca1+		952.93	300.00	19.06	19.06	30.00	30.00	93.06	40.00	1.00		0.00
Fe1+		1231.35	300.00	24.63	24.63	30.00	30.00	78.65	56.00	1.00		0.00
Step : 45	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		117.09	4.84	2.34	2.34	1.50	1.50	567.81	1.00	1.00		0.00
3He1+		204.71	4.29	4.09	4.09	1.50	1.50	327.82	3.00	1.00		0.00
He1+		235.83	4.19	4.72	4.72	1.50	1.50	283.90	4.00	1.00		0.00
C1+		427.62	2.37	8.55	8.55	1.50	1.50	163.91	12.00	1.00		0.00
O1+		503.62	1.86	10.07	10.07	1.50	1.50	141.95	16.00	1.00		0.00
N1+		468.37	2.11	9.37	9.37	1.50	1.50	151.75	14.00	1.00		0.00
Ne1+		566.18	1.65	11.32	11.32	1.50	1.50	126.97	20.00	1.00		0.00
Mg1+		630.27	1.52	12.61	12.61	1.50	1.50	115.90	24.00	1.00		0.00
Si1+		731.73	1.29	14.63	14.63	1.50	1.50	107.31	28.00	1.00		0.00
S1+		809.93	1.18	16.20	16.20	1.50	1.50	100.38	32.00	1.00		0.00
Ca1+		956.86	300.00	19.14	19.14	30.00	30.00	89.78	40.00	1.00		0.00
Fe1+		1237.15	300.00	24.74	24.74	30.00	30.00	75.88	56.00	1.00		0.00
Step : 46	Numberions : 12
Name		xpos	ypos	sigxp	sigxm	sigyp	sigym	vel	mass	charge		peakhigh
H1+		117.36	4.82	2.35	2.35	1.50	1.50	547.79	1.00	1.00		0.00
3He1+		205.17	4.27	4.10	4.10	1.50	1.50	316.27	3.00	1.00		0.00
He1+		236.36	4.17	4.73	4.73	1.50	1.50	273.89	4.00	1.00		0.00
C1+		428.70	2.36	8.57	8.57	1.50	1.50	158.13	12.00	1.00		0.00
O1+		504.96	1.85	10.10	10.10	1.50	1.50	136.95	16.00	1.00		0.00
N1+		469.58	2.10	9.39	9.39	1.50	1.50	146.40	14.00	1.00		0.00
Ne1+		567.76	1.65	11.36	11.36	1.50	1.50	122.49	20.00	1.00		0.00
Mg1+		632.12	1.51	12.64	12.64	1.50	1.50	111.82	24.00	1.00		0.00
Si1+		734.14	1.29	14.68	14.68	1.50	1.50	103.52	28.00	1.00		0.00
S1+		812.77	1.17	16.26	16.26	1.50	1.50	96.84	32.00	1.00		0.00
