Ne   4.00   0.000  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   4.10   0.000  -4.502  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   4.20  -0.001  -2.606  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   4.30  -0.035  -1.106  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   4.40  -0.398  -0.222  -4.816  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   4.50  -1.195  -0.029  -2.843  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   4.60  -1.858  -0.021  -1.482  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   4.70  -2.296  -0.116  -0.640  -4.209  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   4.80  -2.743  -0.367  -0.247  -2.627  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   4.90  -3.268  -0.720  -0.108  -1.536  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ne   5.00  -3.872  -1.144  -0.120  -0.771  -3.752  99.999  99.999  99.999  99.999  99.999  99.999
Ne   5.10  -4.617  -1.697  -0.309  -0.315  -2.341  99.999  99.999  99.999  99.999  99.999  99.999
Ne   5.20  99.999  -2.386  -0.668  -0.132  -1.366  -3.760  99.999  99.999  99.999  99.999  99.999
Ne   5.30  99.999  -3.159  -1.136  -0.140  -0.707  -2.255  99.999  99.999  99.999  99.999  99.999
Ne   5.40  99.999  -4.043  -1.735  -0.340  -0.340  -1.179  -3.007  99.999  99.999  99.999  99.999
Ne   5.50  99.999  99.999  -2.523  -0.779  -0.292  -0.530  -1.608  -3.627  99.999  99.999  99.999
Ne   5.60  99.999  99.999  -3.538  -1.481  -0.571  -0.296  -0.744  -1.958  -3.061  99.999  99.999
Ne   5.70  99.999  99.999  -4.804  -2.465  -1.182  -0.464  -0.379  -0.928  -1.294  99.999  99.999
Ne   5.80  99.999  99.999  99.999  -3.871  -2.258  -1.152  -0.610  -0.606  -0.366  99.999  99.999
Ne   5.90  99.999  99.999  99.999  99.999  -3.696  -2.248  -1.309  -0.841  -0.096  99.999  99.999
Ne   6.00  99.999  99.999  99.999  99.999  99.999  -3.348  -2.061  -1.197  -0.033  99.999  99.999
Ne   6.10  99.999  99.999  99.999  99.999  99.999  -4.325  -2.730  -1.524  -0.014  -3.636  99.999
Ne   6.20  99.999  99.999  99.999  99.999  99.999  99.999  -3.288  -1.784  -0.009  -2.532  99.999
Ne   6.30  99.999  99.999  99.999  99.999  99.999  99.999  -3.732  -1.965  -0.015  -1.656  -4.266
Ne   6.40  99.999  99.999  99.999  99.999  99.999  99.999  -4.096  -2.097  -0.051  -0.996  -2.781
Ne   6.50  99.999  99.999  99.999  99.999  99.999  99.999  -4.462  -2.255  -0.157  -0.560  -1.667
Ne   6.60  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -2.515  -0.372  -0.351  -0.895
Ne   6.70  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -2.915  -0.721  -0.358  -0.431
Ne   6.80  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.434  -1.175  -0.523  -0.199
Ne   6.90  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.001  -1.662  -0.757  -0.095
Ne   7.00  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.566  -2.136  -1.003  -0.049
Ne   7.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -2.578  -1.235  -0.027
Ne   7.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -2.986  -1.448  -0.016
Ne   7.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.363  -1.641  -0.010
Ne   7.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.714  -1.817  -0.007
Ne   7.50  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.041  -1.979  -0.005
Ne   7.60  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.349  -2.129  -0.003
Ne   7.70  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.641  -2.268  -0.002
Ne   7.80  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -2.401  -0.002
Ne   7.90  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -2.533  -0.001
Ne   8.00  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -2.654  -0.001
