S    4.00  -0.158  -0.515  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    4.10  -0.881  -0.061  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    4.20  -1.765  -0.008  -3.139  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    4.30  -2.430  -0.011  -1.663  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    4.40  -2.846  -0.102  -0.682  -4.530  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    4.50  -3.256  -0.385  -0.233  -2.799  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    4.60  -3.711  -0.755  -0.094  -1.739  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    4.70  -4.180  -1.130  -0.081  -1.017  -3.880  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    4.80  -4.706  -1.543  -0.173  -0.529  -2.495  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    4.90  99.999  -2.041  -0.391  -0.259  -1.475  -4.810  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.00  99.999  -2.641  -0.741  -0.189  -0.773  -3.128  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.10  99.999  -3.357  -1.229  -0.312  -0.358  -1.899  -2.894  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.20  99.999  -4.209  -1.869  -0.630  -0.216  -1.073  -1.233  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.30  99.999  99.999  -2.874  -1.349  -0.536  -0.814  -0.293  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.40  99.999  99.999  -4.278  -2.493  -1.333  -1.110  -0.059  -3.551  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.50  99.999  99.999  99.999  -3.563  -2.094  -1.431  -0.022  -2.367  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.60  99.999  99.999  99.999  -4.437  -2.690  -1.635  -0.028  -1.435  -3.994  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.70  99.999  99.999  99.999  99.999  -3.229  -1.817  -0.100  -0.732  -2.369  -4.900  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.80  99.999  99.999  99.999  99.999  -3.882  -2.145  -0.340  -0.327  -1.200  -2.844  99.999  99.999  99.999  99.999  99.999  99.999  99.999
S    5.90  99.999  99.999  99.999  99.999  -4.775  -2.740  -0.841  -0.287  -0.523  -1.430  -3.444  99.999  99.999  99.999  99.999  99.999  99.999
S    6.00  99.999  99.999  99.999  99.999  99.999  -3.634  -1.627  -0.618  -0.321  -0.610  -1.946  -3.558  99.999  99.999  99.999  99.999  99.999
S    6.10  99.999  99.999  99.999  99.999  99.999  -4.775  -2.647  -1.251  -0.505  -0.276  -1.044  -2.074  -3.488  99.999  99.999  99.999  99.999
S    6.20  99.999  99.999  99.999  99.999  99.999  99.999  -3.807  -2.078  -0.951  -0.281  -0.571  -1.125  -1.954  -3.084  -4.198  99.999  99.999
S    6.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.091  -1.635  -0.589  -0.470  -0.625  -0.968  -1.564  -2.103  99.999  99.999
S    6.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.432  -2.690  -1.317  -0.845  -0.658  -0.589  -0.753  -0.815  99.999  99.999
S    6.50  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -4.158  -2.499  -1.715  -1.229  -0.808  -0.618  -0.282  99.999  99.999
S    6.60  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.806  -2.746  -1.992  -1.264  -0.777  -0.116  -3.787  99.999
S    6.70  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  -3.714  -2.720  -1.719  -0.975  -0.060  -2.782  99.999
