Ca   4.00  -1.112  -0.041  -1.914  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   4.10  -1.707  -0.123  -0.642  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   4.20  -2.711  -0.683  -0.102  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   4.30  -3.912  -1.493  -0.014  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   4.40  99.999  -2.219  -0.003  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   4.50  99.999  -2.817  -0.001  -4.496  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   4.60  99.999  -3.200  -0.001  -2.798  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   4.70  99.999  -3.211  -0.009  -1.701  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   4.80  99.999  -3.072  -0.039  -1.066  -3.971  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   4.90  99.999  -3.007  -0.112  -0.650  -2.780  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   5.00  99.999  -3.073  -0.248  -0.376  -1.864  -4.085  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   5.10  99.999  -3.274  -0.465  -0.231  -1.172  -2.670  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   5.20  99.999  -3.615  -0.780  -0.221  -0.687  -1.574  -3.995  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   5.30  99.999  -4.132  -1.239  -0.384  -0.435  -0.798  -2.486  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   5.40  99.999  -4.875  -1.901  -0.773  -0.457  -0.365  -1.434  -3.176  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   5.50  99.999  99.999  -2.750  -1.369  -0.723  -0.233  -0.774  -1.905  -3.634  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   5.60  99.999  99.999  -3.745  -2.128  -1.185  -0.342  -0.429  -1.036  -2.146  -3.727  -4.519  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   5.70  99.999  99.999  99.999  -3.073  -1.859  -0.700  -0.390  -0.543  -1.119  -2.068  -2.158  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
Ca   5.80  99.999  99.999  99.999  -4.386  -2.923  -1.478  -0.816  -0.569  -0.680  -1.080  -0.601  -3.691  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999
